"ID Riesgo - prefix","ID Riesgo - number","ID Riesgo","ID Site - prefix","ID Site - number","ID Site",Estado,Autor,"Ultimo cambio","Fecha de CreaciÃ³n",Priorizado,"Fecha SoluciÃ³n Riesgo","Motivo del Riesgo","Criticidad del Riesgo","Fecha Necesidad","Impacto del Punto","Gravedad del Riesgo",Descripcion,"ID Legacy"
RM,1073,RM-1073,SPA-VX,13,SPA-VX00013,Abierto,"Delgado Alejandro","2023-12-12 18:23:10",2021-10-21,,,,"criticidad alta < 6 meses",2024-04-30,,3,"W42: Se incluye el punto en riesgo. No se ha abordado nunca por su complejidad y porque requiere permisos de Propiedad. Hay que quitar los tres mÃ¡stiles y meter un autosoportado de 3x3m. Al menos hemos conseguido que no se mueva caseta.",218209
RM,1221,RM-1221,SPA-MX,439,SPA-MX00439,Abierto,"Delgado Alejandro","2023-12-05 15:27:49",2023-05-10,,,,"criticidad baja > 9 meses",2024-12-21,,1,"QSUIEREN RENEGOCIAR CONDICIONES O DENUNCIARAN AL VENCIMIENTO",232837
RM,1370,RM-1370,SPA-BX,2722,SPA-BX02722,Abierto,"Delgado Alejandro","2023-12-05 15:28:47",2020-07-13,,,,"criticidad muy alta < 3 meses",2020-08-07,,2,"SE INCLUYE EL RIESGO DE TELECOM IBERICA PARA BUSCAR ALTERNATIVA",147565
RM,1685,RM-1685,SPA-SE,321,SPA-SE00321,Cerrado,"Delgado Alejandro","2023-12-05 15:41:13",2020-01-30,,2020-04-24,,"criticidad muy alta < 3 meses",2020-02-13,,,"Propiedad estÃ¡ haciendo reformas y necesita que reubiquemos la EB, incluimos en repliegue para dotar a G. propiedades de DiseÃ±o Radio y SupervisiÃ³n de Obra.",115535
RM,10092,RM-10092,SPA-VA,38,SPA-VA00038,Abierto,"Alexandre GOMBA","2023-12-05 15:24:30",2023-03-29,,,,"criticidad muy alta < 3 meses",2023-06-16,,2,"Esto no es una negociaciÃ³n, es una ocupaciÃ³n en dominio pÃºblico con lo que hay que contactar con el Ayuntamiento y aclarar la situaciÃ³n ya que aquÃ­ se va a instalar VDF en Jumping y no podemos estar con esta incertidumbre sin tener certeza de la fecha real de vencimiento de la concesiÃ³n. Es un contrato del Plan rural, por eso es tan precario. EstÃ¡ legalizado, y no respondieron a la escisiÃ³n.",231908
RM,10001,RM-10001,SPA-CO,7615,SPA-CO07615,Cerrado,"Alexandre GOMBA","2024-01-12 10:50:16",2023-10-19,,2023-12-02,Propiedad,"criticidad muy alta < 3 meses",2023-11-01,,1,,235823
RM,480,RM-480,SPA-IB,17,SPA-IB00017,Abierto,"Delgado Alejandro","2023-12-05 15:40:40",2022-12-20,,,,"criticidad baja > 9 meses",2025-02-17,,1,"W50 2022: La  propiedad solicita a anulacion del contrato por haber subarrenfdado a VDF sin su consentimiento",229676
RM,679,RM-679,SPA-MX,815,SPA-MX00815,Cerrado,"Delgado Alejandro","2023-12-05 15:27:15",2022-03-10,,2023-03-15,,"criticidad muy alta < 3 meses",2023-04-29,,,"W10 2022: Se incluye el punto en riesgo, recibido burofax de rescisiÃ³n con fecha de vencimiento 29/04/2023.",223307
RM,76,RM-76,SPA-BI,146,SPA-BI00146,Abierto,"Delgado Alejandro","2023-12-05 15:29:02",2023-01-01,,,,"criticidad muy alta < 3 meses",2023-04-16,,2,"Recibido burofax de rescision por parte de TI.",229839
RM,1832,RM-1832,SPA-CX,2014,SPA-CX02014,Abierto,"Delgado Alejandro","2023-12-12 18:22:56",2023-07-14,,,,"criticidad muy alta < 3 meses",2024-03-17,,1,"Recibido burofax en tiempo y forma",234085
RM,9999,RM-9999,SPA-MU,6305,SPA-MU06305,Abierto,"Alexandre GOMBA","2023-12-05 15:28:53",2023-10-20,,,,"criticidad baja > 9 meses",2026-06-17,,1,"No es viable incrementar la vigencia hasta 2031 siendo una instalaciÃ³n con una unidad mÃ³vil y no una infraestructura permanente viendo las condiciones que exige la propiedad. Vamos adelante con la firma del despliegue de la FO y tenemos que mirar de replegarnos en 2026 cuando venza el contrato.",235836
RM,1232,RM-1232,SPA-OR,8705,SPA-OR08705,Abierto,"Delgado Alejandro","2023-12-05 15:23:47",2023-05-10,,,,"criticidad baja > 9 meses",2025-07-17,,1,"Tenemos esta RNG por ampliaciÃ³n y tras ofrecerle a la comunidad primero una subida del 10% y posteriormente tras la negativa un 20% a lo que nos dicen que la comunidad no va a aceptar la ampliaciÃ³n a no ser que la subida sea de un 30%. Vence 17/07/2025",232831
RM,194,RM-194,SPA-GC,194,SPA-GC00194,Abierto,"Alexandre GOMBA","2023-12-05 15:23:15",2022-10-21,,,,"criticidad baja > 9 meses",2025-12-01,,2,"W42:Se incluye punto en riesgo. En este site, se tiene problemas de ruidos y trabajos parados porque la propiedad lleva un aÃ±o quejÃ¡ndose; se replantearÃ¡ y acordarÃ¡ una nueva ubicaciÃ³n con la propiedad..",228676
RM,1360,RM-1360,SPA-BX,989,SPA-BX00989,Cerrado,"Delgado Alejandro","2023-12-05 15:43:30",2018-10-26,,2019-04-18,,"criticidad baja > 9 meses",2019-08-10,,,"Site pte  01/04/14: Afectada x Servidumbres AeronÃ¡uticas. No se ha Presentado estudio --> La mantenemos en riesgo bajo",48394
RM,1413,RM-1413,SPA-CR,3108,SPA-CR03108,Cerrado,"Delgado Alejandro","2023-12-05 15:43:36",2018-10-26,,2018-11-15,,"criticidad media < 9 meses",2019-07-30,,,,48466
RM,978,RM-978,SPA-TO,162,SPA-TO00162,Abierto,"Delgado Alejandro","2023-12-05 15:23:41",2022-08-09,,,,"criticidad muy alta < 3 meses",2023-07-29,,2,"W32: Se incluye el punto en riesgo,  cesiÃ³n Telecom IbÃ©rica.",227090
RM,130,RM-130,SPA-BX,525,SPA-BX00525,Cerrado,"Delgado Alejandro","2023-12-05 15:24:01",2022-06-10,,2023-09-08,,"criticidad muy alta < 3 meses",2023-11-04,,,"W23 2022: Se incluye el punto en riesgo, por la situaciÃ³n del efificio con el bloqueo del acceso.",226082
RM,1108,RM-1108,SPA-ZX,34,SPA-ZX00034,Cerrado,"Delgado Alejandro","2023-12-05 15:23:21",2022-10-13,,2022-11-26,,"criticidad baja > 9 meses",2033-12-22,,,"W41: Se incluye punto en riesgo; Propiedad envÃ­a burofax indicando que el sector 2 estÃ¡ en la propiedad del vecino y hay que reubicarlo para finalizar la rng.",228531
RM,339,RM-339,SPA-GC,22,SPA-GC00022,Abierto,"Delgado Alejandro","2023-12-05 15:27:57",2022-02-15,Si,,,"criticidad alta < 6 meses",2024-04-09,,1,"W06: Se incluye el punto en riesgo para buscar alternativa mÃ¡s allÃ¡ del 09/04/2024",222494
RM,1251,RM-1251,SPA-VI,8624,SPA-VI08624,Cerrado,"Delgado Alejandro","2023-12-05 15:28:04",2023-05-11,,2023-10-26,,"criticidad muy alta < 3 meses",2023-10-20,,,"ENVIADO BUROFAX EN TIEMPO Y FORMA",232878
RM,21,RM-21,SPA-BA,114,SPA-BA00114,Cerrado,"Delgado Alejandro","2023-12-05 15:27:29",2022-02-25,,2023-10-23,,"criticidad muy alta < 3 meses",2023-06-30,,2,"W08 2022: Se declara en riesgo el emplazamiento por los continuos bloqueos de acceso de la propiedad y los problemas que pone para ampliaciones porque se agarran a la literalidad del contrato original.",222830
RM,526,RM-526,SPA-JX,8508,SPA-JX08508,Abierto,"Delgado Alejandro","2023-12-05 15:29:11",2021-04-19,,,,"criticidad muy alta < 3 meses",2020-08-31,,2,"Se crea riego por denuncia del contrato de Telecom IbÃ©rica en 2021.",190352
RM,10158,RM-10158,SPA-OX,8110,SPA-OX08110,Abierto,"Alexandre GOMBA","2023-12-12 18:19:05",2023-12-02,,,,"criticidad muy alta < 3 meses",2024-02-26,,1,"Nos comunican derecho preferente de compra de una nave industrial por un importe de 160kâ¬. No es una torre en la parcela no ubicada por la nave sino un mÃ¡stil adosado y que ocupa espacio en la nave. Abrimos renego aunque vence en 2030",236447
RM,1630,RM-1630,SPA-MX,7373,SPA-MX07373,Cerrado,"Delgado Alejandro","2023-12-05 15:43:33",2018-10-26,,2018-12-20,,"criticidad muy alta < 3 meses",2019-01-02,,,,48420
RM,1095,RM-1095,SPA-VX,922,SPA-VX00922,Abierto,"Delgado Alejandro","2023-12-05 15:24:50",2022-12-20,,,,"criticidad muy alta < 3 meses",2023-05-19,,2,"W50 2022: Se delclara el punto en riesgo porque tenenos que conseguir acomeTida propia o el organismo pulbico nos cortara suministro.
Hemos solicitado a Roberto MaÃ±anas que se pida suministro propio.. Caso que lo denieguen tenemos que aportarlo a la la Presidencia de la ConfederaciÃ³n HidrogrÃ¡fica del JÃºcar para que reclamen a IBERDROLA",229678
RM,183,RM-183,SPA-BX,1522,SPA-BX01522,Abierto,"Delgado Alejandro","2023-12-05 15:28:07",2023-03-26,Si,,,"criticidad muy alta < 3 meses",2023-11-07,,1,"La propiedad denuncia en forma y plazo",231830
RM,1316,RM-1316,SPA-BA,358,SPA-BA00358,Cerrado,"Delgado Alejandro","2023-12-05 15:43:19",2018-10-26,,2023-10-09,,"criticidad muy alta < 3 meses",2023-05-01,,,"Emplazamiento municipal en el mismo terreno donde estÃ¡ ubicado TME y el Ayto se niega a negociar. OSP estÃ¡ dando servicio sharing a VDF.",48300
RM,1105,RM-1105,SPA-VX,946,SPA-VX00946,Cerrado,"Delgado Alejandro","2023-12-05 15:29:16",2020-02-03,,2022-11-25,,"criticidad muy alta < 3 meses",2022-06-30,,,"La Propiedad envÃ­a burofax de rescisiÃ³n con fecha vencimiento 16/04/2020",117111
RM,1369,RM-1369,SPA-CA,4253,SPA-CA04253,Abierto,"Delgado Alejandro","2023-12-05 15:23:29",2023-06-29,,,,"criticidad alta < 6 meses",2027-04-05,,1,"No hay budrofax pero hay quejas de ruidos que hacen posible que corten el suninistro. Vence en 2027 pero la criticifad es alta",233813
RM,1545,RM-1545,SPA-LU,8185,SPA-LU08185,Cerrado,"Delgado Alejandro","2023-12-05 15:42:02",2019-06-17,,2020-01-14,,"criticidad media < 9 meses",2020-02-21,,,"Repliegues: Gestion de riesgos",81419
RM,10110,RM-10110,SPA-AX,196,SPA-AX00196,Abierto,"Alexandre GOMBA","2023-12-05 15:28:53",2023-10-26,,,,"criticidad muy alta < 3 meses",2023-12-31,,2,"Es necesario proceder al cambio urgente de ubicaciÃ³n de la antena que tenemos sobre The Outlet Store Alicante.

Para no dejar sin servicio la antena en ningÃºn momento necesitamos que el trabajo se haga en dos fases: 
-  Fase 1:  re-colocar el cableado por el perÃ­metro de la cubierta (lÃ­nea naranja) ï  entiendo que esto lo podÃ©is abordar directamente desde Operaciones.
-  Fase 2: cuando la impermeabilizaciÃ³n de la zona amarilla estÃ© ejecutada, realizar el cambio de la antena ï  para esto deberemos enviar a la SF y elaborar el CAP con la nueva ubicaciÃ³n para proceder a su ejecuciÃ³n.",235895
RM,1101,RM-1101,SPA-VX,1029,SPA-VX01029,Abierto,"Delgado Alejandro","2023-12-05 15:39:56",2021-02-01,,,,"criticidad baja > 9 meses",2028-10-14,,1,"Queremos instalar el 5G, pero antes tenemos pendiente la adecuaciÃ³n a normativa pero el proyecto presentado hace tiempo no cumple con la normativa actual ni es posible por PRL realizar el despliegue del 5G.
ConclusiÃ³n, es necesario redefinir desde cero el diseÃ±o para cumplir normativa y poder desplegar el 5G y cualquier otra cosa que se requiera.",176879
RM,1846,RM-1846,SPA-TO,228,SPA-TO00228,Abierto,"Jose-Francisco Ibanez-Castilla","2023-12-12 18:22:51",2023-08-14,,,,"criticidad media < 9 meses",2024-09-20,,2,"W32: Se incluye el punto en riesgo,  cesiÃ³n Telecom IbÃ©rica.. Adenas la propiedad y no TI solicitan negociar",234867
RM,1338,RM-1338,SPA-BX,958,SPA-BX00958,Cerrado,"Delgado Alejandro","2023-12-05 15:42:15",2019-03-07,,2023-01-09,,"criticidad muy alta < 3 meses",2020-04-20,,,"Recibido burofax de la propiedad, no quieren seguir, estÃ¡n cansados despuÃ©s de 20 aÃ±os, no es un tema econÃ³mico, no quieren la antena. vcto 20/10/19",65986
RM,581,RM-581,SPA-TO,581,SPA-TO00581,Cerrado,"Alexandre GOMBA","2023-12-05 15:40:26",2021-02-24,,2022-05-10,,"criticidad baja > 9 meses",2024-04-19,,,"Finalmente, tras cancelar el job 112829, se vuelve a dar de alta el riesgo para poder realizar la acometida propia en el emplazamiento.",179411
RM,1883,RM-1883,SPA-MX,2222,SPA-MX02222,Abierto,"Jose-Francisco Ibanez-Castilla","2023-12-12 18:23:05",2023-07-24,,,,"criticidad muy alta < 3 meses",2023-11-23,,1,"La propiedad envÃ­a burofax en tiempo y forma y nos transmite que quiere renovar solamente por un aÃ±o.
No quiere prorrogas, no porque nos quieran echar, sino porque quieren vender el edificio y no lo consideran un activo que aporte atractivo al edificio.",234195
RM,133,RM-133,SPA-BX,352,SPA-BX00352,Cerrado,"Delgado Alejandro","2023-12-05 15:24:09",2022-05-23,,2023-03-28,,"criticidad alta < 6 meses",2023-06-01,,,"W21 2022: se incluye el punto en riesgo con vencimiento 01/06/2023. La propiedad cobra 21k â¬ y pide un incremento por escisiÃ³n y estamos perdiendo dinero con la renta actual.",225675
RM,575,RM-575,SPA-MA,2589,SPA-MA02589,Cerrado,"Delgado Alejandro","2023-12-05 15:28:42",2021-09-20,,2022-03-14,,"criticidad muy alta < 3 meses",2021-10-14,,,"W38: Se activa el siguiente riesgo: Tenemos que construir acometida propia urgentemente. Nos dan de plazo para hacerla hasta 14/10. No nos va a dar tiempo.

Hablamos con la propiedad para que nos den tiempo hasta que estÃ© construida.",211140
RM,1691,RM-1691,SPA-SE,1161,SPA-SE01161,Cerrado,"Delgado Alejandro","2023-12-05 15:41:18",2019-11-15,,2021-11-22,,"criticidad alta < 6 meses",2020-09-30,,,"Se necesita realizar la obra de adecuaciÃ³n legal, en espera de decisiÃ³n de TELXIUS y VDF",101437
RM,1567,RM-1567,SPA-MA,2806,SPA-MA02806,Abierto,"Delgado Alejandro","2023-12-05 15:43:10",2018-10-26,,,,"criticidad muy alta < 3 meses",2022-12-01,,2,"Nos trasladan extraoficialmente que este asunto ya lleva aÃ±os tratÃ¡ndose y que actualmente no cumple normativa. Hay un expediente de disciplina urbanÃ­stica abierto, por lo que nos instan a tratarlo con el negociado de disciplina. Asunto complejo dentro del Ayuntamiento de Mijas.",48241
RM,808,RM-808,SPA-OX,217,SPA-OX00217,Abierto,"Delgado Alejandro","2023-12-05 15:27:25",2022-03-07,,,,"criticidad baja > 9 meses",2032-05-17,,2,"W10 2022:  Se incluye el punto en riesgo tras la propuesta de ampliaciÃ³n. La semana pasada hubo una reuniÃ³n para tratar las condiciones de la propuesta para retirar la caseta de la azotea y trasladar los equipos a un local de la comunidad en la planta baja al objeto de cumplir la ordenanza de Oviedo 

Finalmente y a falta de ratificar el acuerdo final en nueva junta parece que si autorizaran siempre que se les compense por la nueva ocupaciÃ³n en el local del bajo ya que tenÃ­an proyecto de para realizar trasteros para los vecinos.",223137
RM,10056,RM-10056,SPA-SE,367,SPA-SE00367,Abierto,"Alexandre GOMBA","2023-12-12 18:22:58",2023-09-07,,,,"criticidad alta < 6 meses",2024-06-24,,1,"Recibido burofax en tiempo y forma",235219
RM,1490,RM-1490,SPA-IB,198,SPA-IB00198,Abierto,"Delgado Alejandro","2023-12-05 15:29:26",2020-09-03,,,,"criticidad baja > 9 meses",2025-09-18,,3,"Recibido burofax con fecha de vencimiento 18/09/2025, nos han denunciado fuera de plazo y estamos pendientes de ver sus pretensiones.",153627
RM,1634,RM-1634,SPA-NA,14,SPA-NA00014,Cerrado,"Delgado Alejandro","2023-12-05 15:41:38",2019-05-23,,2022-04-01,,"criticidad muy alta < 3 meses",2019-06-30,,,"Van a remodelar el campo y posiblemente afecte a las antenas",76903
RM,1270,RM-1270,SPA-AV,8452,SPA-AV08452,Abierto,"Delgado Alejandro","2023-12-05 15:41:24",2019-09-26,,,,"criticidad muy alta < 3 meses",2022-12-16,,2,"Repliegues: Gestion de riesgos",94774
RM,1840,RM-1840,SPA-SE,1004,SPA-SE01004,Abierto,"Delgado Alejandro","2023-12-05 15:27:14",2023-07-15,,,,"criticidad muy alta < 3 meses",2024-02-10,,1,"Recibido burofax en tiempo y forma",234087
RM,1125,RM-1125,SPA-ZA,6978,SPA-ZA06978,Cerrado,"Delgado Alejandro","2023-12-05 15:23:57",2022-06-29,,2023-02-01,,Replegado,2025-07-11,,,"W26 Se incluye punto en riesgo; emplazamiento siniestrado por el incendio de Sierra Culebra en Zamora.",226395
RM,1483,RM-1483,SPA-GU,9329,SPA-GU09329,Cerrado,"Delgado Alejandro","2023-12-05 15:41:44",2019-03-04,,2021-10-21,,"criticidad alta < 6 meses",2021-04-30,,,"Comunicado repliegue por desmantelamiento de Central por UF",64182
RM,163,RM-163,SPA-BX,589,SPA-BX00589,Abierto,"Delgado Alejandro","2023-12-05 15:41:01",2023-02-03,Si,,,"criticidad muy alta < 3 meses",2023-12-31,,1,"Se reabre el riesgo por haber recibido burofax de resision en tiempo y forma",230584
RM,1179,RM-1179,SPA-CX,27,SPA-CX00027,Abierto,"Delgado Alejandro","2023-12-05 15:28:48",2023-06-05,,,,"criticidad media < 9 meses",2024-07-29,,1,"en este caso tenemos un informe que adjunto, y se replantearÃ¡ con el tenant, pero en el informe se aprecia que se va a ocupar mÃ¡s espacio, asÃ­ que seguramente se necesite gestiÃ³n con la propiedad. Por lo que veo en sol vence en julio del 24. Por favor, id sondeando a la propiedad. Si no renueva no merece la pena la obra.",233293
RM,10041,RM-10041,SPA-VX,1185,SPA-VX01185,Abierto,"Alexandre GOMBA","2023-12-12 18:23:08",2023-09-24,Si,,,"criticidad muy alta < 3 meses",2024-03-08,,1,"Recibido burofax en tiempo y forma",235442
RM,10045,RM-10045,SPA-CX,910,SPA-CX00910,Abierto,"Alexandre GOMBA","2023-12-12 18:23:04",2023-09-23,,,,"criticidad muy alta < 3 meses",2024-03-30,,2,"Creamos el riego por que ha denunciado el contrato en timpo y forma. Tiene cesiÃ³n de crÃ©dito a TI",235438
RM,62,RM-62,SPA-BI,801,SPA-BI00801,Cerrado,"Delgado Alejandro","2023-12-05 15:23:34",2022-09-02,,2022-09-21,,"criticidad media < 9 meses",2022-03-01,,,"W35:Se incluye punto en riesgo. Iberdrola solicita la reubicaciÃ³n de equipos.",227616
RM,1731,RM-1731,SPA-SX,3106,SPA-SX03106,Cerrado,"Delgado Alejandro","2023-12-05 15:43:37",2018-10-01,,2022-06-16,,"criticidad muy alta < 3 meses",2022-04-01,,,"Contrato con Ayuntamiento que vence el 01/04/2022 y han comunicado que no quieren renovar por notificaciÃ³n de diciembre 2017.",44436
RM,1487,RM-1487,SPA-HX,9705,SPA-HX09705,Cerrado,"Delgado Alejandro","2023-12-05 15:43:12",2018-10-26,,2018-11-29,,"criticidad baja > 9 meses",2019-10-18,,,,48258
RM,1269,RM-1269,SPA-AV,8415,SPA-AV08415,Cerrado,"Delgado Alejandro","2023-12-05 15:41:13",2020-03-09,,2021-04-15,,"criticidad baja > 9 meses",2032-02-28,,,"2020 W11: RNG con riesgo de apagado inminente. Es un cruzado con Vodafone: Suingo estÃ¡ metido en la negociaciÃ³n, con las siguientes exigencias: 35K de atrasos, GG de 8K (+5.5) y renta de 15K (+3.7K)â¦ y si aceptamos esto, entonces entremos a negociar para meter a VDF.",121707
RM,80,RM-80,SPA-GI,80,SPA-GI00080,Cerrado,"Alexandre GOMBA","2023-12-05 15:40:09",2021-01-05,,2023-01-11,,"criticidad muy alta < 3 meses",2022-07-31,,,"Recibimos por valija, incoaciÃ³n de ejecuciÃ³n subsidiaria, de expediente de restauraciÃ³n de la legalidad, o, sea, que nos desmontan ellos por su cuenta.
 La NotificaciÃ³n es de 28-11-20, recibida en Pozuelo, asÃ­ que ya llegamos tarde a ReposiciÃ³n aunque indica que no cabe recurso alguno; y no sÃ© por quÃ© motivo no ha aparecido en la herramienta GIO de carterÃ­a.                Nosotros no tenemos equipos, que fueron desmontados este mes, pero permanecen unas antenas, porque imagino que sigue instalado VDF que nos darÃ¡ cobertura y   a quien deberÃ­amos avisar
Es un Hotel que estuvo en riesgo por propiedad y finalmente se cancelÃ³.",172882
RM,1652,RM-1652,SPA-OX,8888,SPA-OX08888,Cerrado,"Delgado Alejandro","2023-12-05 15:41:34",2019-10-15,,2023-10-23,,"criticidad muy alta < 3 meses",2021-01-15,,2,"Repliegues: Gestion de riesgos",96725
RM,607,RM-607,SPA-MU,53,SPA-MU00053,Abierto,"Delgado Alejandro","2023-12-05 15:28:55",2023-01-23,,,,"criticidad media < 9 meses",2024-08-23,,2,"AquÃ­ tenemos la legalizaciÃ³n parada a la espera de confirmar si acometemos la adecuaciÃ³n o no. No cumplimos con normativa y tenemos antenas en fachada. TendrÃ­amos que hacer una reconfiguraciÃ³n completa y lo hemos estudiado desde nuestro equipo, con un coste estimado de unos 40Kâ¦.
En esos momentos es un site con LO denegada. EstÃ¡ en precario pero no presenta peligro de cese de actividad ni sancionador.",230288
RM,690,RM-690,SPA-MX,562,SPA-MX00562,Abierto,"Delgado Alejandro","2023-12-05 15:28:22",2021-12-13,Si,,,"criticidad muy alta < 3 meses",2023-12-10,,1,"W50: Incluimos el punto el riesgo con vencimiento 10/12/2023.",221259
RM,1525,RM-1525,SPA-IB,456,SPA-IB00456,Cerrado,"Delgado Alejandro","2023-12-05 15:42:48",2018-10-26,,2020-01-23,,"criticidad muy alta < 3 meses",2019-09-30,,,,48322
RM,10125,RM-10125,SPA-CX,1731,SPA-CX01731,Abierto,"Alexandre GOMBA","2023-12-12 18:23:15",2023-10-25,,,,"criticidad muy alta < 3 meses",2024-03-05,,2,"Este punto fue adquirido por Telecom IbÃ©rica a travÃ©s de una compraventa. Actualmente, estamos pagando a la propiedad 1.500â¬ anuales. Telecom se ha descolgado con un precio de 3.500â¬/aÃ±o a partir del vencimiento de nuestro contrato actual en marzo del 24.",235883
RM,478,RM-478,SPA-IB,15,SPA-IB00015,Abierto,"Delgado Alejandro","2023-12-05 15:40:36",2023-02-10,,,,"criticidad muy alta < 3 meses",2023-02-28,,2,"Estamos planificando el movimiento definitivo de los radioenlaces por lo que la estaciÃ³n caerÃ¡ una semana. Llevamos avisando mucho tiempo y en reiteradas ocasiones y la fecha del movimiento esa planificada para el 13 de este mes, el prÃ³ximo lunes.",230734
RM,444,RM-444,SPA-GU,9246,SPA-GU09246,Abierto,"Delgado Alejandro","2023-12-05 15:28:25",2022-12-09,,,,"criticidad muy alta < 3 meses",2023-07-15,,2,"W48: Podemos retomarlo como adecuaciÃ³n a normativa, le he pasado a Tower la propuesta que en su momento hizo OSP para  salvar el punto, y que Tower hable con el tÃ©cnico del Ayto. para ver quÃ© opina de la soluciÃ³n. Vamos a legalizar la instalaciÃ³n incluyendo la sala de equipos que estÃ¡ fuera de ordenacion",229429
RM,1404,RM-1404,SPA-CS,47,SPA-CS00047,Cerrado,"Delgado Alejandro","2023-12-05 15:41:45",2019-04-23,,2019-09-09,,"criticidad alta < 6 meses",2019-09-17,,,"Recibido burofax de la propiedad comunicando la rescisiÃ³n con fecha 17/9/19",73248
RM,137,RM-137,SPA-BX,638,SPA-BX00638,Abierto,"Delgado Alejandro","2023-12-05 15:27:28",2022-02-28,,,,"criticidad muy alta < 3 meses",2023-01-31,,2,"Emplazamiento en SOL MeliÃ¡ vendido a Cellnex. Se declara en riesgo para ver las posibilidad de encontrar una alternativa y replegarse.",222920
RM,479,RM-479,SPA-IB,339,SPA-IB00339,Abierto,"Delgado Alejandro","2023-12-05 15:40:37",2023-03-30,Si,,,"criticidad muy alta < 3 meses",2024-01-11,,1,"Recibido burofax en tiempo y forma",231945
RM,1477,RM-1477,SPA-GR,5833,SPA-GR05833,Cerrado,"Delgado Alejandro","2023-12-05 15:42:24",2018-10-26,,2019-02-12,,"criticidad baja > 9 meses",2024-08-31,,,,48264
RM,520,RM-520,SPA-JX,8513,SPA-JX08513,Abierto,"Delgado Alejandro","2023-12-05 15:28:09",2022-01-31,,,,"criticidad baja > 9 meses",2025-07-12,,1,"W05: Recibido burofax de rescisiÃ³n con fecha de vencimiento 12/07/2025.",222116
RM,8522,RM-8522,SPA-GI,8522,SPA-GI08522,Abierto,"Alexandre GOMBA","2023-12-05 15:28:48",2021-08-30,,,,"criticidad muy alta < 3 meses",2022-08-07,,1,"W35: Recibido burofax de rescisiÃ³n con fecha de vencimiento 07/02/2022. La propiedad reclamÃ³ un incremento de 12K para ampliar espacio para las RRUâs de VDF y ya estamos pagando 21K de renta + 8K de GG.",209299
RM,340,RM-340,SPA-CX,1711,SPA-CX01711,Abierto,"Delgado Alejandro","2023-12-12 18:23:06",2023-01-14,,,,"criticidad muy alta < 3 meses",2024-03-07,,2,"Creamos el riego por que ha denunciado el contrato en timpo y forma. Tiene cesiÃ³n de crÃ©dito a TI",230066
RM,326,RM-326,SPA-BA,326,SPA-BA00326,Cerrado,"Alexandre GOMBA","2023-12-05 15:39:00",2022-12-27,,2023-03-29,,"criticidad alta < 6 meses",2023-09-30,1.0,,"W52 2022: Imponen sanciÃ³n a Orange, archivan el expediente de restauraciÃ³n de la legalidad urbanÃ­stica a nombre de Orange sin perjuicio de iniciarlo a nombre de TOTEM. SÃ³lo cabe recurso de reposiciÃ³n/contencioso -administrativo.",229790
RM,1168,RM-1168,SPA-BX,976,SPA-BX00976,Cerrado,"Delgado Alejandro","2023-12-05 15:42:37",2018-11-21,,2019-04-23,,"criticidad media < 9 meses",2019-06-28,,,"Recibido burofax de TI comunicando el vencimiento del contrato en fecha 28/6/2019",50962
RM,1004,RM-1004,SPA-TF,9009,SPA-TF09009,Cerrado,"Delgado Alejandro","2023-12-05 15:43:06",2018-10-26,,2023-07-26,,"criticidad alta < 6 meses",2023-10-11,,,"Punto clave que se renueva por tÃ¡cita reconducciÃ³n aÃ±o a aÃ±o.",48211
RM,1469,RM-1469,SPA-GR,6469,SPA-GR06469,Cerrado,"Delgado Alejandro","2023-12-05 15:41:22",2019-11-28,,2020-01-20,,"criticidad muy alta < 3 meses",2020-03-19,,,"ModificaciÃ³n de infraestructura pedida por la propiedad.",104203
RM,867,RM-867,SPA-SE,31,SPA-SE00031,Cerrado,"Delgado Alejandro","2023-12-05 15:27:16",2022-03-10,,2023-07-12,,"criticidad muy alta < 3 meses",2023-09-07,,,"W10 2022: Recibido burofax de rescisiÃ³n con fecha de vencimiento 07/09/2023.",223308
RM,10154,RM-10154,SPA-SE,2093,SPA-SE02093,Abierto,"Alexandre GOMBA","2023-12-12 18:18:59",2023-12-04,,,,"criticidad alta < 6 meses",2024-05-01,,1,"Nos llama la propiedad, hemos hablado con el e indica que tiene varias ofertas de otros Land Aggregator y quiere renegociar. No hay LDPD y se renueva cada aÃ±o, siendo la prÃ³xima fecha de vencimiento el 01/05/2024.",236477
RM,976,RM-976,SPA-BX,976,SPA-BX00976,Abierto,"Alexandre GOMBA","2023-12-12 18:23:23",2023-06-07,,,,"criticidad alta < 6 meses",2024-06-28,,2,"Reabrimos el riesgo porque han vuelto a comunicar la rescisiÃ³n. Es un TI",233369
RM,1120,RM-1120,SPA-VX,607,SPA-VX00607,Cerrado,"Delgado Alejandro","2023-12-05 15:42:47",2018-10-26,,2019-07-02,,"criticidad baja > 9 meses",2019-11-10,,,,48313
RM,119,RM-119,SPA-BX,35,SPA-BX00035,Cerrado,"Delgado Alejandro","2023-12-05 15:42:38",2018-11-14,,2019-01-21,,"criticidad alta < 6 meses",2019-11-05,,,"se recibe burofax de ON TOWER denunciando fin de cto a Vto (05/11/2019). tenemos a TME y VDF dentro.
HAY QUE VERIFICAR CUALES SON LAS INTENCIONES DE ONTOWER REALMENTE",50395
