"ID Riesgo - prefix","ID Riesgo - number","ID Riesgo","ID Site - prefix","ID Site - number","ID Site",Estado,Autor,"Ultimo cambio","Fecha de CreaciÃ³n",Priorizado,"Fecha SoluciÃ³n Riesgo","Motivo del Riesgo","Criticidad del Riesgo","Fecha Necesidad","Impacto del Punto","Gravedad del Riesgo",Descripcion,"ID Legacy"
RM,9998,RM-9998,SPA-MX,3858,SPA-MX03858,Abierto,"Alexandre GOMBA","2023-12-12 18:23:04",2023-10-24,,,,"criticidad muy alta < 3 meses",2024-03-19,,1,"Es el estadio del Getafe. Van a hacer una remodelaciÃ³n en marzo 2024 en la que desaparecen las torres de iluminacion donde estÃ¡n las antenas. Vamos a solicitar a OSP que nos infome si tiene interes porque parece que el site es Ãºnicamente un DDEE",235864
RM,1201,RM-1201,SPA-LE,1521,SPA-LE01521,Cerrado,"Delgado Alejandro","2023-12-05 15:41:27",2019-11-26,,2020-05-11,,"criticidad baja > 9 meses",2025-05-01,,,"Recibido burofax con fecha vencimiento 22/05/2020.",103256
RM,1494,RM-1494,SPA-HX,9996,SPA-HX09996,Abierto,"Delgado Alejandro","2023-12-05 15:40:03",2019-09-17,,,,"criticidad muy alta < 3 meses",2022-12-30,,2,"Repliegues: Gestion de riesgos. Denegada y con orden de desmontaje. Comentario MarÃ­a JesÃºs el 28/1/22: Esperando alternativa",92597
RM,235,RM-235,SPA-BX,2846,SPA-BX02846,Abierto,"Delgado Alejandro","2023-12-05 15:28:12",2022-11-21,,,,"criticidad muy alta < 3 meses",2024-01-31,,1,"01/03/18.- Sentencia recaÃ­da en el asunto de referencia, que estima parcialmente la Demanda interpuesta por ORANGE ESPAGNE contra la denegaciÃ³n de licencia dictada por el Ayuntamiento en relaciÃ³n con el emplazamiento BX2846 en Santa Coloma de Gramanet.",229133
RM,1137,RM-1137,SPA-ZX,370,SPA-ZX00370,Abierto,"Delgado Alejandro","2023-12-05 15:40:05",2019-10-09,,,,"criticidad muy alta < 3 meses",2020-06-06,,2,"Recibido burofax de Telecom IbÃ©rica comunicando vencimiento el 6/6/20",95984
RM,1345,RM-1345,SPA-BX,1995,SPA-BX01995,Cerrado,"Delgado Alejandro","2023-12-05 15:29:24",2020-07-01,,2020-11-03,,"criticidad baja > 9 meses",2031-01-01,,,"Este site era un AM con Endesa, pero el ayto expropiÃ³ el terreno en 2017. Prentenden pasar de 7.9K que pagÃ¡bamos a Endesa a 28K!!",146675
RM,1400,RM-1400,SPA-CO,7415,SPA-CO07415,Cerrado,"Delgado Alejandro","2023-12-05 15:43:16",2018-10-26,,2018-11-29,,"criticidad alta < 6 meses",,,,,48281
RM,1674,RM-1674,SPA-SA,5539,SPA-SA05539,Cerrado,"Delgado Alejandro","2023-12-05 15:41:43",2019-07-09,,2020-01-14,,"criticidad baja > 9 meses",2030-02-23,,,"Recibido burofax de rescisiÃ³n comunicando el vcto con fecha 23//02/20",83791
RM,10089,RM-10089,SPA-OX,1,SPA-OX00001,Abierto,"Alexandre GOMBA","2023-12-05 15:42:22",2023-05-22,,,,"criticidad alta < 6 meses",2024-05-13,,1,"Enviado burofax en tiempo y forma",233086
RM,1171,RM-1171,SPA-BX,2885,SPA-BX02885,Abierto,"Delgado Alejandro","2023-12-05 15:41:05",2023-05-28,,,,"criticidad muy alta < 3 meses",2023-10-12,,1,"ES UN RIESGO DE LEGALIZACION",233191
RM,1670,RM-1670,SPA-SA,5540,SPA-SA05540,Cerrado,"Delgado Alejandro","2023-12-05 15:40:34",2020-09-28,,2022-02-14,,"criticidad media < 9 meses",2022-12-30,,,"Necesario adecuar a ordenanza. Hay que bajar el mÃ¡stil, para que cuando se diseÃ±e Jumping la estaciÃ³n tenga su estado definitivo.",157296
RM,166,RM-166,SPA-BX,902,SPA-BX00902,Abierto,"Delgado Alejandro","2023-12-05 15:41:03",2023-03-26,,,,"criticidad alta < 6 meses",2024-05-21,,1,"Correo de la propiedad del 23/03/23: ââ¦Con fecha 19 de octubre firmamos anexo con fecha de vencimiento 21 de mayo
del 2024 prorrogable 5 aÃ±os mÃ¡s con un preaviso de 12 meses. NecesitarÃ­a saber vuestras intenciones y la nueva renta ya que tengo varios interesados en quedarse con el contratoâ¦â",231828
RM,1681,RM-1681,SPA-SE,53,SPA-SE00053,Cerrado,"Delgado Alejandro","2023-12-05 15:08:28",2018-10-26,,2018-11-15,,"criticidad baja > 9 meses",2024-08-25,,,,48230
RM,683,RM-683,SPA-MX,522,SPA-MX00522,Abierto,"Delgado Alejandro","2023-12-05 15:27:45",2023-03-24,Si,,,"criticidad alta < 6 meses",2024-05-18,,1,"Enviarn burofax para renegociar condiciones, Tienen quejas",231821
RM,530,RM-530,SPA-LE,411,SPA-LE00411,Abierto,"Delgado Alejandro","2023-12-05 15:40:26",2021-02-18,,,,"criticidad baja > 9 meses",2025-01-13,,3,"W07: Recibido burofax de rescisiÃ³n con fecha de vencimiento 13/01/2025",178727
RM,1410,RM-1410,SPA-CR,3200,SPA-CR03200,Cerrado,"Delgado Alejandro","2023-12-05 15:41:44",2019-01-18,,2023-03-17,,"criticidad muy alta < 3 meses",2023-01-31,,,"recibida comunicaciÃ³n de la propiedad indicando que no quiere renovar el contrato, vcto 14/7/19. Es un tema de herencias y quieren segregar la finca",56845
RM,1700,RM-1700,SPA-SE,349,SPA-SE00349,Cerrado,"Delgado Alejandro","2023-12-05 15:42:43",2018-11-15,,2019-05-30,,"criticidad muy alta < 3 meses",2019-04-14,,,"Recibido burofax de comunicaciÃ³n del vencimiento del contrato el 14/4/2019. Tenemos a VDF y TME.",50449
RM,40,RM-40,SPA-AX,8621,SPA-AX08621,Abierto,"Delgado Alejandro","2023-12-05 15:40:46",2023-03-07,,,,"criticidad muy alta < 3 meses",2023-10-12,,1,"La propiedad ya comunicÃ³ el aÃ±o pasado su intenciÃ³n de no renovar el contrato a su vencimiento de 03/10/2023. Al tratarse de una micro no se contempla que el nuevo propietario se deba subrogar al contrato por lo que si vende el local no podremos obligar al nuevo propietario a su subrogaciÃ³n.",231343
RM,1010,RM-1010,SPA-TF,6905,SPA-TF06905,Cerrado,"Delgado Alejandro","2023-12-05 15:42:18",2019-03-21,,2019-11-14,,"criticidad muy alta < 3 meses",2019-05-01,,,"Se ha producido un cambio en la titularidad del espacio donde tenemos la antena, y la nueva propiedad no esta interesado en firmar un contrato con nosotros, sino que lo que quieren es que desinstalemos y desmontemos. Nos plantean que analicemos la posibilidad de realizar la transmisiÃ³n por FO y de esta manera poder eliminar lo instalado en la cubierta, asÃ­ como tener acometida elÃ©ctrica propia.",68579
RM,310,RM-310,SPA-CR,3066,SPA-CR03066,Abierto,"Delgado Alejandro","2023-12-05 15:42:28",2022-11-20,,,,"criticidad baja > 9 meses",2024-12-23,,2,"Hay que declarar el CR3066 en riesgo porque Telecom IbÃ©rica ha comprado el terreno donde tenemos el emplazamiento. Nuestro contrato vence el 23/12/2024 y tenemos a VDF como inquilino dando sharing a OSP. Para cubrirnos las espaldas ante la negociaciÃ³n con TI deberÃ­amos buscarnos una alternativa (no lanzamos ahora la SF porque nos quedan 2 aÃ±os, pero sÃ­ deberemos tenerlo en cuenta para lanzarlo a mediados del 2023).",229109
RM,6164,RM-6164,SPA-MX,6164,SPA-MX06164,Abierto,"Alexandre GOMBA","2023-12-05 15:23:59",2023-05-27,,,,"criticidad muy alta < 3 meses",2023-06-16,,2,"A travÃ©s de OSP nos enteramos que van a demosntar todo el DD.EE. por obras y tenenos que coordianrnos con ellos. No nos dan fecha pero parece inmediato asÃ­ que le pongo en critiocidad muy alta",233189
RM,1596,RM-1596,SPA-MX,304,SPA-MX00304,Abierto,"Delgado Alejandro","2023-12-05 15:41:26",2018-11-15,,,,"criticidad muy alta < 3 meses",2023-10-06,,1,"El contrato vence en 2023, pero la propiedad ha enviado varios burofax diciendo que no esta de acuerdo, van a denunciar el contrato por clausulas abusivas, ellos consideran que ha vencido el 6/10//18",50488
RM,896,RM-896,SPA-SE,1011,SPA-SE01011,Abierto,"Delgado Alejandro","2023-12-05 15:24:31",2023-04-14,,,,"criticidad alta < 6 meses",2024-04-08,,1,"La propiedad bloquea las ampliaciones de OSP y manifiesta su intenciÃ³n de no renovar el contrato a su vencimiento el 08-04-24. Ojo. Tienes gastos generales",232260
RM,1543,RM-1543,SPA-MA,13,SPA-MA00013,Abierto,"Delgado Alejandro","2023-12-05 15:41:49",2019-08-08,,,,"criticidad baja > 9 meses",2028-10-01,,3,"recibido burofax de la propiedad comunicando la rescisiÃ³n del contrato con fecha 1/10/2020",88838
RM,178,RM-178,SPA-BX,1612,SPA-BX01612,Abierto,"Delgado Alejandro","2023-12-05 15:24:14",2022-04-21,Si,,,"criticidad muy alta < 3 meses",2024-02-22,,1,"W22 2022: se incluye el punto en riesgo, la propiedad ha indicado que al vencimiento del contrato no quiere seguir con nosotros, pero hasta 2024 podemos realizar las actividades con total normalidad. No nos ha enviado burofax pero la decisiÃ³n es clara.",224528
RM,874,RM-874,SPA-SA,5511,SPA-SA05511,Abierto,"Delgado Alejandro","2023-12-05 15:28:26",2021-11-29,Si,,,"criticidad baja > 9 meses",2024-12-03,,2,"W48: Incluimos el punto en riesgo, el contrato vence el 03/12/2024. Nos mandaron burofax pero fuera de fecha y con intenciÃ³n de rescindir en 2023 aunque exista contrato hasta el 2024. Del mismo modo han paralizado las obras del 5g.",221035
RM,1481,RM-1481,SPA-HU,7220,SPA-HU07220,Abierto,"Delgado Alejandro","2023-12-05 15:41:40",2023-09-19,,,,"criticidad muy alta < 3 meses",2021-03-30,,2,"Recibido burofax de TI comunicando el vencimiento con fecha 30/3/20",235341
RM,1412,RM-1412,SPA-CR,3034,SPA-CR03034,Cerrado,"Delgado Alejandro","2023-12-05 15:42:31",2019-01-09,,2019-10-02,,"criticidad media < 9 meses",2019-08-11,,,"Recibido burofax de la propiedad comunicando la finalizaciÃ³n del contrato con fecha 11/8/2019. EstÃ¡n dispuestos a renegociar si se mejoran las condiciones actuales.",55684
RM,1723,RM-1723,SPA-SX,701,SPA-SX00701,Cerrado,"Delgado Alejandro","2023-12-05 15:42:28",2019-01-18,,2019-06-12,,"criticidad baja > 9 meses",2020-05-24,,,"Recibido burofax de la propiedad comunicando el vcto del contrato con fecha 24/5/2020, asi como la posibilidad de negociar un nuevo contrato",56862
RM,10122,RM-10122,SPA-CO,7746,SPA-CO07746,Cerrado,"Alexandre GOMBA","2023-12-05 15:08:45",2023-05-02,,2023-05-02,,"criticidad alta < 6 meses",2024-02-13,,1,"Al hablar con el reclamante, nos indica que la reclamaciÃ³n es por un elemento de red, en concreto una antena, segÃºn Sedra el emplazamiento es el CO7746 y quieren que se mueva hacia la propiedad del 9 ya que invade espacio de la azotea del nÂº 11.",232630
RM,1867,RM-1867,SPA-BX,281,SPA-BX00281,Abierto,"Jose-Francisco Ibanez-Castilla","2023-12-05 15:23:17",2023-08-01,,,,"criticidad alta < 6 meses",2024-05-30,,1,"Se declara el site en riesgo por el cierre del Centro Comercial Llobregat Centre de CornellÃ .",234306
RM,232,RM-232,SPA-CA,4243,SPA-CA04243,Abierto,"Delgado Alejandro","2023-12-05 15:24:00",2022-06-17,,,,"criticidad baja > 9 meses",2027-11-01,,1,"W24 2022: Se incluye el punto en riesgo, la propiedad pensaba que el contrato finalizaba este aÃ±o pero no han preavisado con el tiempo suficiente y se habÃ­a autorenovado a 2027. Como no dejarÃ¡n realizar la conexiÃ³n a fibra para OSP se deberÃ¡ lanzar SF cuando se realice la licitaciÃ³n.",226224
RM,191,RM-191,SPA-BX,2095,SPA-BX02095,Abierto,"Delgado Alejandro","2023-12-05 15:28:47",2021-03-22,,,,"criticidad alta < 6 meses",2024-05-18,,3,"Recibido burofax de rescisiÃ³n con fecha de vencimiento 18/05/2024.",184533
RM,1857,RM-1857,SPA-MA,2814,SPA-MA02814,Abierto,"Jose-Francisco Ibanez-Castilla","2023-12-05 15:41:54",2023-08-03,,,,"criticidad baja > 9 meses",2024-11-18,,1,"OSP nos reclama la licencia del emplazamiento porque se lo ha requerido el Ayto. para hacer una canalizaciÃ³n de fibra y no puedo pasÃ¡rselo. Este site nunca se ha legalizado, la nave donde estÃ¡ ubicada no se encuentra legalizada porque se encuentra en zona inundable. Se ha intentado buscar soluciones con la propiedad y el Ayuntamiento pero el Ayto. no concede la licencia a la propiedad.",234369
RM,861,RM-861,SPA-SE,54,SPA-SE00054,Cerrado,"Delgado Alejandro","2023-12-05 15:27:31",2023-04-03,,2023-04-08,,"criticidad alta < 6 meses",2023-10-28,,,"Burofax recibido de rescisiÃ³n de contrato entregado en tiempo y forma. Propiedad asesorada por Civic.",232016
RM,1362,RM-1362,SPA-BX,1013,SPA-BX01013,Cerrado,"Delgado Alejandro","2023-12-05 15:43:29",2018-10-26,,2019-01-15,,"criticidad baja > 9 meses",2020-10-13,,,,48392
RM,1879,RM-1879,SPA-MA,2799,SPA-MA02799,Cerrado,"Jose-Francisco Ibanez-Castilla","2023-12-05 15:41:53",2023-07-26,,2023-10-25,,"criticidad alta < 6 meses",2024-02-17,,1,"Recibido burofax en tiempo y forma para no renovacion aujtomatica",234233
RM,681,RM-681,SPA-MX,701,SPA-MX00701,Abierto,"Delgado Alejandro","2023-12-05 15:27:44",2023-01-27,,,,"criticidad muy alta < 3 meses",2023-10-30,,2,"Se recibie burofax de rescision en timpo y fordma",230423
RM,1516,RM-1516,SPA-IB,438,SPA-IB00438,Cerrado,"Delgado Alejandro","2023-12-05 15:29:23",2020-06-03,,2023-02-17,,"criticidad alta < 6 meses",2022-01-01,,,"La propiedad enviÃ³ burofax con fecha de rescisiÃ³n 01/01/2022. Una de los propietarios no quiere renovar y el otro solicita un incremento del 100% de la renta actual",141464
RM,450,RM-450,SPA-HX,9653,SPA-HX09653,Abierto,"Delgado Alejandro","2023-12-05 15:40:50",2023-01-25,,,,"criticidad baja > 9 meses",2024-11-18,,2,"Este punto llevamos desde la creaciÃ³n de TOTEM trabajando en su desbloqueo, hace unas semanas tuvimos noticias sobre una solicitud de licencia que habÃ­amos presentaciÃ³n para su legalizaciÃ³n, y el Ayto. nos respondiÃ³ lo siguiente: âSe ha solicitado informe a los servicios de DiputaciÃ³n desde septiembre y aÃºn no han respondido, me interesarÃ© para ver cÃ³mo va el tema. Hasta que no se produzca la legalizaciÃ³n de la instalaciÃ³n no se pueden acometer ningÃºn tipo de trabajos en la misma.â
Lo dice bien claro, no podemos hacer ningÃºn trabajo sin la legalizaciÃ³n del punto.",230349
RM,7373,RM-7373,SPA-MX,7373,SPA-MX07373,Abierto,"Alexandre GOMBA","2023-12-05 15:41:31",2019-11-04,,,,"criticidad muy alta < 3 meses",2023-12-19,,2,"el contrato vence el 25/11/19, y ya hemos consumido las 4 prorrogas posibles, nos acaban de denegar mas prorrogas. Vamos a solicitar ocupaciÃ³n por concesiÃ³n.",100077
RM,151,RM-151,SPA-BX,327,SPA-BX00327,Abierto,"Delgado Alejandro","2023-12-12 18:23:10",2021-10-04,Si,,,"criticidad muy alta < 3 meses",2024-03-31,,1,"W40: Recibido burofax de rescisiÃ³n con fecha de vencimiento 01/10/2022, investigaremos el motivo de su desacuerdo.",214229
RM,364,RM-364,SPA-GC,210,SPA-GC00210,Abierto,"Delgado Alejandro","2023-12-12 18:22:53",2022-06-07,,,,"criticidad media < 9 meses",2024-09-01,,1,"W23 2022: Se incluye el punto en riesgo, hay que acometer unos trabajos de adecuaciÃ³n para atender solicitudes de clientes ya que se encuentra en muy mal estado, ademÃ¡s los costes econÃ³micos son muy altos. Hay que realizar los trabajos antes de 3 meses aunque el contrato venza en 06/2024.",226019
RM,1558,RM-1558,SPA-MA,2974,SPA-MA02974,Abierto,"Delgado Alejandro","2023-12-05 15:40:04",2019-09-18,,,,"criticidad muy alta < 3 meses",2023-02-18,,3,"Repliegues: Gestion de riesgos. Licencia Denegada",92869
RM,1235,RM-1235,SPA-OX,1842,SPA-OX01842,Cerrado,"Delgado Alejandro","2023-12-05 15:27:21",2023-05-27,,2023-09-25,,"criticidad muy alta < 3 meses",2023-06-30,,,"LA PROPIEDAD QUIERE HACER UNAS OBRAS Y NUESTRA ESTACION MOLESTA PARA LAS MISMAS. HAY QUE COORDINARSE CON ELLOS",233186
RM,68,RM-68,SPA-OX,70,SPA-OX00070,Cerrado,"Delgado Alejandro","2023-12-05 15:27:19",2023-03-07,,2023-07-09,,Apagado,2023-03-31,,,"Hay una perdida de servicio en una PTC y como hemos hablado hoy habrÃ­a que ver si se firma contrato con ellos para que nos dejen pasar. AllÃ­ hay una macro AST9034",231346
RM,132,RM-132,SPA-BX,321,SPA-BX00321,Cerrado,"Delgado Alejandro","2023-12-05 15:29:20",2020-03-25,,2021-10-06,,"Recuperado Parcial",2021-01-29,,,"Riesgo de precinto del emplazamiento y pÃ©rdida del servicio por deficiencias que no permiten obtener el ACI.",126986
RM,1287,RM-1287,SPA-AX,5423,SPA-AX05423,Cerrado,"Delgado Alejandro","2023-12-05 15:41:42",2019-08-14,,2020-04-21,,"criticidad baja > 9 meses",2035-04-19,,,"recibido burofax de la propiedad  comunicando el vencimiento el 19/4/2020",89031
RM,684,RM-684,SPA-MX,642,SPA-MX00642,Abierto,"Delgado Alejandro","2023-12-05 15:27:46",2023-04-03,,,,"criticidad muy alta < 3 meses",2023-10-05,,2,"La propiedad denuncia la vigencia del contrato que vence el 05/10/2023. No hay que replegarlo porque se desmonta en Jumping. Es un site no rentable. Aguantar hasta que se confirme el desmontaje.",232017
RM,1381,RM-1381,SPA-BX,3120,SPA-BX03120,Cerrado,"Delgado Alejandro","2023-12-05 15:43:27",2018-10-26,,2019-12-18,,"criticidad muy alta < 3 meses",2019-08-10,,,"SincrotrÃ³n expropiaciÃ³n. ConstrucciÃ³n en curso",48377
RM,10004,RM-10004,SPA-VX,1609,SPA-VX01609,Abierto,"Alexandre GOMBA","2023-12-12 18:23:07",2023-10-17,,,,"criticidad alta < 6 meses",2024-04-23,,1,"RECIBIDO BUROFAX EN TIEMPO Y FORMA",235804
RM,1182,RM-1182,SPA-CX,205,SPA-CX00205,Cerrado,"Delgado Alejandro","2023-12-05 15:40:29",2022-11-20,,2023-02-08,,"criticidad muy alta < 3 meses",2021-12-10,,,"Este punto es complicado, tenemos dos propiedades en este emplazamiento, actualmente perdemos dinero en el emplazamiento, el contrato esta finalizado desde dic del aÃ±o pasado ya que lo denuncio, hemos conseguido bajar sus pretensiones, pero como os digo sin el incremento perdemos ya dinero. Firmamos la renovaciÃ³n, pero habrÃ­a que buscar alternativaâ¦",229111
RM,1,RM-1,SPA-AB,5907,SPA-AB05907,Abierto,"Delgado Alejandro","2023-12-05 15:27:15",2022-03-10,,,,"criticidad baja > 9 meses",2027-02-02,,2,"W10: Se incluye el punto en rieso, es un site adquirido por Telecom Iberica.",223306
RM,656,RM-656,SPA-MU,625,SPA-MU00625,Cerrado,"Delgado Alejandro","2023-12-05 15:40:15",2021-03-31,,2023-01-08,,"criticidad baja > 9 meses",2025-09-30,,,"W13: Se crea el Job de Repliegue MU0625, por causa de LegalizaciÃ³n y Despliegue, a fin de poder abordar una obra de mimetizaciÃ³n para la que ya tenemos licencia, pero que si no abordamos nos caducarÃ¡",188054
RM,1021,RM-1021,SPA-TX,7716,SPA-TX07716,Abierto,"Delgado Alejandro","2023-12-12 18:23:19",2023-03-27,,,,"criticidad media < 9 meses",2024-09-17,,1,"Recibido burofax en tiempo y forma",231845
RM,1518,RM-1518,SPA-IB,481,SPA-IB00481,Cerrado,"Delgado Alejandro","2023-12-05 15:29:19",2020-03-11,,2021-05-03,,"criticidad muy alta < 3 meses",2020-03-31,,,"el emplazamiento estÃ¡ legalizado, lo que pasa que la propiedad invocan causa de resoluciÃ³n basada en normativa hÃ­drica,  pero no es un repliegue por legalizaciÃ³n sino por propiedad, que debe ceder el depÃ³sito de Agua al Ayuntamiento que a su vez nos aplica normativa improcedente.",124832
RM,10166,RM-10166,SPA-CX,2686,SPA-CX02686,Abierto,"Alexandre GOMBA","2023-12-12 18:19:17",2023-11-30,,,,"criticidad muy alta < 3 meses",2024-01-18,,1,"Demanda de desahucio presentada por la Comunidad de Montes. Es un juicio verbal y el plazo para contestar vence, salvo error, el 14 de diciembre. 
En virtud de la ley de montes comunales, el plazo mÃ¡ximo legal de arrendamiento lo es por 11 aÃ±os. A su tÃ©rmino se deberÃ­a de firmar nuevo contrato. 
Se alega nulidad de las prÃ³rrogas/plazos superiores a los 11 aÃ±os y se tiene por terminado el contrato.",236409
RM,1185,RM-1185,SPA-GC,33,SPA-GC00033,Abierto,"Delgado Alejandro","2023-12-05 15:27:50",2023-05-22,,,,"criticidad muy alta < 3 meses",2024-01-31,,1,"Tras visita a la propiedad el 21/06/23 nos enteramos que hay denunicias ante la policia municipal por ruidos y que se ha abierto procedimiento sancionador y ademas que hay un Contencioso Administrativo contra la estaciÃ³n. No tenemos constancia de ninguno pero preguntamos en interno",233071
RM,1640,RM-1640,SPA-OX,17,SPA-OX00017,Cerrado,"Delgado Alejandro","2023-12-05 15:41:16",2020-02-04,,2021-03-02,,"criticidad alta < 6 meses",2020-06-10,,,"Repliegues: Gestion de riesgos",117151
RM,10169,RM-10169,SPA-IB,1517,SPA-IB01517,Abierto,"Alexandre GOMBA","2023-12-12 18:19:22",2023-11-27,,,,"criticidad baja > 9 meses",2025-10-30,,1,"Hemos contactado con Andres (socio de la propiedad). Tienen asumido que van a rescindir el contrato a su vencimiento (30/10/2025), a primeros de aÃ±os enviarÃ¡n el burofax. El hotel tiene un solo acceso a la azotea y tienen que cruzar los pasillos junto a los huÃ©spedes, son muchos aÃ±os de entrada y salida por averÃ­as y mantenimiento, y tienen claro que no van a continuar.",236356
RM,180,RM-180,SPA-BX,2066,SPA-BX02066,Abierto,"Delgado Alejandro","2023-12-05 15:24:23",2022-04-01,,,,"criticidad muy alta < 3 meses",2023-12-25,,1,"W13 2022: Se incluye el punto en riesgo, para buscar alternativa. Como consecuencia de que con el precinto se puede cortar el suministro del grupo electrÃ³geno y perder el servicio hay que avisar a los inquilinos: TME+VDF (no estÃ¡ OSP).",224033
RM,1627,RM-1627,SPA-MX,4813,SPA-MX04813,Cerrado,"Delgado Alejandro","2023-12-05 15:42:40",2018-10-26,,2020-10-14,,"criticidad alta < 6 meses",2020-09-15,,,,48422
RM,1547,RM-1547,SPA-MA,2585,SPA-MA02585,Cerrado,"Delgado Alejandro","2023-12-05 15:43:11",2018-10-26,,2019-02-12,,"criticidad baja > 9 meses",2024-05-07,,,,48249
RM,270,RM-270,SPA-CO,7902,SPA-CO07902,Cerrado,"Delgado Alejandro","2023-12-05 15:29:06",2021-05-17,,2021-12-14,,"criticidad muy alta < 3 meses",2021-09-01,,,"W20: Se crea el riesgo por desmonte ADIF.",194550
RM,10011,RM-10011,SPA-IB,233,SPA-IB00233,Abierto,"Alexandre GOMBA","2023-12-12 18:23:16",2023-10-13,,,,"criticidad alta < 6 meses",2024-06-04,,1,"Recibido burofax en tiempo y forma",235765
RM,1035,RM-1035,SPA-VA,68,SPA-VA00068,Abierto,"Delgado Alejandro","2023-12-05 15:24:39",2022-03-28,,,,"criticidad muy alta < 3 meses",2022-12-01,,2,"W13: Recibido burofax de rescisiÃ³n por parte de IKEA con fecha de vencimiento 01/12/2022.",223785
RM,10079,RM-10079,SPA-CX,951,SPA-CX00951,Cerrado,"Alexandre GOMBA","2023-12-05 15:43:00",2018-10-26,,2019-07-02,,"criticidad baja > 9 meses",2019-10-30,,,,48203
RM,985,RM-985,SPA-TF,6501,SPA-TF06501,Abierto,"Delgado Alejandro","2023-12-05 15:24:15",2022-04-28,,,,Apagado,2024-11-15,,,"W17 2022: Recibido burofax de rescisiÃ³n con fecha de vencimiento 15/11/2024",224878
RM,522,RM-522,SPA-IB,477,SPA-IB00477,Abierto,"Delgado Alejandro","2023-12-12 18:23:12",2022-11-22,,,,"criticidad alta < 6 meses",2024-06-01,,2,"Repsol y On Tower han llegado a un acuerdo por el que On Tower adquiere los derechos de explotaciÃ³n de las gasolineras Repsol para instalaciones de Telecomunicaciones y adquiere los derechos asociados a nuestros contratos.",229156
RM,10151,RM-10151,SPA-MA,2764,SPA-MA02764,Abierto,"Alexandre GOMBA","2023-12-12 18:23:21",2023-11-14,,,,"criticidad alta < 6 meses",2024-05-19,,1,"Recibido burofax en tiempo y forma por la propiedad",236200
RM,4021,RM-4021,SPA-MX,4021,SPA-MX04021,Cerrado,"Alexandre GOMBA","2023-12-05 15:27:46",2023-04-20,,2023-06-03,,"criticidad baja > 9 meses",2025-06-24,,,"Habiendo confirmado Angel que tenemos ubicado el mÃ¡stil sobre la bancada de Vantage, hay que lanzar un Lote 2 SF (Tower) para replantear este emplazamiento y ver cÃ³mo podemos reubicar el mÃ¡stil o cÃ³mo se pueden modificar sus anclajes para no ocupar la infraestructura de Vantage. En caso de que esto no sea posible, tenemos 2 opciones:

1Âº.- Negociar con Vantage un pago por la ocupaciÃ³n de su infraestructura.
2Âº.- Replegarnos.",232443
RM,10078,RM-10078,SPA-MU,293,SPA-MU00293,Cerrado,"Alexandre GOMBA","2023-12-05 15:42:47",2018-10-26,,2020-05-25,,"criticidad muy alta < 3 meses",2019-06-03,,,,48317
RM,10085,RM-10085,SPA-BX,124,SPA-BX00124,Abierto,"Alexandre GOMBA","2023-12-05 15:09:11",2023-06-27,,,,"criticidad baja > 9 meses",2028-09-01,,1,"Problemas de depliiegue de TME. Contrato renovado hasta 2028",233772
RM,403,RM-403,SPA-GR,9930,SPA-GR09930,Cerrado,"Delgado Alejandro","2023-12-05 15:27:35",2022-02-21,,2022-07-19,,"criticidad alta < 6 meses",2022-12-30,,,"W08: Se incluye el punto en riesgo:  las exigencias econÃ³micas de la propiedad son desorbitadas.",222642
RM,11,RM-11,SPA-AB,5806,SPA-AB05806,Cerrado,"Delgado Alejandro","2023-12-05 15:40:28",2019-01-28,,2021-02-02,,"criticidad media < 9 meses",2020-12-31,,,"Propiedad no deja acceder",58890
RM,717,RM-717,SPA-MX,1040,SPA-MX01040,Abierto,"Delgado Alejandro","2023-12-05 15:24:16",2022-05-05,,,,"criticidad alta < 6 meses",2024-04-21,,2,"W18 2022: Se incluye el punto en riesgo, recibido burofax de cesiÃ³n de derechos de crÃ©dito a vencimiento 21/04/2024.",225134
RM,4409,RM-4409,SPA-CA,4409,SPA-CA04409,Abierto,"Alexandre GOMBA","2023-12-05 15:24:02",2022-06-15,,,,"criticidad muy alta < 3 meses",2020-12-31,,2,"W24 2022: Se incluye el punto de nuevo en riesgo, el contrato con el ayuntamiento expirÃ³ y el alcade rechaza cualquier tipo de renegociaciÃ³n y renovaciÃ³n. Tenemos un riesgo muy alto de pÃ©rdida de servicio. Es un punto muy crÃ­tico.",226167
RM,962,RM-962,SPA-SX,307,SPA-SX00307,Cerrado,"Delgado Alejandro","2023-12-05 15:28:40",2021-09-23,,2021-11-29,,"criticidad muy alta < 3 meses",2021-10-20,,,"W38: Se da de alta el riesgo por acometida: Se trata de un  HOTELES PUENTE VIEJO, S.L., la propiedad  nos comunica que quiere que nos desvinculemos del suministro, segÃºn su argumentos dado que la cesiÃ³n de energÃ­a en un fraude, no tiene intenciÃ³n de continuar con ello. SegÃºn estos  una vez que finalice el mes van a dar de baja el suministro temporalmente hasta que se vuelva a reabrir el hotel en primavera. Nos confirman que ya han  solicitado la baja y se ejecutarÃ¡ en octubre.",211640
RM,1864,RM-1864,SPA-VX,17,SPA-VX00017,Abierto,"Jose-Francisco Ibanez-Castilla","2023-12-05 15:23:18",2023-08-02,,,,"criticidad muy alta < 3 meses",2024-02-13,,1,"Nos escribe el presidente de la CCPP del VX0017 para indicarnos que el prÃ³ximo vencimiento serÃ¡ el 13/02/2024 y solicita renegociar las condiciones de la renovaciÃ³n.",234327
