"ID Riesgo - prefix","ID Riesgo - number","ID Riesgo","ID Site - prefix","ID Site - number","ID Site",Estado,Autor,"Ultimo cambio","Fecha de Creación",Priorizado,"Fecha Solución Riesgo","Motivo del Riesgo","Criticidad del Riesgo","Fecha Necesidad","Impacto del Punto","Gravedad del Riesgo",Descripcion,"ID Legacy"
RM,326,RM-326,SPA-BA,326,SPA-BA00326,Cerrado,"Alexandre GOMBA","2024-01-17 10:48:42",2022-12-27,,2023-03-29,Legalización,"criticidad alta < 6 meses",2023-09-30,1.0,,"W52 2022: Imponen sanción a Orange, archivan el expediente de restauración de la legalidad urbanística a nombre de Orange sin perjuicio de iniciarlo a nombre de TOTEM. Sólo cabe recurso de reposición/contencioso -administrativo.",229790
RM,1168,RM-1168,SPA-BX,976,SPA-BX00976,Cerrado,"Delgado Alejandro","2024-01-17 10:50:29",2018-11-21,,2019-04-23,Propiedad,"criticidad media < 9 meses",2019-06-28,,,"Recibido burofax de TI comunicando el vencimiento del contrato en fecha 28/6/2019",50962
RM,1004,RM-1004,SPA-TF,9009,SPA-TF09009,Cerrado,"Delgado Alejandro","2024-01-17 10:50:52",2018-10-26,,2023-07-26,Propiedad,"criticidad alta < 6 meses",2023-10-11,,,"Punto clave que se renueva por tácita reconducción año a año.",48211
RM,1469,RM-1469,SPA-GR,6469,SPA-GR06469,Cerrado,"Delgado Alejandro","2024-01-17 10:49:59",2019-11-28,,2020-01-20,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2020-03-19,,,"Modificación de infraestructura pedida por la propiedad.",104203
RM,10247,RM-10247,SPA-OX,1242,SPA-OX01242,Abierto,"Luis Miguel Martin","2024-01-20 11:42:30",2024-01-20,No,,Propiedad,"criticidad media < 9 meses",2024-09-24,,1,"Esta propiedad denuncia el contrato porque quiere renegociar las condiciones económicas pidiendo multiplicar por 4 las actuales. Inasumibles. Abrimos renego por si vemos posibilidad de acercamiento",
RM,867,RM-867,SPA-SE,31,SPA-SE00031,Cerrado,"Delgado Alejandro","2024-01-17 10:49:08",2022-03-10,,2023-07-12,Propiedad,"criticidad muy alta < 3 meses",2023-09-07,,,"W10 2022: Recibido burofax de rescisión con fecha de vencimiento 07/09/2023.",223308
RM,976,RM-976,SPA-BX,976,SPA-BX00976,Abierto,"Alexandre GOMBA","2024-01-17 10:48:04",2023-06-07,,,"Otro Operador","criticidad alta < 6 meses",2024-06-28,,2,"Reabrimos el riesgo porque han vuelto a comunicar la rescisión. Es un TI",233369
RM,10154,RM-10154,SPA-SE,2093,SPA-SE02093,Abierto,"Alexandre GOMBA","2024-01-17 10:47:33",2023-12-04,,,"Propiedad, Otro Operador","criticidad alta < 6 meses",2024-05-01,,1,"Nos llama la propiedad, hemos hablado con el e indica que tiene varias ofertas de otros Land Aggregator y quiere renegociar. No hay LDPD y se renueva cada año, siendo la próxima fecha de vencimiento el 01/05/2024.",236477
RM,1120,RM-1120,SPA-VX,607,SPA-VX00607,Cerrado,"Delgado Alejandro","2024-01-17 10:50:44",2018-10-26,,2019-07-02,Propiedad,"criticidad baja > 9 meses",2019-11-10,,,,48313
RM,119,RM-119,SPA-BX,35,SPA-BX00035,Cerrado,"Delgado Alejandro","2024-01-18 23:52:03",2018-11-14,,2019-01-21,Propiedad,"criticidad alta < 6 meses",2019-11-05,,,"se recibe burofax de ON TOWER denunciando fin de cto a Vto (05/11/2019). tenemos a TME y VDF dentro.
HAY QUE VERIFICAR CUALES SON LAS INTENCIONES DE ONTOWER REALMENTE",50395
RM,508,RM-508,SPA-JX,7895,SPA-JX07895,Cerrado,"Delgado Alejandro","2024-01-17 10:48:21",2023-03-24,,2023-09-14,Propiedad,"criticidad muy alta < 3 meses",2023-04-07,,,"La propieda envia burofax en tiempo y forna. Quiere renegociar",231823
RM,1669,RM-1669,SPA-PO,6356,SPA-PO06356,Cerrado,"Delgado Alejandro","2024-01-17 10:50:55",2018-10-26,,2019-02-12,Propiedad,"criticidad baja > 9 meses",2034-10-29,,,,48178
RM,1514,RM-1514,SPA-LE,681,SPA-LE00681,Abierto,"Delgado Alejandro","2024-01-17 10:49:42",2020-11-04,,,Legalización,"criticidad muy alta < 3 meses",2022-12-30,,2,"Se declara en riesgo al estar en contencioso contra la no legalización del emplazamiento. Tiene sentencia pero negociaos con el Ayuntamiento nueva ubicación. Sin riesgo de apagado",162814
RM,1524,RM-1524,SPA-IB,408,SPA-IB00408,Cerrado,"Delgado Alejandro","2024-01-17 10:50:31",2018-11-14,,2022-05-24,Propiedad,"criticidad baja > 9 meses",2021-06-01,,,"Recibido burofax comunicando el vcto. del contrato con fecha 16/01/2019. Es un tema de molestias por el acceso, acometida.",50402
RM,10253,RM-10253,SPA-SA,10,SPA-SA00010,Abierto,"Luis Miguel Martin","2024-01-30 16:05:40",2024-01-29,Si,,Propiedad,"criticidad baja > 9 meses",2024-12-30,,2,"Reclaman el abono del RS y además notificanq ue no quiere renovar. No abrimos renego",
RM,1295,RM-1295,SPA-AX,5443,SPA-AX05443,Cerrado,"Delgado Alejandro","2024-01-17 10:50:23",2019-01-18,,2019-02-11,Propiedad,"criticidad baja > 9 meses",2019-10-26,,,"Nos envían burofax para negociar la renovación. Quieren firmar pero con mejores condiciones",57196
RM,10198,RM-10198,SPA-CA,4639,SPA-CA04639,Abierto,"Alexandre GOMBA","2024-01-28 22:00:08",2023-12-25,,,Propiedad,"criticidad muy alta < 3 meses",2024-04-30,,1,"La propiedad ha rechazado los 10 años. Comenta que últimamente les llaman técnicos de Vodafone por lo que han comprobado que Vodafone también están en su propiedad. Indican que por contrato se les debería haber subido la renta un 15%. Además reclaman la subida del 20% por escisión además de alegar su descontento con el tema eléctrico. Han pasado de pagar 1.600 €uros al mes a pagar 50 € al mes una vez se ha puesto contador propio por parte de Totem sintiéndose engañados durante años.",236930
RM,10170,RM-10170,SPA-CA,4403,SPA-CA04403,Abierto,"Alexandre GOMBA","2024-01-28 22:16:27",2023-12-04,,,Propiedad,"criticidad alta < 6 meses",2024-07-03,,1,"Recibido burofax en tiempo y forma",236469
RM,1709,RM-1709,SPA-SS,5453,SPA-SS05453,Abierto,"Delgado Alejandro","2024-01-28 22:12:04",2023-06-23,Si,,Propiedad,"criticidad muy alta < 3 meses",2024-04-30,,3,"Recibido burorfax en tiempo y forma",233693
RM,10037,RM-10037,SPA-CS,54,SPA-CS00054,Abierto,"Alexandre GOMBA","2024-01-17 10:47:47",2023-09-24,,,"Propiedad, Otro Operador","criticidad media < 9 meses",2024-09-16,,2,"Recibido burofax en tieimpo y forma. Es un TI",235446
RM,1051,RM-1051,SPA-VA,2185,SPA-VA02185,Cerrado,"Delgado Alejandro","2024-01-17 10:50:15",2019-05-03,,2019-08-06,Propiedad,"criticidad alta < 6 meses",2019-11-05,,,"Recibida comunicación de la propiedad de vencimiento de contrato con fecha 5/11/19",74381
RM,1274,RM-1274,SPA-AL,8905,SPA-AL08905,Abierto,"Delgado Alejandro","2024-01-17 10:50:11",2019-06-14,,,Legalización,"criticidad muy alta < 3 meses",2023-10-21,,3,"Repliegues: Gestion de riesgos",81254
RM,759,RM-759,SPA-MX,3904,SPA-MX03904,Abierto,"Delgado Alejandro","2024-01-17 10:48:31",2023-01-23,,,"Intervención de la Propiedad","criticidad baja > 9 meses",2024-12-01,,2,"Hay que declarar el MX3904 en riesgo y ver si podemos tener una alternativa antes del 1-dic-24. Esta propiedad en la zona de Las Tablas en Madrid cobra 22k€/año. El site no es rentable porque cobramos 21k€ de OSP que es nuestro único inquilino. Por este motivo, aunque en principio On Tower/Cellnex no es beligerante, miremos de intentar replegarnos.",230286
RM,10102,RM-10102,SPA-BX,321,SPA-BX00321,Abierto,"Alexandre GOMBA","2024-01-18 23:51:45",2022-05-23,Si,,Propiedad,"criticidad muy alta < 3 meses",2023-10-09,,2,"W21 2022: Se incliuye el punto en riesgo por molestias en la finca por parte de los propietarios. Nos confirman que quieren rescindir a fecha de vencimiento 09/10/2023 . Se lanza SF",225686
RM,3082,RM-3082,SPA-MA,3082,SPA-MA03082,Cerrado,"Alexandre GOMBA","2024-01-17 10:49:41",2023-01-07,,2023-03-14,Propiedad,Apagado,2023-06-28,,,"SOL MELIA comunica que a fecha de 1 de Octubre de 2022 este site tiene que estar desmontado.",229929
RM,10241,RM-10241,SPA-CO,7415,SPA-CO07415,Abierto,"Alexandre GOMBA","2024-01-18 23:51:24",2024-01-02,,,Legalización,"criticidad media < 9 meses",2024-09-03,,1,"Reabrimos el riesgo. Ha llegado una denuncia de la Junta de Andalucía al site CO7415 (está en el Conjunto Histórico de Córdoba, además tiene delante un edificio BIC), requieren la documentación oportuna y que justifiquemos la instalación. 
FECHA DE RECEPCIÓN: 12/12/2023
DESGLOSO DE LA SITUACION: 

Consideramos que es necesario tener licencia de obra + Aut. de Patrimonio de la Consejería de Cultura, pero solo tenemos presentada Declaraciones de Actividad y Obra (2015). Estudiado el punto, no cumple con ordenanza municipal por no cumplir cono de 45º y retranqueo a fachada. 
Lo abrimos como riesgo medio (menos de 9 meses) Por contrtato tenemos hasta el 2029",237066
RM,517,RM-517,SPA-LE,107,SPA-LE00107,Abierto,"Delgado Alejandro","2024-01-17 10:48:45",2022-11-25,,,"Otro Operador","criticidad baja > 9 meses",2025-04-07,,2,"Hay que declarar en riesgo este emplazamiento donde TI ha adquirido los derechos de crédito y prever su repliegue a su vencimiento en 2025 (fin contrato: 07/04/2025).",229202
RM,1582,RM-1582,SPA-MX,78,SPA-MX00078,Cerrado,"Delgado Alejandro","2024-01-17 10:50:33",2018-10-26,,2019-03-26,Propiedad,"criticidad baja > 9 meses",2023-11-20,,,,48459
RM,1354,RM-1354,SPA-BX,1585,SPA-BX01585,Cerrado,"Delgado Alejandro","2024-01-17 10:50:24",2019-01-14,,2019-02-27,Propiedad,"criticidad baja > 9 meses",2029-01-02,,,"Recibido burofax de la propiedad comunicando la rescisión del punto con fecha 15/06/2019, aunque realmente vence en 2020. En principio quieren negociar condiciones",55923
RM,1411,RM-1411,SPA-CR,3013,SPA-CR03013,Cerrado,"Delgado Alejandro","2024-01-17 10:50:24",2019-01-16,,2019-02-12,Propiedad,"criticidad baja > 9 meses",2024-01-07,,,"Recibida comunicación de la propiedad para comunicar la rescisión del contrato con fecha 12/7/19, y las nuevas condiciones para renovar",56458
RM,1550,RM-1550,SPA-MA,3082,SPA-MA03082,Cerrado,"Delgado Alejandro","2024-01-17 10:49:55",2020-01-30,,2022-10-23,Propiedad,"criticidad muy alta < 3 meses",2022-10-01,,,"SOL MELIA comunica que a fecha de 1 de Octubre de 2022 este site tiene que estar desmontado.",115905
RM,572,RM-572,SPA-MA,2514,SPA-MA02514,Cerrado,"Delgado Alejandro","2024-01-17 10:49:19",2022-01-18,,2023-07-26,Propiedad,"criticidad media < 9 meses",2024-03-12,,1,"W03: Recibido burofax de rescisión con fecha de vencimiento 12/03/2024, la propiedad no acepta nuestra propuesta. Solicita el triple de lo que le hemos ofrecido, es decir, 267.960€.",221833
RM,1504,RM-1504,SPA-IB,141,SPA-IB00141,Cerrado,"Delgado Alejandro","2024-01-17 10:50:42",2018-10-26,,2021-06-01,Propiedad,"criticidad baja > 9 meses",2026-12-31,,,,48333
RM,10200,RM-10200,SPA-TO,223,SPA-TO00223,Abierto,"Alexandre GOMBA","2024-01-17 10:47:27",2023-12-24,,,Propiedad,"criticidad media < 9 meses",2024-09-17,,1,"Habra que hacer unja novación del contrato del site TO0223 porque vence en septiembre y quieren lanzar licitación publica",236928
RM,10064,RM-10064,SPA-SE,1115,SPA-SE01115,Cerrado,"Alexandre GOMBA","2024-01-17 10:48:02",2023-06-18,,2023-08-07,Propiedad,"criticidad media < 9 meses",2024-01-21,,1,"Reciibido burofax en tempo y forma",233572
RM,99,RM-99,SPA-BX,257,SPA-BX00257,Abierto,"Delgado Alejandro","2024-01-17 10:49:04",2022-04-28,,,Propiedad,Apagado,2023-06-29,,,"W17 2022: Recibido burofax de rescisión con fecha de vencimiento 06/06/2023",224877
RM,4033,RM-4033,SPA-PO,4033,SPA-PO04033,Abierto,"Alexandre GOMBA","2024-01-17 10:49:44",2020-10-02,,,Legalización,"criticidad muy alta < 3 meses",2024-01-31,,1,"El Ayto ha comprobado que seguimos instalados, y que además hemos metido a todos en nuestra casa, y nos instan a ejecutar la sentencia del 2006 que nos obligaba a desmontar o lo harán ellos.",158154
RM,297,RM-297,SPA-CR,4225,SPA-CR04225,Cerrado,"Delgado Alejandro","2024-01-17 10:49:33",2021-05-17,,2021-05-18,"Otro Operador","criticidad muy alta < 3 meses",2021-09-01,,,"Se crea el riesgo por desmontaje de ADIF.",194533
RM,12,RM-12,SPA-AV,8707,SPA-AV08707,Abierto,"Delgado Alejandro","2024-01-17 10:49:42",2020-10-28,,,Propiedad,"criticidad baja > 9 meses",2025-09-26,,1,"Recibido burofax de rescisión con fecha de vencimiento 26/09/2025",161064
RM,363,RM-363,SPA-GC,123,SPA-GC00123,Cerrado,"Delgado Alejandro","2024-01-17 10:48:58",2022-07-07,,2022-07-08,Propiedad,"criticidad media < 9 meses",2022-11-30,,,"Se incluye punto en riesgo, Esperando orden de desmontaje por parte del Ayto",226568
RM,278,RM-278,SPA-CA,4818,SPA-CA04818,Cerrado,"Delgado Alejandro","2024-01-17 10:48:31",2023-01-20,,2023-08-01,Propiedad,"criticidad alta < 6 meses",2023-12-31,,2,"El tema es que dicho propietario ni se opone al acceso como tal, ni a la instalación o modificación de equipos, es decir, que por él si dejaría el paso. Sin embargo, el solicitante me indica que mandó un burofax en Diciembre/2022 al estar terminándose el contrato, ya que quiere negociar una subida de cuota.",230230
RM,601,RM-601,SPA-MA,2902,SPA-MA02902,Abierto,"Delgado Alejandro","2024-01-18 23:51:50",2022-01-10,,,Propiedad,"criticidad muy alta < 3 meses",2023-10-01,,1,"W02: Se incluye el punto en riesgo, Desde Servicio Jurídico nos informan que se ha interpuesto un recurso contra una Resolución del Ayto. de Frigiliana donde solicitan que retiremos la torre porque  consideran que se ha concedido el derecho de superficie prescindiendo del procedimiento legalmente establecido o de las normas que contienen las reglas esenciales para la formación de la voluntad de los órganos colegiados, y careciendo de los requisitos esenciales para su adquisición. 
Tenemos que esperar a tener noticias del fallo de contencioso.",221629
RM,10054,RM-10054,SPA-TX,7706,SPA-TX07706,Abierto,"Alexandre GOMBA","2024-01-18 23:51:29",2023-09-08,Si,,"Propiedad, Despliegue","criticidad baja > 9 meses",2024-11-25,,2,"Estamos intentando ampliar a VDF y nos traslada la propiedad que dado que vence dentro algo más de un año y que no le interesa el prepayment, abrimos una renego ordinaria",235223
RM,10164,RM-10164,SPA-MU,14,SPA-MU00014,Abierto,"Alexandre GOMBA","2024-01-28 22:23:05",2023-12-10,Si,,Propiedad,"criticidad alta < 6 meses",2024-07-25,,2,"Es una ubicación compleja donde el 50% de la finca pertenece a Dª Angeles González Zapata y D. Pedro Sánchez Bastida en concepto de gananciales y el otro 50% a D. Salvador Alejo Montejano con carácter privativo. Después constan 2 cambios de titularidad firmados por Dª Angeles Glez Zapata: uno a favor de D. Salvador Alejo y otro a favor de los hijos de la mujer.El matrimonio y los hijos son los que firman el burofax; no lo firma D. Salvador Alejo.
Se va a gestionar con Legal",236581
RM,758,RM-758,SPA-MX,6159,SPA-MX06159,Abierto,"Delgado Alejandro","2024-01-17 10:48:36",2023-01-08,,,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2023-02-22,,2,"En el ECI de Serrano están reformando el Club del Gourmet y estas obras afectan a la vertical por donde debe pasar parte de nuestra canalización",229936
RM,764,RM-764,SPA-MX,6350,SPA-MX06350,Abierto,"Delgado Alejandro","2024-01-18 23:51:52",2021-08-30,,,"Otro Operador","criticidad muy alta < 3 meses",2022-01-01,,2,"W35: Se incluye el punto en riesgo. Desde ADIF nos informan de obras en el túnel de Getafe en el que tenemos armarios de equipos que necesitan mover (contrato de cercanía de ADIF Madrid).
Necesitan un contacto URGENTE para el replanteo.",209301
RM,442,RM-442,SPA-HX,9937,SPA-HX09937,Abierto,"Delgado Alejandro","2024-01-18 23:51:35",2023-03-31,Si,,"Propiedad, Despliegue","criticidad baja > 9 meses",2025-04-06,,2,"La propiedad lleva bloqueando el despliegue de OSP desde 2020. Aunque el contrato vence el 06/04/2025 lanzamos SF para buscar una alternativa donde OSP pueda instalar todo lo que necesita.",231991
RM,186,RM-186,SPA-BX,1440,SPA-BX01440,Cerrado,"Delgado Alejandro","2024-01-18 23:51:41",2022-12-20,,2023-01-28,Propiedad,"criticidad alta < 6 meses",2023-05-20,,,"W51: IPara continuar con la instalación de TOTEM, la propiedad reclama renegociar las condiciones económicas del contrato.
El contrato se vence el 20/05/2023.",229661
RM,1289,RM-1289,SPA-AX,5817,SPA-AX05817,Abierto,"Delgado Alejandro","2024-01-17 10:50:11",2019-06-12,,,Legalización,"criticidad muy alta < 3 meses",2023-12-01,,3,"Repliegues: Gestion de riesgos",81032
RM,1452,RM-1452,SPA-GC,188,SPA-GC00188,Cerrado,"Delgado Alejandro","2024-01-17 10:50:16",2019-04-22,,2023-03-24,Propiedad,"criticidad media < 9 meses",2023-07-01,,,"El Consorcio de Abastecimiento de Aguas de Fuerteventura, nos ha confirmado por teléfono que no van a seguir con el contrato que tenemos con ellos, nos enviaran escrito.",73145
RM,10257,RM-10257,SPA-CA,4309,SPA-CA04309,Abierto,"Oscar Fernandez","2024-02-07 10:55:04",2024-02-07,No,,Propiedad,"criticidad alta < 6 meses",2024-08-07,,1,"Recibido burofax de rescisión en tiempo y forma",
RM,10211,RM-10211,SPA-GI,8838,SPA-GI08838,Abierto,"Alexandre GOMBA","2024-01-17 10:47:28",2023-12-22,,,"Propiedad, Intervención de la Propiedad","criticidad muy alta < 3 meses",2024-03-02,,1,"El problema radica en que pretender percibir el importe de las reparaciones a los 60 días de la firma, así como una factura única como pago retroactivo del incremento de renta por la escisión desde noviembre del 2021. Propiedad conflictiva",236882
RM,1847,RM-1847,SPA-TO,2120,SPA-TO02120,Abierto,"Jose-Francisco Ibanez-Castilla","2024-01-17 10:47:52",2023-08-14,,,"Propiedad, Otro Operador","criticidad baja > 9 meses",2026-07-16,,2,"Se incluye el punto en riesgo,  cesión ON TOWER",234866
RM,1856,RM-1856,SPA-MX,1399,SPA-MX01399,Abierto,"Jose-Francisco Ibanez-Castilla","2024-01-28 22:09:21",2023-08-04,,,"Intervención de la Propiedad, Despliegue","criticidad muy alta < 3 meses",2024-04-29,,2,"La propiedad bloquea la ampliación del despliegue de OSP y la instalación de VDF alegando que el edificio se encuentra en mal estado.",234375
RM,301,RM-301,SPA-MX,301,SPA-MX00301,Cerrado,"Alexandre GOMBA","2024-01-17 10:49:06",2022-03-29,,2023-01-31,Propiedad,Apagado,2022-12-31,,,"W13 2022: recibido burofax de rescisión por parte de la propiedad con vencimiento 31/03/2022",223819
RM,1719,RM-1719,SPA-SX,7902,SPA-SX07902,Cerrado,"Delgado Alejandro","2024-01-17 10:50:09",2019-07-09,,2020-01-13,Propiedad,"criticidad baja > 9 meses",2029-09-28,,,"Recibido burofax comunicando vcto con fecha 20/1/20",83794
RM,682,RM-682,SPA-MX,621,SPA-MX00621,Abierto,"Delgado Alejandro","2024-01-18 23:51:37",2023-03-09,Si,,Propiedad,"criticidad muy alta < 3 meses",2023-10-26,,2,"Adelantamos que van a enviar burofax de rescisión, hablamos con el administrador, está preparando el burofax y dice que los vecinos lo tienen muy claro y que están cansados",231409
