"ID de la condición del beneficiario - prefix","ID de la condición del beneficiario - number","ID de la condición del beneficiario","Id Partes Relacionadas - prefix","Id Partes Relacionadas - number","Id Partes Relacionadas","Id Arrendamiento - prefix","Id Arrendamiento - number","Id Arrendamiento",Estado,Autor,"Ultimo cambio","Fecha de Creación","Fecha de Baja",Exención/Retención,"Renta Anual del Beneficiario",Autofacturación
Cond,30733,Cond-30733,RP,5717,RP-05717,L,17149,L-17149,Activo,"Alexandre GOMBA","2023-11-16 16:12:08",2023-11-16,,No,,Si
Cond,24436,Cond-24436,,,-,L,1448,L-01448,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:43:32",2023-06-16,,No,7093.2,Si
Cond,13443,Cond-13443,RP,1039,RP-01039,L,1364,L-01364,Activo,"Delgado Alejandro","2023-10-20 17:04:08",2023-05-03,,Si,,Si
Cond,27174,Cond-27174,RP,1120,RP-01120,L,18205,L-18205,Activo,"Alexandre GOMBA","2023-10-20 16:17:36",2023-10-20,,No,,Si
Cond,16643,Cond-16643,RP,3193,RP-03193,L,4461,L-04461,Activo,"Delgado Alejandro","2023-10-20 17:09:43",2023-05-03,,Si,,Si
Cond,28504,Cond-28504,RP,21045,RP-21045,L,6790,L-06790,Activo,"Alexandre GOMBA","2023-10-20 16:41:20",2023-10-20,,No,,Si
Cond,31628,Cond-31628,RP,23834,RP-23834,L,15068,L-15068,Activo,"Alexandre GOMBA","2024-01-10 22:24:46",2024-01-10,,Si,,No
Cond,21411,Cond-21411,RP,6695,RP-06695,L,8990,L-08990,Activo,"Delgado Alejandro","2023-10-20 17:18:32",2023-05-03,,Si,,No
Cond,28459,Cond-28459,RP,19868,RP-19868,L,15474,L-15474,Activo,"Alexandre GOMBA","2023-10-20 16:40:33",2023-10-20,,No,,Si
Cond,28442,Cond-28442,RP,4694,RP-04694,L,18870,L-18870,Activo,"Alexandre GOMBA","2023-10-20 16:40:16",2023-10-20,,No,,Si
Cond,20455,Cond-20455,RP,5976,RP-05976,L,8095,L-08095,Activo,"Delgado Alejandro","2023-10-20 17:16:40",2023-05-03,,Si,,Si
Cond,29235,Cond-29235,RP,7443,RP-07443,L,18527,L-18527,Activo,"Alexandre GOMBA","2023-10-20 16:54:19",2023-10-20,,Si,,Si
Cond,13710,Cond-13710,RP,1238,RP-01238,L,1629,L-01629,Activo,"Delgado Alejandro","2023-10-20 17:04:39",2023-05-03,,No,,Si
Cond,22855,Cond-22855,RP,7677,RP-07677,L,10393,L-10393,Activo,"Delgado Alejandro","2023-10-20 17:21:16",2023-05-03,,Si,,No
Cond,26824,Cond-26824,RP,142,RP-00142,L,13075,L-13075,Activo,"Alexandre GOMBA","2023-10-20 16:11:10",2023-10-20,,Si,,Si
Cond,28272,Cond-28272,RP,21011,RP-21011,L,11766,L-11766,Activo,"Alexandre GOMBA","2023-10-20 16:37:14",2023-10-20,,No,,Si
Cond,26127,Cond-26127,,,-,L,9789,L-09789,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:47:25",2023-06-16,,Si,2500.0,Si
Cond,26176,Cond-26176,,,-,L,10035,L-10035,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:47:32",2023-06-16,,No,3000.0,Si
Cond,30353,Cond-30353,RP,20719,RP-20719,L,5778,L-05778,Activo,"Alexandre GOMBA","2023-11-16 16:03:38",2023-11-16,,No,,Si
Cond,23964,Cond-23964,RP,8445,RP-08445,L,11486,L-11486,Activo,"Delgado Alejandro","2023-10-20 17:23:07",2023-05-03,,Si,,Si
Cond,14063,Cond-14063,RP,1469,RP-01469,L,1996,L-01996,Activo,"Delgado Alejandro","2023-10-20 17:05:16",2023-05-03,,No,,Si
Cond,21304,Cond-21304,RP,6608,RP-06608,L,8897,L-08897,Activo,"Delgado Alejandro","2023-10-20 17:18:18",2023-05-03,,Si,,Si
Cond,22544,Cond-22544,RP,7443,RP-07443,L,10083,L-10083,Activo,"Delgado Alejandro","2023-10-20 17:20:36",2023-05-03,,Si,,Si
Cond,18716,Cond-18716,RP,4746,RP-04746,L,6408,L-06408,Activo,"Delgado Alejandro","2023-10-20 17:13:26",2023-05-03,,No,,Si
Cond,13387,Cond-13387,RP,1000,RP-01000,L,1311,L-01311,Activo,"Delgado Alejandro","2023-10-20 17:04:01",2023-05-03,,No,,Si
Cond,24705,Cond-24705,,,-,L,2906,L-02906,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:44:09",2023-06-16,,No,15300.0,Si
Cond,32094,Cond-32094,RP,23811,RP-23811,L,19611,L-19611,Activo,"Alexandre GOMBA","2024-01-18 23:17:49",2024-01-18,,No,,
Cond,29356,Cond-29356,RP,7845,RP-07845,L,17735,L-17735,Activo,"Alexandre GOMBA","2023-10-20 16:56:26",2023-10-20,,Si,,Si
Cond,27983,Cond-27983,RP,3283,RP-03283,L,18584,L-18584,Activo,"Alexandre GOMBA","2023-10-20 16:32:01",2023-10-20,,No,,Si
Cond,29640,Cond-29640,RP,307,RP-00307,L,537,L-00537,Activo,"Alexandre GOMBA","2023-11-16 15:47:04",2023-11-16,,No,,No
Cond,28635,Cond-28635,RP,21069,RP-21069,L,7468,L-07468,Activo,"Alexandre GOMBA","2023-10-20 16:43:41",2023-10-20,,Si,,Si
Cond,23185,Cond-23185,RP,7919,RP-07919,L,10746,L-10746,Activo,"Delgado Alejandro","2023-10-20 17:21:49",2023-05-03,,Si,,No
Cond,23938,Cond-23938,RP,8425,RP-08425,L,11464,L-11464,Activo,"Delgado Alejandro","2023-10-20 17:23:03",2023-05-03,,No,,Si
Cond,22891,Cond-22891,RP,7710,RP-07710,L,10423,L-10423,Activo,"Delgado Alejandro","2023-10-20 17:21:21",2023-05-03,,Si,,No
Cond,25048,Cond-25048,,,-,L,4492,L-04492,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:44:57",2023-06-16,,Si,5474.36,Si
Cond,20817,Cond-20817,RP,6264,RP-06264,L,8443,L-08443,Activo,"Delgado Alejandro","2023-10-20 17:17:25",2023-05-03,,No,,Si
Cond,20170,Cond-20170,RP,5737,RP-05737,L,7823,L-07823,Activo,"Delgado Alejandro","2023-10-20 17:16:06",2023-05-03,,Si,,Si
Cond,29193,Cond-29193,RP,7252,RP-07252,L,18197,L-18197,Activo,"Alexandre GOMBA","2023-10-20 16:53:36",2023-10-20,,No,,Si
Cond,23030,Cond-23030,RP,7807,RP-07807,L,10565,L-10565,Activo,"Delgado Alejandro","2023-10-20 17:21:34",2023-05-03,,Si,,Si
Cond,13491,Cond-13491,RP,1070,RP-01070,L,1410,L-01410,Activo,"Delgado Alejandro","2023-10-20 17:04:13",2023-05-03,,No,,Si
Cond,17210,Cond-17210,RP,3642,RP-03642,L,5008,L-05008,Activo,"Delgado Alejandro","2023-10-20 17:10:54",2023-05-03,,No,,Si
Cond,31091,Cond-31091,RP,8030,RP-08030,L,10914,L-10914,Activo,"Alexandre GOMBA","2023-11-16 16:20:43",2023-11-16,,Si,,Si
Cond,31993,Cond-31993,RP,20718,RP-20718,L,11616,L-11616,Activo,"Alexandre GOMBA","2024-01-10 22:31:12",2024-01-10,,No,,No
Cond,24341,Cond-24341,,,-,L,945,L-00945,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:43:19",2023-06-16,,Si,3664.07,Si
Cond,21052,Cond-21052,RP,6427,RP-06427,L,8667,L-08667,Activo,"Delgado Alejandro","2023-10-20 17:17:50",2023-05-03,,No,,Si
Cond,15531,Cond-15531,RP,2475,RP-02475,L,3406,L-03406,Activo,"Delgado Alejandro","2023-10-20 17:07:51",2023-05-03,,Si,,Si
Cond,21382,Cond-21382,RP,6670,RP-06670,L,8964,L-08964,Activo,"Delgado Alejandro","2023-10-20 17:18:29",2023-05-03,,Si,,No
Cond,24603,Cond-24603,,,-,L,2427,L-02427,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:43:55",2023-06-16,,No,2500.0,No
Cond,14871,Cond-14871,RP,2002,RP-02002,L,2792,L-02792,Activo,"Delgado Alejandro","2023-10-20 17:06:38",2023-05-03,,No,,No
Cond,13684,Cond-13684,RP,1219,RP-01219,L,1607,L-01607,Activo,"Delgado Alejandro","2023-10-20 17:04:36",2023-05-03,,No,,Si
Cond,27980,Cond-27980,RP,17953,RP-17953,L,14883,L-14883,Activo,"Alexandre GOMBA","2023-10-20 16:31:58",2023-10-20,,No,,Si
Cond,15883,Cond-15883,RP,2713,RP-02713,L,3732,L-03732,Activo,"Delgado Alejandro","2023-10-20 17:08:31",2023-05-03,,Si,,Si
Cond,31771,Cond-31771,RP,5777,RP-05777,L,13841,L-13841,Activo,"Alexandre GOMBA","2024-01-10 22:27:15",2024-01-10,,Si,,No
Cond,20699,Cond-20699,RP,6169,RP-06169,L,8312,L-08312,Activo,"Delgado Alejandro","2023-10-20 17:17:11",2023-05-03,,No,,No
Cond,27271,Cond-27271,RP,20821,RP-20821,L,2063,L-02063,Activo,"Alexandre GOMBA","2023-10-20 16:19:25",2023-10-20,,No,,Si
Cond,30150,Cond-30150,RP,20719,RP-20719,L,4230,L-04230,Activo,"Alexandre GOMBA","2023-11-16 15:58:49",2023-11-16,,No,,Si
Cond,22919,Cond-22919,RP,7731,RP-07731,L,10448,L-10448,Activo,"Delgado Alejandro","2023-10-20 17:21:24",2023-05-03,,Si,,No
Cond,14339,Cond-14339,RP,1638,RP-01638,L,2284,L-02284,Activo,"Delgado Alejandro","2023-10-20 17:05:41",2023-05-03,,Si,,No
Cond,21496,Cond-21496,RP,6759,RP-06759,L,9092,L-09092,Activo,"Delgado Alejandro","2023-10-20 17:18:41",2023-05-03,,Si,,Si
Cond,19768,Cond-19768,RP,5400,RP-05400,L,7464,L-07464,Activo,"Delgado Alejandro","2023-10-20 17:15:15",2023-05-03,,Si,,Si
Cond,25904,Cond-25904,,,-,L,8548,L-08548,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:46:55",2023-06-16,,No,6000.0,Si
Cond,30278,Cond-30278,RP,20721,RP-20721,L,5238,L-05238,Activo,"Alexandre GOMBA","2023-11-16 16:01:57",2023-11-16,,No,,No
Cond,26297,Cond-26297,,,-,L,10821,L-10821,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:47:49",2023-06-16,,Si,7212.15,Si
Cond,12308,Cond-12308,RP,203,RP-00203,L,237,L-00237,Activo,"Delgado Alejandro","2023-10-20 17:02:07",2023-05-03,,Si,,No
Cond,21865,Cond-21865,RP,7043,RP-07043,L,9438,L-09438,Activo,"Delgado Alejandro","2023-10-20 17:19:27",2023-05-03,,Si,,Si
Cond,22980,Cond-22980,RP,7767,RP-07767,L,10507,L-10507,Activo,"Delgado Alejandro","2023-10-20 17:21:29",2023-05-03,,Si,,Si
Cond,14116,Cond-14116,RP,1512,RP-01512,L,2050,L-02050,Activo,"Delgado Alejandro","2023-10-20 17:05:22",2023-05-03,,Si,,Si
Cond,12159,Cond-12159,RP,80,RP-00080,L,109,L-00109,Activo,"Delgado Alejandro","2023-10-20 17:01:44",2023-05-03,,Si,,Si
Cond,14996,Cond-14996,RP,2079,RP-02079,L,2912,L-02912,Activo,"Delgado Alejandro","2023-10-20 17:06:52",2023-05-03,,Si,,Si
Cond,19115,Cond-19115,RP,5004,RP-05004,L,6807,L-06807,Activo,"Delgado Alejandro","2023-10-20 17:14:14",2023-05-03,,No,,Si
Cond,18850,Cond-18850,RP,4833,RP-04833,L,6543,L-06543,Activo,"Delgado Alejandro","2023-10-20 17:13:42",2023-05-03,,Si,,Si
Cond,27119,Cond-27119,RP,862,RP-00862,L,16997,L-16997,Activo,"Alexandre GOMBA","2023-10-20 16:16:31",2023-10-20,,Si,,No
Cond,12638,Cond-12638,RP,457,RP-00457,L,557,L-00557,Activo,"Delgado Alejandro","2023-10-20 17:02:48",2023-05-03,,No,,No
Cond,19638,Cond-19638,RP,5329,RP-05329,L,7325,L-07325,Activo,"Delgado Alejandro","2023-10-20 17:15:05",2023-05-03,,No,,Si
Cond,28537,Cond-28537,RP,5110,RP-05110,L,18072,L-18072,Activo,"Alexandre GOMBA","2023-10-20 16:41:55",2023-10-20,,No,,Si
Cond,31259,Cond-31259,RP,23767,RP-23767,L,19571,L-19571,Activo,"Alexandre GOMBA","2024-01-10 22:31:39",2023-12-12,,Si,,
Cond,21470,Cond-21470,RP,6740,RP-06740,L,9058,L-09058,Activo,"Delgado Alejandro","2023-10-20 17:18:37",2023-05-03,,No,,Si
Cond,20310,Cond-20310,RP,5858,RP-05858,L,7958,L-07958,Activo,"Delgado Alejandro","2023-10-20 17:16:23",2023-05-03,,No,,Si
Cond,29042,Cond-29042,RP,6841,RP-06841,L,18631,L-18631,Activo,"Alexandre GOMBA","2023-10-20 16:50:56",2023-10-20,,No,,Si
Cond,25467,Cond-25467,,,-,L,6250,L-06250,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:45:54",2023-06-16,,Si,5575.0,Si
Cond,24849,Cond-24849,,,-,L,3572,L-03572,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:44:29",2023-06-16,,No,6000.0,Si
Cond,24315,Cond-24315,,,-,L,757,L-00757,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:43:15",2023-06-16,,No,10920.8,Si
Cond,31122,Cond-31122,RP,8186,RP-08186,L,17227,L-17227,Activo,"Alexandre GOMBA","2023-11-16 16:21:28",2023-11-16,,No,,Si
Cond,31424,Cond-31424,RP,1215,RP-01215,L,1874,L-01874,Activo,"Alexandre GOMBA","2024-01-10 22:21:10",2024-01-10,,No,,Si
Cond,18277,Cond-18277,RP,4448,RP-04448,L,5998,L-05998,Activo,"Delgado Alejandro","2023-10-20 17:12:53",2023-05-03,,No,,Si
Cond,20467,Cond-20467,RP,5985,RP-05985,L,8107,L-08107,Activo,"Delgado Alejandro","2023-10-20 17:16:41",2023-05-03,,No,,No
Cond,22189,Cond-22189,RP,7232,RP-07232,L,9763,L-09763,Activo,"Delgado Alejandro","2023-10-20 17:20:00",2023-05-03,,Si,,Si
Cond,16345,Cond-16345,RP,2970,RP-02970,L,4194,L-04194,Activo,"Delgado Alejandro","2023-10-20 17:09:14",2023-05-03,,No,,Si
Cond,17962,Cond-17962,RP,4228,RP-04228,L,5695,L-05695,Activo,"Delgado Alejandro","2023-10-20 17:12:19",2023-05-03,,No,,Si
Cond,25659,Cond-25659,,,-,L,7314,L-07314,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:46:21",2023-06-16,,No,3000.0,Si
Cond,28645,Cond-28645,RP,21072,RP-21072,L,11727,L-11727,Activo,"Alexandre GOMBA","2023-10-20 16:43:51",2023-10-20,,Si,,Si
Cond,28380,Cond-28380,RP,21035,RP-21035,L,18189,L-18189,Activo,"Alexandre GOMBA","2023-10-20 16:39:10",2023-10-20,,Si,,Si
Cond,23962,Cond-23962,RP,8444,RP-08444,L,11484,L-11484,Activo,"Delgado Alejandro","2023-10-20 17:23:06",2023-05-03,,Si,,Si
Cond,15454,Cond-15454,RP,2410,RP-02410,L,3344,L-03344,Activo,"Delgado Alejandro","2023-10-20 17:07:40",2023-05-03,,No,,No
Cond,17017,Cond-17017,RP,3491,RP-03491,L,4820,L-04820,Activo,"Delgado Alejandro","2023-10-20 17:10:34",2023-05-03,,No,,No
Cond,24554,Cond-24554,,,-,L,2180,L-02180,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:43:48",2023-06-16,,Si,3200.0,Si
Cond,28512,Cond-28512,RP,21047,RP-21047,L,19376,L-19376,Activo,"Alexandre GOMBA","2023-10-20 16:41:29",2023-10-20,,No,,No
Cond,24351,Cond-24351,,,-,L,996,L-00996,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:43:20",2023-06-16,,Si,6000.0,Si
Cond,19740,Cond-19740,RP,5383,RP-05383,L,7436,L-07436,Activo,"Delgado Alejandro","2023-10-20 17:15:13",2023-05-03,,No,,Si
Cond,32132,Cond-32132,RP,7692,RP-07692,L,19643,L-19643,Activo,"Alexandre GOMBA","2024-01-18 23:18:33",2024-01-18,,Si,,
Cond,21743,Cond-21743,RP,6956,RP-06956,L,9318,L-09318,Activo,"Delgado Alejandro","2023-10-20 17:19:16",2023-05-03,,Si,,No
Cond,16139,Cond-16139,RP,2840,RP-02840,L,3966,L-03966,Activo,"Delgado Alejandro","2023-10-20 17:08:49",2023-05-03,,No,,Si
Cond,27114,Cond-27114,RP,20774,RP-20774,L,1142,L-01142,Activo,"Alexandre GOMBA","2023-10-20 16:16:25",2023-10-20,,No,,No
Cond,12225,Cond-12225,RP,136,RP-00136,L,164,L-00164,Activo,"Delgado Alejandro","2023-10-20 17:01:54",2023-05-03,,Si,,Si
Cond,27620,Cond-27620,RP,20888,RP-20888,L,3462,L-03462,Activo,"Alexandre GOMBA","2023-10-20 16:25:41",2023-10-20,,Si,,No
Cond,21581,Cond-21581,RP,6828,RP-06828,L,9188,L-09188,Activo,"Delgado Alejandro","2023-10-20 17:18:51",2023-05-03,,No,,No
Cond,13241,Cond-13241,RP,882,RP-00882,L,1179,L-01179,Activo,"Delgado Alejandro","2023-10-20 17:03:44",2023-05-03,,No,,No
Cond,15493,Cond-15493,RP,2445,RP-02445,L,3383,L-03383,Activo,"Delgado Alejandro","2023-10-20 17:07:45",2023-05-03,,No,,Si
Cond,22592,Cond-22592,RP,7476,RP-07476,L,10131,L-10131,Activo,"Delgado Alejandro","2023-10-20 17:20:43",2023-05-03,,No,,Si
Cond,21812,Cond-21812,RP,7010,RP-07010,L,9377,L-09377,Activo,"Delgado Alejandro","2023-10-20 17:19:24",2023-05-03,,No,,Si
Cond,13579,Cond-13579,RP,1140,RP-01140,L,1501,L-01501,Activo,"Delgado Alejandro","2023-10-20 17:04:23",2023-05-03,,No,,Si
Cond,28944,Cond-28944,RP,6507,RP-06507,L,18240,L-18240,Activo,"Alexandre GOMBA","2023-10-20 16:49:09",2023-10-20,,Si,,Si
Cond,14020,Cond-14020,RP,1435,RP-01435,L,1951,L-01951,Activo,"Delgado Alejandro","2023-10-20 17:05:11",2023-05-03,,No,,Si
Cond,13052,Cond-13052,RP,727,RP-00727,L,983,L-00983,Activo,"Delgado Alejandro","2023-10-20 17:03:22",2023-05-03,,No,,Si
Cond,27288,Cond-27288,RP,1569,RP-01569,L,17519,L-17519,Activo,"Alexandre GOMBA","2023-10-20 16:19:43",2023-10-20,,No,,Si
Cond,21438,Cond-21438,RP,6713,RP-06713,L,9017,L-09017,Activo,"Delgado Alejandro","2023-10-20 17:18:34",2023-05-03,,Si,,Si
Cond,18475,Cond-18475,RP,4576,RP-04576,L,6189,L-06189,Activo,"Delgado Alejandro","2023-10-20 17:13:09",2023-05-03,,No,,Si
Cond,15029,Cond-15029,RP,2108,RP-02108,L,2945,L-02945,Activo,"Delgado Alejandro","2023-10-20 17:06:57",2023-05-03,,No,,No
Cond,26915,Cond-26915,RP,404,RP-00404,L,18148,L-18148,Activo,"Alexandre GOMBA","2023-10-20 16:12:50",2023-10-20,,No,,Si
Cond,23979,Cond-23979,RP,8456,RP-08456,L,11501,L-11501,Activo,"Delgado Alejandro","2023-10-20 17:23:08",2023-05-03,,No,,Si
Cond,22134,Cond-22134,RP,7205,RP-07205,L,9708,L-09708,Activo,"Delgado Alejandro","2023-10-20 17:19:55",2023-05-03,,No,,Si
Cond,24948,Cond-24948,,,-,L,4034,L-04034,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:44:43",2023-06-16,,No,8282.0,No
Cond,23901,Cond-23901,RP,8395,RP-08395,L,11426,L-11426,Activo,"Delgado Alejandro","2023-10-20 17:22:58",2023-05-03,,No,,Si
Cond,29804,Cond-29804,RP,1215,RP-01215,L,1798,L-01798,Activo,"Alexandre GOMBA","2023-11-16 15:51:06",2023-11-16,,No,,No
Cond,28199,Cond-28199,RP,4030,RP-04030,L,18923,L-18923,Activo,"Alexandre GOMBA","2023-10-20 16:35:56",2023-10-20,,Si,,Si
Cond,29387,Cond-29387,RP,21188,RP-21188,L,10847,L-10847,Activo,"Alexandre GOMBA","2023-10-20 16:57:00",2023-10-20,,No,,Si
Cond,31884,Cond-31884,RP,23248,RP-23248,L,9799,L-09799,Activo,"Alexandre GOMBA","2024-01-10 22:29:15",2024-01-10,,Si,,Si
Cond,30319,Cond-30319,RP,3987,RP-03987,L,5402,L-05402,Activo,"Alexandre GOMBA","2023-11-16 16:02:53",2023-11-16,,Si,,Si
Cond,29409,Cond-29409,RP,8054,RP-08054,L,18826,L-18826,Activo,"Alexandre GOMBA","2023-10-20 16:57:25",2023-10-20,,No,,Si
Cond,19200,Cond-19200,RP,5060,RP-05060,L,6893,L-06893,Activo,"Delgado Alejandro","2023-10-20 17:14:24",2023-05-03,,No,,Si
Cond,30214,Cond-30214,RP,22200,RP-22200,L,4811,L-04811,Activo,"Alexandre GOMBA","2023-11-16 16:00:16",2023-11-16,,No,,No
Cond,17345,Cond-17345,RP,3739,RP-03739,L,5133,L-05133,Activo,"Delgado Alejandro","2023-10-20 17:11:06",2023-05-03,,Si,,Si
Cond,29021,Cond-29021,RP,6782,RP-06782,L,18599,L-18599,Activo,"Alexandre GOMBA","2023-10-20 16:50:34",2023-10-20,,Si,,Si
Cond,17299,Cond-17299,RP,3701,RP-03701,L,5093,L-05093,Activo,"Delgado Alejandro","2023-10-20 17:11:00",2023-05-03,,Si,,Si
Cond,21029,Cond-21029,RP,6412,RP-06412,L,8643,L-08643,Activo,"Delgado Alejandro","2023-10-20 17:17:48",2023-05-03,,No,,Si
Cond,16189,Cond-16189,RP,2868,RP-02868,L,4024,L-04024,Activo,"Delgado Alejandro","2023-10-20 17:08:54",2023-05-03,,No,,Si
Cond,28279,Cond-28279,RP,21014,RP-21014,L,11766,L-11766,Activo,"Alexandre GOMBA","2023-10-20 16:37:21",2023-10-20,,No,,Si
Cond,15795,Cond-15795,RP,2664,RP-02664,L,3646,L-03646,Activo,"Delgado Alejandro","2023-10-20 17:08:22",2023-05-03,,No,,Si
Cond,16799,Cond-16799,RP,3325,RP-03325,L,4620,L-04620,Activo,"Delgado Alejandro","2023-10-20 17:10:07",2023-05-03,,No,,Si
Cond,22654,Cond-22654,RP,7524,RP-07524,L,10190,L-10190,Activo,"Delgado Alejandro","2023-10-20 17:20:52",2023-05-03,,No,,Si
Cond,14048,Cond-14048,RP,1455,RP-01455,L,1982,L-01982,Activo,"Delgado Alejandro","2023-10-20 17:05:14",2023-05-03,,No,,Si
Cond,19446,Cond-19446,RP,5202,RP-05202,L,7122,L-07122,Activo,"Delgado Alejandro","2023-10-20 17:14:46",2023-05-03,,Si,,Si
Cond,31047,Cond-31047,RP,7910,RP-07910,L,10733,L-10733,Activo,"Alexandre GOMBA","2023-11-16 16:19:45",2023-11-16,,No,,No
Cond,17086,Cond-17086,RP,3547,RP-03547,L,4888,L-04888,Activo,"Delgado Alejandro","2023-10-20 17:10:42",2023-05-03,,No,,No
Cond,29953,Cond-29953,RP,20721,RP-20721,L,2557,L-02557,Activo,"Alexandre GOMBA","2023-11-16 15:54:25",2023-11-16,,No,,Si
Cond,17859,Cond-17859,RP,4156,RP-04156,L,5588,L-05588,Activo,"Delgado Alejandro","2023-10-20 17:12:08",2023-05-03,,No,,Si
Cond,16644,Cond-16644,RP,3194,RP-03194,L,4463,L-04463,Activo,"Delgado Alejandro","2023-10-20 17:09:43",2023-05-03,,Si,,No
Cond,12183,Cond-12183,RP,100,RP-00100,L,128,L-00128,Activo,"Delgado Alejandro","2023-10-20 17:01:47",2023-05-03,,Si,,Si
Cond,17944,Cond-17944,RP,4221,RP-04221,L,5678,L-05678,Activo,"Delgado Alejandro","2023-10-20 17:12:18",2023-05-03,,No,,Si
Cond,21624,Cond-21624,RP,6856,RP-06856,L,9226,L-09226,Activo,"Delgado Alejandro","2023-10-20 17:18:56",2023-05-03,,No,,Si
Cond,12149,Cond-12149,RP,73,RP-00073,L,95,L-00095,Activo,"Delgado Alejandro","2023-10-20 17:01:43",2023-05-03,,Si,,Si
Cond,14237,Cond-14237,RP,1590,RP-01590,L,2170,L-02170,Activo,"Delgado Alejandro","2023-10-20 17:05:34",2023-05-03,,No,,Si
Cond,22628,Cond-22628,RP,7504,RP-07504,L,10165,L-10165,Activo,"Delgado Alejandro","2023-10-20 17:20:49",2023-05-03,,Si,,Si
Cond,15719,Cond-15719,RP,2623,RP-02623,L,3580,L-03580,Activo,"Delgado Alejandro","2023-10-20 17:08:15",2023-05-03,,No,,Si
Cond,22756,Cond-22756,RP,7594,RP-07594,L,10297,L-10297,Activo,"Delgado Alejandro","2023-10-20 17:21:04",2023-05-03,,No,,Si
Cond,16293,Cond-16293,RP,2948,RP-02948,L,4137,L-04137,Activo,"Delgado Alejandro","2023-10-20 17:09:09",2023-05-03,,No,,Si
Cond,30304,Cond-30304,RP,3924,RP-03924,L,5343,L-05343,Activo,"Alexandre GOMBA","2023-11-16 16:02:33",2023-11-16,,Si,,No
Cond,27755,Cond-27755,RP,2756,RP-02756,L,17679,L-17679,Activo,"Alexandre GOMBA","2023-10-20 16:28:06",2023-10-20,,No,,Si
Cond,31233,Cond-31233,RP,23756,RP-23756,L,14309,L-14309,Activo,"Alexandre GOMBA","2023-12-12 18:13:42",2023-12-12,,No,,No
Cond,25101,Cond-25101,,,-,L,4726,L-04726,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:45:04",2023-06-16,,No,9100.0,No
Cond,24409,Cond-24409,,,-,L,1306,L-01306,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:43:28",2023-06-16,,No,0.0,Si
Cond,16452,Cond-16452,RP,3054,RP-03054,L,4291,L-04291,Activo,"Delgado Alejandro","2023-10-20 17:09:24",2023-05-03,,Si,,Si
Cond,18436,Cond-18436,RP,4541,RP-04541,L,6151,L-06151,Activo,"Delgado Alejandro","2023-10-20 17:13:04",2023-05-03,,No,,Si
Cond,20791,Cond-20791,RP,6243,RP-06243,L,8413,L-08413,Activo,"Delgado Alejandro","2023-10-20 17:17:21",2023-05-03,,No,,Si
Cond,18771,Cond-18771,RP,4782,RP-04782,L,6464,L-06464,Activo,"Delgado Alejandro","2023-10-20 17:13:34",2023-05-03,,No,,Si
Cond,17495,Cond-17495,RP,3856,RP-03856,L,5268,L-05268,Activo,"Delgado Alejandro","2023-10-20 17:11:25",2023-05-03,,Si,,No
Cond,22444,Cond-22444,RP,7393,RP-07393,L,9987,L-09987,Activo,"Delgado Alejandro","2023-10-20 17:20:27",2023-05-03,,No,,No
Cond,19636,Cond-19636,RP,5328,RP-05328,L,7323,L-07323,Activo,"Delgado Alejandro","2023-10-20 17:15:04",2023-05-03,,No,,Si
Cond,12876,Cond-12876,RP,597,RP-00597,L,765,L-00765,Activo,"Delgado Alejandro","2023-10-20 17:03:07",2023-05-03,,No,,Si
Cond,27147,Cond-27147,RP,1023,RP-01023,L,16980,L-16980,Activo,"Alexandre GOMBA","2023-10-20 16:17:06",2023-10-20,,No,,Si
Cond,24805,Cond-24805,,,-,L,3427,L-03427,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:44:23",2023-06-16,,Si,1800.0,Si
Cond,18705,Cond-18705,RP,4739,RP-04739,L,6397,L-06397,Activo,"Delgado Alejandro","2023-10-20 17:13:25",2023-05-03,,No,,Si
Cond,17932,Cond-17932,RP,4209,RP-04209,L,5661,L-05661,Activo,"Delgado Alejandro","2023-10-20 17:12:16",2023-05-03,,Si,,Si
Cond,20666,Cond-20666,RP,6147,RP-06147,L,8281,L-08281,Activo,"Delgado Alejandro","2023-10-20 17:17:07",2023-05-03,,Si,,Si
Cond,22012,Cond-22012,RP,7129,RP-07129,L,9587,L-09587,Activo,"Delgado Alejandro","2023-10-20 17:19:41",2023-05-03,,No,,Si
Cond,24347,Cond-24347,,,-,L,968,L-00968,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:43:20",2023-06-16,,Si,0.0,Si
