"ID de la condición del beneficiario - prefix","ID de la condición del beneficiario - number","ID de la condición del beneficiario","Id Partes Relacionadas - prefix","Id Partes Relacionadas - number","Id Partes Relacionadas","Id Arrendamiento - prefix","Id Arrendamiento - number","Id Arrendamiento",Estado,Autor,"Ultimo cambio","Fecha de Creación","Fecha de Baja",Exención/Retención,"Renta Anual del Beneficiario",Autofacturación
Cond,15882,Cond-15882,RP,2712,RP-02712,L,3731,L-03731,Activo,"Delgado Alejandro","2023-10-20 17:08:31",2023-05-03,,No,,Si
Cond,16361,Cond-16361,RP,2983,RP-02983,L,4208,L-04208,Activo,"Delgado Alejandro","2023-10-20 17:09:17",2023-05-03,,Si,,Si
Cond,31324,Cond-31324,RP,23780,RP-23780,L,15909,L-15909,Activo,"Alexandre GOMBA","2023-12-12 18:15:50",2023-12-12,,No,,No
Cond,25826,Cond-25826,,,-,L,8191,L-08191,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:46:44",2023-06-16,,Si,2738.76,No
Cond,22040,Cond-22040,RP,7151,RP-07151,L,9614,L-09614,Activo,"Delgado Alejandro","2023-10-20 17:19:45",2023-05-03,,Si,,Si
Cond,16509,Cond-16509,RP,3088,RP-03088,L,4335,L-04335,Activo,"Delgado Alejandro","2023-10-20 17:09:26",2023-05-03,,No,,Si
Cond,28829,Cond-28829,RP,6359,RP-06359,L,18580,L-18580,Activo,"Alexandre GOMBA","2023-10-20 16:47:10",2023-10-20,,No,,Si
Cond,20242,Cond-20242,RP,5798,RP-05798,L,7889,L-07889,Activo,"Delgado Alejandro","2023-10-20 17:16:14",2023-05-03,,Si,,No
Cond,16156,Cond-16156,RP,2853,RP-02853,L,3987,L-03987,Activo,"Delgado Alejandro","2023-10-20 17:08:50",2023-05-03,,Si,,Si
Cond,26998,Cond-26998,RP,578,RP-00578,L,17887,L-17887,Activo,"Alexandre GOMBA","2023-10-20 16:14:19",2023-10-20,,Si,,Si
Cond,29134,Cond-29134,RP,7076,RP-07076,L,18793,L-18793,Activo,"Alexandre GOMBA","2023-10-20 16:52:35",2023-10-20,,No,,Si
Cond,29148,Cond-29148,RP,7135,RP-07135,L,17506,L-17506,Activo,"Alexandre GOMBA","2023-10-20 16:52:50",2023-10-20,,Si,,Si
Cond,14518,Cond-14518,RP,1748,RP-01748,L,2468,L-02468,Activo,"Delgado Alejandro","2023-10-20 17:06:01",2023-05-03,,No,,Si
Cond,26029,Cond-26029,,,-,L,9194,L-09194,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:47:12",2023-06-16,,No,4900.0,No
Cond,15778,Cond-15778,RP,2654,RP-02654,L,3630,L-03630,Activo,"Delgado Alejandro","2023-10-20 17:08:20",2023-05-03,,No,,Si
Cond,24080,Cond-24080,RP,8541,RP-08541,L,11592,L-11592,Activo,"Delgado Alejandro","2023-10-20 17:23:21",2023-05-03,,No,,Si
Cond,12792,Cond-12792,RP,538,RP-00538,L,684,L-00684,Activo,"Delgado Alejandro","2023-10-20 17:02:59",2023-05-03,,Si,,Si
Cond,31199,Cond-31199,RP,4499,RP-04499,L,19546,L-19546,Activo,"Alexandre GOMBA","2023-11-23 08:36:23",2023-11-23,,No,,
Cond,29360,Cond-29360,RP,7848,RP-07848,L,18312,L-18312,Activo,"Alexandre GOMBA","2023-10-20 16:56:31",2023-10-20,,Si,,Si
Cond,25622,Cond-25622,,,-,L,7133,L-07133,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:46:16",2023-06-16,,Si,8244.24,Si
Cond,27128,Cond-27128,RP,20777,RP-20777,L,18803,L-18803,Activo,"Alexandre GOMBA","2023-10-20 16:16:43",2023-10-20,,No,,Si
Cond,26775,Cond-26775,RP,14,RP-00014,L,18427,L-18427,Activo,"Alexandre GOMBA","2023-10-20 16:10:18",2023-10-20,,No,,Si
Cond,24749,Cond-24749,,,-,L,3187,L-03187,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:44:15",2023-06-16,,Si,3400.0,Si
Cond,25315,Cond-25315,,,-,L,5666,L-05666,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:45:33",2023-06-16,,No,10800.0,Si
Cond,16285,Cond-16285,RP,2940,RP-02940,L,4127,L-04127,Activo,"Delgado Alejandro","2023-10-20 17:09:08",2023-05-03,,Si,,Si
Cond,29036,Cond-29036,RP,21133,RP-21133,L,9184,L-09184,Activo,"Alexandre GOMBA","2023-10-20 16:50:50",2023-10-20,,No,,Si
Cond,29699,Cond-29699,RP,613,RP-00613,L,788,L-00788,Activo,"Alexandre GOMBA","2023-11-16 15:48:22",2023-11-16,,Si,,Si
Cond,14389,Cond-14389,RP,1671,RP-01671,L,2336,L-02336,Activo,"Delgado Alejandro","2023-10-20 17:05:50",2023-05-03,,No,,Si
Cond,29580,Cond-29580,RP,20721,RP-20721,L,51,L-00051,Activo,"Alexandre GOMBA","2023-11-16 15:45:37",2023-11-16,,No,,Si
Cond,31855,Cond-31855,RP,6752,RP-06752,L,9080,L-09080,Activo,"Alexandre GOMBA","2024-01-10 22:28:44",2024-01-10,,Si,,Si
Cond,31808,Cond-31808,RP,5219,RP-05219,L,12878,L-12878,Activo,"Alexandre GOMBA","2024-01-10 22:27:53",2024-01-10,,Si,,No
Cond,27168,Cond-27168,RP,20787,RP-20787,L,1449,L-01449,Activo,"Alexandre GOMBA","2023-10-20 16:17:29",2023-10-20,,No,,No
Cond,31261,Cond-31261,RP,1875,RP-01875,L,19564,L-19564,Activo,"Alexandre GOMBA","2023-12-12 18:14:22",2023-12-12,,No,,
Cond,17067,Cond-17067,RP,3530,RP-03530,L,4868,L-04868,Activo,"Delgado Alejandro","2023-10-20 17:10:40",2023-05-03,,Si,,No
Cond,29107,Cond-29107,RP,7049,RP-07049,L,18548,L-18548,Activo,"Alexandre GOMBA","2023-10-20 16:52:07",2023-10-20,,Si,,No
Cond,17410,Cond-17410,RP,3791,RP-03791,L,5194,L-05194,Activo,"Delgado Alejandro","2023-10-20 17:11:14",2023-05-03,,No,,Si
Cond,12055,Cond-12055,RP,1,RP-00001,L,1,L-00001,Activo,"Delgado Alejandro","2023-10-20 17:01:34",2023-05-03,,Si,,Si
Cond,27449,Cond-27449,RP,1879,RP-01879,L,18224,L-18224,Activo,"Alexandre GOMBA","2023-10-20 16:22:31",2023-10-20,,Si,,Si
Cond,27860,Cond-27860,RP,2996,RP-02996,L,18849,L-18849,Activo,"Alexandre GOMBA","2023-10-20 16:29:55",2023-10-20,,No,,Si
Cond,24337,Cond-24337,,,-,L,931,L-00931,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:43:18",2023-06-16,,Si,2176.56,Si
Cond,21653,Cond-21653,RP,6878,RP-06878,L,9248,L-09248,Activo,"Delgado Alejandro","2023-12-12 18:16:47",2023-05-03,,Si,,No
Cond,18767,Cond-18767,RP,4778,RP-04778,L,6460,L-06460,Activo,"Delgado Alejandro","2023-10-20 17:13:33",2023-05-03,,No,,Si
Cond,20295,Cond-20295,RP,5847,RP-05847,L,7943,L-07943,Activo,"Delgado Alejandro","2023-10-20 17:16:21",2023-05-03,,No,,Si
Cond,17792,Cond-17792,RP,4098,RP-04098,L,5528,L-05528,Activo,"Delgado Alejandro","2023-10-20 17:11:59",2023-05-03,,No,,No
Cond,19741,Cond-19741,RP,5384,RP-05384,L,7437,L-07437,Activo,"Delgado Alejandro","2023-10-20 17:15:13",2023-05-03,,No,,Si
Cond,18946,Cond-18946,RP,4891,RP-04891,L,6641,L-06641,Activo,"Delgado Alejandro","2023-10-20 17:13:52",2023-05-03,,No,,Si
Cond,21320,Cond-21320,RP,6621,RP-06621,L,8913,L-08913,Activo,"Delgado Alejandro","2023-10-20 17:18:20",2023-05-03,,Si,,Si
Cond,24968,Cond-24968,,,-,L,4090,L-04090,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:44:46",2023-06-16,,No,1800.0,Si
Cond,15056,Cond-15056,RP,2128,RP-02128,L,2971,L-02971,Activo,"Delgado Alejandro","2023-10-20 17:07:01",2023-05-03,,Si,,Si
Cond,24504,Cond-24504,,,-,L,1848,L-01848,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:43:41",2023-06-16,,No,8882.48,Si
Cond,15261,Cond-15261,RP,2270,RP-02270,L,3167,L-03167,Activo,"Delgado Alejandro","2023-10-20 17:07:19",2023-05-03,,Si,,Si
Cond,17762,Cond-17762,RP,4074,RP-04074,L,5498,L-05498,Activo,"Delgado Alejandro","2023-10-20 17:11:56",2023-05-03,,No,,No
Cond,13632,Cond-13632,RP,1183,RP-01183,L,1558,L-01558,Activo,"Delgado Alejandro","2023-10-20 17:04:30",2023-05-03,,No,,No
Cond,31717,Cond-31717,RP,20675,RP-20675,L,13310,L-13310,Activo,"Alexandre GOMBA","2024-01-10 22:26:19",2024-01-10,,Si,,No
Cond,18937,Cond-18937,RP,4884,RP-04884,L,6632,L-06632,Activo,"Delgado Alejandro","2023-10-20 17:13:51",2023-05-03,,No,,Si
Cond,13963,Cond-13963,RP,1394,RP-01394,L,1889,L-01889,Activo,"Delgado Alejandro","2023-10-20 17:05:05",2023-05-03,,No,,Si
Cond,24685,Cond-24685,,,-,L,2761,L-02761,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:44:06",2023-06-16,,Si,1855.96,Si
Cond,31119,Cond-31119,RP,7991,RP-07991,L,18628,L-18628,Activo,"Alexandre GOMBA","2023-11-16 16:21:23",2023-11-16,,Si,,No
Cond,31956,Cond-31956,RP,23484,RP-23484,L,10941,L-10941,Activo,"Alexandre GOMBA","2024-01-10 22:30:33",2024-01-10,,No,,Si
Cond,29277,Cond-29277,RP,21171,RP-21171,L,17006,L-17006,Activo,"Alexandre GOMBA","2023-10-20 16:55:04",2023-10-20,,Si,,No
Cond,24449,Cond-24449,,,-,L,1541,L-01541,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:43:34",2023-06-16,,No,5000.0,Si
Cond,15781,Cond-15781,RP,2656,RP-02656,L,3633,L-03633,Activo,"Delgado Alejandro","2023-10-20 17:08:21",2023-05-03,,Si,,Si
Cond,28741,Cond-28741,RP,19446,RP-19446,L,8175,L-08175,Activo,"Alexandre GOMBA","2023-10-20 16:45:35",2023-10-20,,Si,,No
Cond,16922,Cond-16922,RP,3417,RP-03417,L,4732,L-04732,Activo,"Delgado Alejandro","2023-10-20 17:10:21",2023-05-03,,No,,Si
Cond,16183,Cond-16183,RP,2867,RP-02867,L,4018,L-04018,Activo,"Delgado Alejandro","2023-10-20 17:08:54",2023-05-03,,No,,Si
Cond,18940,Cond-18940,RP,4887,RP-04887,L,6635,L-06635,Activo,"Delgado Alejandro","2023-10-20 17:13:51",2023-05-03,,No,,Si
Cond,23525,Cond-23525,RP,8124,RP-08124,L,11052,L-11052,Activo,"Delgado Alejandro","2023-10-20 17:22:23",2023-05-03,,No,,Si
Cond,14358,Cond-14358,RP,1651,RP-01651,L,2303,L-02303,Activo,"Delgado Alejandro","2023-10-20 17:05:43",2023-05-03,,No,,Si
Cond,31142,Cond-31142,RP,8281,RP-08281,L,11270,L-11270,Activo,"Alexandre GOMBA","2023-11-16 16:22:00",2023-11-16,,No,,No
Cond,13251,Cond-13251,RP,892,RP-00892,L,1188,L-01188,Activo,"Delgado Alejandro","2023-10-20 17:03:46",2023-05-03,,Si,,No
Cond,22975,Cond-22975,RP,7766,RP-07766,L,10505,L-10505,Activo,"Delgado Alejandro","2023-10-20 17:21:28",2023-05-03,,Si,,Si
Cond,24267,Cond-24267,,,-,L,440,L-00440,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:43:09",2023-06-16,,No,9015.18,No
Cond,30891,Cond-30891,RP,20649,RP-20649,L,9351,L-09351,Activo,"Alexandre GOMBA","2023-11-16 16:16:13",2023-11-16,,No,,No
Cond,28719,Cond-28719,RP,21089,RP-21089,L,11729,L-11729,Activo,"Alexandre GOMBA","2023-10-20 16:45:10",2023-10-20,,No,,Si
Cond,17039,Cond-17039,RP,3509,RP-03509,L,4842,L-04842,Activo,"Delgado Alejandro","2023-10-20 17:10:37",2023-05-03,,No,,No
Cond,31086,Cond-31086,RP,8029,RP-08029,L,10917,L-10917,Activo,"Alexandre GOMBA","2023-11-16 16:20:38",2023-11-16,,Si,,Si
Cond,18482,Cond-18482,RP,4582,RP-04582,L,6195,L-06195,Activo,"Delgado Alejandro","2023-10-20 17:13:10",2023-05-03,,Si,,No
Cond,23921,Cond-23921,RP,8415,RP-08415,L,11446,L-11446,Activo,"Delgado Alejandro","2023-10-20 17:23:01",2023-05-03,,Si,,Si
Cond,16479,Cond-16479,RP,3069,RP-03069,L,4305,L-04305,Activo,"Delgado Alejandro","2023-10-20 17:09:25",2023-05-03,,No,,Si
Cond,27961,Cond-27961,RP,3179,RP-03179,L,18915,L-18915,Activo,"Alexandre GOMBA","2023-10-20 16:31:38",2023-10-20,,No,,Si
Cond,26805,Cond-26805,RP,74,RP-00074,L,17108,L-17108,Activo,"Alexandre GOMBA","2023-10-20 16:10:50",2023-10-20,,Si,,Si
Cond,30852,Cond-30852,RP,20600,RP-20600,L,8940,L-08940,Activo,"Alexandre GOMBA","2023-11-16 16:15:18",2023-11-16,,Si,,No
Cond,18843,Cond-18843,RP,4830,RP-04830,L,6536,L-06536,Activo,"Delgado Alejandro","2023-10-20 17:13:41",2023-05-03,,Si,,Si
Cond,28333,Cond-28333,RP,21028,RP-21028,L,11724,L-11724,Activo,"Alexandre GOMBA","2023-10-20 16:38:18",2023-10-20,,No,,Si
Cond,16243,Cond-16243,RP,2906,RP-02906,L,4082,L-04082,Activo,"Delgado Alejandro","2023-10-20 17:09:02",2023-05-03,,Si,,Si
Cond,21616,Cond-21616,RP,6850,RP-06850,L,9218,L-09218,Activo,"Delgado Alejandro","2023-10-20 17:18:55",2023-05-03,,No,,Si
Cond,27278,Cond-27278,RP,20823,RP-20823,L,2092,L-02092,Activo,"Alexandre GOMBA","2023-10-20 16:19:32",2023-10-20,,No,,Si
Cond,29811,Cond-29811,RP,20719,RP-20719,L,16778,L-16778,Activo,"Alexandre GOMBA","2023-11-16 15:51:15",2023-11-16,,Si,,Si
Cond,30409,Cond-30409,RP,20719,RP-20719,L,6118,L-06118,Activo,"Alexandre GOMBA","2023-11-16 16:04:57",2023-11-16,,No,,Si
Cond,21580,Cond-21580,RP,6827,RP-06827,L,9187,L-09187,Activo,"Delgado Alejandro","2023-10-20 17:18:51",2023-05-03,,No,,No
Cond,19147,Cond-19147,RP,5026,RP-05026,L,6840,L-06840,Activo,"Delgado Alejandro","2023-10-20 17:14:18",2023-05-03,,No,,No
Cond,28013,Cond-28013,RP,20961,RP-20961,L,19362,L-19362,Activo,"Alexandre GOMBA","2023-10-20 16:32:31",2023-10-20,,No,,Si
Cond,24842,Cond-24842,,,-,L,3536,L-03536,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:44:29",2023-06-16,,No,6000.0,No
Cond,16312,Cond-16312,RP,2964,RP-02964,L,4160,L-04160,Activo,"Delgado Alejandro","2023-10-20 17:09:12",2023-05-03,,No,,No
Cond,14281,Cond-14281,RP,1615,RP-01615,L,2216,L-02216,Activo,"Delgado Alejandro","2023-10-20 17:05:37",2023-05-03,,No,,Si
Cond,29578,Cond-29578,RP,33,RP-00033,L,18383,L-18383,Activo,"Alexandre GOMBA","2023-11-16 15:45:34",2023-11-16,,No,,Si
Cond,15060,Cond-15060,RP,2132,RP-02132,L,2975,L-02975,Activo,"Delgado Alejandro","2023-10-20 17:07:01",2023-05-03,,No,,Si
Cond,14301,Cond-14301,RP,1621,RP-01621,L,2240,L-02240,Activo,"Delgado Alejandro","2023-10-20 17:05:38",2023-05-03,,No,,Si
Cond,23655,Cond-23655,RP,8215,RP-08215,L,11183,L-11183,Activo,"Delgado Alejandro","2023-10-20 17:22:37",2023-05-03,,Si,,Si
Cond,21254,Cond-21254,RP,6569,RP-06569,L,8854,L-08854,Activo,"Delgado Alejandro","2023-10-20 17:18:10",2023-05-03,,Si,,No
Cond,16399,Cond-16399,RP,3013,RP-03013,L,4245,L-04245,Activo,"Delgado Alejandro","2023-10-20 17:09:20",2023-05-03,,No,,Si
Cond,28846,Cond-28846,RP,6375,RP-06375,L,18488,L-18488,Activo,"Alexandre GOMBA","2023-10-20 16:47:28",2023-10-20,,No,,Si
Cond,27196,Cond-27196,RP,20795,RP-20795,L,1696,L-01696,Activo,"Alexandre GOMBA","2023-10-20 16:18:03",2023-10-20,,No,,Si
Cond,15503,Cond-15503,RP,2451,RP-02451,L,3386,L-03386,Activo,"Delgado Alejandro","2023-10-20 17:07:47",2023-05-03,,Si,,No
Cond,30085,Cond-30085,RP,814,RP-00814,L,3755,L-03755,Activo,"Alexandre GOMBA","2023-11-16 15:57:17",2023-11-16,,No,,Si
Cond,25079,Cond-25079,,,-,L,4625,L-04625,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:45:01",2023-06-16,,Si,2300.0,Si
Cond,24193,Cond-24193,,,-,L,138,L-00138,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:42:59",2023-06-16,,Si,6200.0,Si
Cond,14364,Cond-14364,RP,1655,RP-01655,L,2310,L-02310,Activo,"Delgado Alejandro","2023-10-20 17:05:44",2023-05-03,,No,,Si
Cond,29990,Cond-29990,RP,20748,RP-20748,L,18321,L-18321,Activo,"Alexandre GOMBA","2023-11-16 15:55:12",2023-11-16,,No,,No
Cond,20136,Cond-20136,RP,5705,RP-05705,L,7786,L-07786,Activo,"Delgado Alejandro","2023-10-20 17:16:01",2023-05-03,,Si,,No
Cond,19204,Cond-19204,RP,5062,RP-05062,L,6897,L-06897,Activo,"Delgado Alejandro","2023-10-20 17:14:24",2023-05-03,,No,,No
Cond,30674,Cond-30674,RP,20748,RP-20748,L,17776,L-17776,Activo,"Alexandre GOMBA","2023-11-16 16:10:50",2023-11-16,,No,,No
Cond,31190,Cond-31190,RP,23742,RP-23742,L,3487,L-03487,Activo,"Alexandre GOMBA","2023-11-23 08:36:12",2023-11-23,,Si,,Si
Cond,19671,Cond-19671,RP,5347,RP-05347,L,7357,L-07357,Activo,"Delgado Alejandro","2023-10-20 17:15:08",2023-05-03,,No,,No
Cond,19540,Cond-19540,RP,5263,RP-05263,L,7218,L-07218,Activo,"Delgado Alejandro","2023-10-20 17:14:54",2023-05-03,,No,,Si
Cond,30424,Cond-30424,RP,20721,RP-20721,L,6269,L-06269,Activo,"Alexandre GOMBA","2023-11-16 16:05:17",2023-11-16,,No,,Si
Cond,25529,Cond-25529,,,-,L,6564,L-06564,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:46:03",2023-06-16,,Si,5648.5,Si
Cond,28658,Cond-28658,RP,21076,RP-21076,L,19380,L-19380,Activo,"Alexandre GOMBA","2023-10-20 16:44:05",2023-10-20,,Si,,Si
Cond,12465,Cond-12465,RP,330,RP-00330,L,383,L-00383,Activo,"Delgado Alejandro","2023-10-20 17:02:30",2023-05-03,,No,,Si
Cond,27316,Cond-27316,RP,20831,RP-20831,L,2272,L-02272,Activo,"Alexandre GOMBA","2023-10-20 16:20:11",2023-10-20,,No,,Si
Cond,21730,Cond-21730,RP,6947,RP-06947,L,9309,L-09309,Activo,"Delgado Alejandro","2023-10-20 17:19:14",2023-05-03,,Si,,No
Cond,22676,Cond-22676,RP,7540,RP-07540,L,10210,L-10210,Activo,"Delgado Alejandro","2023-10-20 17:20:55",2023-05-03,,No,,Si
Cond,14573,Cond-14573,RP,1777,RP-01777,L,2520,L-02520,Activo,"Delgado Alejandro","2023-10-20 17:06:05",2023-05-03,,No,,Si
Cond,23196,Cond-23196,RP,7926,RP-07926,L,10757,L-10757,Activo,"Delgado Alejandro","2023-10-20 17:21:51",2023-05-03,,Si,,No
Cond,16301,Cond-16301,RP,2954,RP-02954,L,4146,L-04146,Activo,"Delgado Alejandro","2023-10-20 17:09:10",2023-05-03,,Si,,No
Cond,12348,Cond-12348,RP,241,RP-00241,L,275,L-00275,Activo,"Delgado Alejandro","2023-10-20 17:02:13",2023-05-03,,Si,,No
Cond,28587,Cond-28587,RP,5290,RP-05290,L,18086,L-18086,Activo,"Alexandre GOMBA","2023-10-20 16:42:49",2023-10-20,,No,,Si
Cond,28343,Cond-28343,RP,19442,RP-19442,L,6043,L-06043,Activo,"Alexandre GOMBA","2023-10-20 16:38:29",2023-10-20,,Si,,Si
Cond,30859,Cond-30859,RP,6644,RP-06644,L,8987,L-08987,Activo,"Alexandre GOMBA","2023-11-16 16:15:29",2023-11-16,,Si,,Si
Cond,27251,Cond-27251,RP,20812,RP-20812,L,18942,L-18942,Activo,"Alexandre GOMBA","2023-10-20 16:19:03",2023-10-20,,Si,,Si
Cond,28469,Cond-28469,RP,4736,RP-04736,L,17554,L-17554,Activo,"Alexandre GOMBA","2023-10-20 16:40:44",2023-10-20,,No,,Si
Cond,22097,Cond-22097,RP,7183,RP-07183,L,9671,L-09671,Activo,"Delgado Alejandro","2023-10-20 17:19:50",2023-05-03,,No,,Si
Cond,16531,Cond-16531,RP,3102,RP-03102,L,4356,L-04356,Activo,"Delgado Alejandro","2023-10-20 17:09:28",2023-05-03,,No,,Si
Cond,14596,Cond-14596,RP,1791,RP-01791,L,2542,L-02542,Activo,"Delgado Alejandro","2023-10-20 17:06:08",2023-05-03,,Si,,Si
Cond,17846,Cond-17846,RP,4145,RP-04145,L,5577,L-05577,Activo,"Delgado Alejandro","2023-10-20 17:12:06",2023-05-03,,Si,,Si
Cond,19460,Cond-19460,RP,5213,RP-05213,L,7136,L-07136,Activo,"Delgado Alejandro","2023-10-20 17:14:47",2023-05-03,,No,,Si
Cond,30822,Cond-30822,RP,21114,RP-21114,L,8685,L-08685,Activo,"Alexandre GOMBA","2023-11-16 16:14:38",2023-11-16,,No,,Si
Cond,32003,Cond-32003,RP,21503,RP-21503,L,1349,L-01349,Activo,"Alexandre GOMBA","2024-01-18 23:16:04",2024-01-18,,No,,Si
Cond,20465,Cond-20465,RP,5983,RP-05983,L,8105,L-08105,Activo,"Delgado Alejandro","2023-10-20 17:16:41",2023-05-03,,No,,Si
Cond,20754,Cond-20754,RP,6214,RP-06214,L,8372,L-08372,Activo,"Delgado Alejandro","2023-10-20 17:17:18",2023-05-03,,Si,,Si
Cond,32058,Cond-32058,RP,3309,RP-03309,L,19612,L-19612,Activo,"Alexandre GOMBA","2024-01-18 23:17:09",2024-01-18,,Si,,
Cond,21437,Cond-21437,RP,6713,RP-06713,L,9016,L-09016,Activo,"Delgado Alejandro","2023-10-20 17:18:34",2023-05-03,,Si,,Si
Cond,24857,Cond-24857,,,-,L,3582,L-03582,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:44:31",2023-06-16,,No,8982.8,Si
Cond,29982,Cond-29982,RP,20748,RP-20748,L,17737,L-17737,Activo,"Alexandre GOMBA","2023-11-16 15:55:02",2023-11-16,,Si,,No
Cond,20576,Cond-20576,RP,6070,RP-06070,L,8198,L-08198,Activo,"Delgado Alejandro","2023-10-20 17:16:56",2023-05-03,,No,,No
Cond,27828,Cond-27828,RP,20919,RP-20919,L,3954,L-03954,Activo,"Alexandre GOMBA","2023-10-20 16:29:21",2023-10-20,,No,,Si
Cond,12526,Cond-12526,RP,374,RP-00374,L,442,L-00442,Activo,"Delgado Alejandro","2023-10-20 17:02:34",2023-05-03,,No,,Si
Cond,24099,Cond-24099,RP,8551,RP-08551,L,11611,L-11611,Activo,"Delgado Alejandro","2023-10-20 17:23:22",2023-05-03,,No,,Si
Cond,21807,Cond-21807,RP,7005,RP-07005,L,9372,L-09372,Activo,"Delgado Alejandro","2023-10-20 17:19:23",2023-05-03,,Si,,No
Cond,31339,Cond-31339,RP,21252,RP-21252,L,18859,L-18859,Activo,"Alexandre GOMBA","2024-01-10 22:19:37",2024-01-10,,No,,Si
Cond,30257,Cond-30257,RP,3596,RP-03596,L,18160,L-18160,Activo,"Alexandre GOMBA","2023-11-16 16:01:19",2023-11-16,,No,,No
Cond,26043,Cond-26043,,,-,L,9256,L-09256,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:47:14",2023-06-16,,No,3000.0,No
Cond,27370,Cond-27370,RP,1725,RP-01725,L,18743,L-18743,Activo,"Alexandre GOMBA","2023-10-20 16:21:06",2023-10-20,,No,,Si
Cond,30562,Cond-30562,RP,5036,RP-05036,L,6964,L-06964,Activo,"Alexandre GOMBA","2023-11-16 16:08:24",2023-11-16,,No,,No
Cond,15722,Cond-15722,RP,2624,RP-02624,L,3583,L-03583,Activo,"Delgado Alejandro","2023-10-20 17:08:15",2023-05-03,,No,,Si
Cond,26919,Cond-26919,RP,20743,RP-20743,L,11678,L-11678,Activo,"Alexandre GOMBA","2023-10-20 16:12:54",2023-10-20,,No,,Si
Cond,18489,Cond-18489,RP,4587,RP-04587,L,6202,L-06202,Activo,"Delgado Alejandro","2023-10-20 17:13:11",2023-05-03,,No,,No
Cond,30797,Cond-30797,RP,20719,RP-20719,L,8457,L-08457,Activo,"Alexandre GOMBA","2023-11-16 16:14:00",2023-11-16,,No,,Si
Cond,17291,Cond-17291,RP,3695,RP-03695,L,5089,L-05089,Activo,"Delgado Alejandro","2023-10-20 17:10:59",2023-05-03,,Si,,Si
Cond,20012,Cond-20012,RP,5606,RP-05606,L,7677,L-07677,Activo,"Delgado Alejandro","2023-10-20 17:15:46",2023-05-03,,No,,Si
Cond,12300,Cond-12300,RP,197,RP-00197,L,230,L-00230,Activo,"Delgado Alejandro","2023-10-20 17:02:05",2023-05-03,,Si,,No
Cond,14908,Cond-14908,RP,2030,RP-02030,L,2825,L-02825,Activo,"Delgado Alejandro","2023-10-20 17:06:45",2023-05-03,,No,,Si
Cond,29122,Cond-29122,RP,7059,RP-07059,L,17822,L-17822,Activo,"Alexandre GOMBA","2023-10-20 16:52:23",2023-10-20,,No,,Si
Cond,29453,Cond-29453,RP,21193,RP-21193,L,17586,L-17586,Activo,"Alexandre GOMBA","2023-10-20 16:58:11",2023-10-20,,No,,Si
Cond,29570,Cond-29570,RP,20713,RP-20713,L,13137,L-13137,Activo,"Alexandre GOMBA","2023-10-20 17:00:15",2023-10-20,,Si,,No
Cond,22362,Cond-22362,RP,7340,RP-07340,L,9913,L-09913,Activo,"Delgado Alejandro","2023-10-20 17:20:18",2023-05-03,,Si,,Si
Cond,30986,Cond-30986,RP,20718,RP-20718,L,10042,L-10042,Activo,"Alexandre GOMBA","2023-11-16 16:18:25",2023-11-16,,No,,No
Cond,20122,Cond-20122,RP,5693,RP-05693,L,7776,L-07776,Activo,"Delgado Alejandro","2023-10-20 17:15:59",2023-05-03,,No,,Si
Cond,16645,Cond-16645,RP,3194,RP-03194,L,4464,L-04464,Activo,"Delgado Alejandro","2023-10-20 17:09:43",2023-05-03,,Si,,No
Cond,25886,Cond-25886,,,-,L,8461,L-08461,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:46:52",2023-06-16,,No,11450.96,Si
Cond,30978,Cond-30978,RP,20748,RP-20748,L,17468,L-17468,Activo,"Alexandre GOMBA","2023-11-16 16:18:16",2023-11-16,,Si,,No
Cond,28789,Cond-28789,RP,21110,RP-21110,L,11661,L-11661,Activo,"Alexandre GOMBA","2023-10-20 16:46:24",2023-10-20,,Si,,Si
Cond,12216,Cond-12216,RP,130,RP-00130,L,156,L-00156,Activo,"Delgado Alejandro","2023-10-20 17:01:54",2023-05-03,,Si,,Si
Cond,25948,Cond-25948,,,-,L,8786,L-08786,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:47:01",2023-06-16,,No,14707.0,Si
Cond,27929,Cond-27929,RP,3079,RP-03079,L,17132,L-17132,Activo,"Alexandre GOMBA","2023-10-20 16:31:05",2023-10-20,,Si,,Si
Cond,17675,Cond-17675,RP,4000,RP-04000,L,5417,L-05417,Activo,"Delgado Alejandro","2023-10-20 17:11:45",2023-05-03,,Si,,Si
