"WO - ID - prefix","WO - ID - number","WO - ID","ID Solicitud de Acceso - prefix","ID Solicitud de Acceso - number","ID Solicitud de Acceso","ID Site de trabajo - prefix","ID Site de trabajo - number","ID Site de trabajo","ID Site de trabajo (Descargas Baterias) - prefix","ID Site de trabajo (Descargas Baterias) - number","ID Site de trabajo (Descargas Baterias)",Solicitante,Estado,"Fecha de creaciÃ³n","Ultimo cambio",TÃ­tulo,"DescripciÃ³n del Trabajo",Tipo,"Â¿Impacto en el servicio?","Fecha de inicio del impacto del servicio","Fecha de finalizaciÃ³n del impacto del servicio","Fecha ejecuciÃ³n","Estado Cierre","ID Ocean","Fecha prÃ³xima revisiÃ³n","ID de emplazamiento - prefix","ID de emplazamiento - number","ID de emplazamiento","Trabajo completo","Trabajo realizado","Fin de trabajo (previsto)","Fin del trabajo","Inicio de obra","Inicio de obra (previsto)","Reconocimiento requerido","No empezar antes","coordenadas - Latitude - WGS 84","coordenadas - Longitude - WGS 84","coordenadas - Elevation",RazÃ³n,"Trabajo realizado","Trabajo por hacer","PrÃ³xima visita preventiva en","PrÃ³xima visita PM","Â¿Se requiere acceso al sitio?",Dominio,"Fecha de inicio prevista","Fecha de finalizaciÃ³n prevista"
WO,3641,WO-3641,,,-,,,,SPA-HX,9421,SPA-HX09421,"System Administrator",Cerrado,"2023-11-14 19:10:49","2023-11-15 12:18:14","150909508310_HX9421-REVISION__MTO_-02-09-2022.PDF","150909508310_HX9421-REVISION__MTO_-02-09-2022.PDF","Revision (MTO)",NO,,,,,,,LO,2920,LO-002920,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2878,WO-2878,,,-,,,,SPA-AV,8504,SPA-AV08504,"System Administrator",Cerrado,"2023-11-14 18:53:23","2023-11-15 12:24:50",231327379215_AV8504.PDF,231327379215_AV8504.PDF,"Revision (MTO)",NO,,,,,,,LO,172,LO-000172,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,58,WO-058,,,-,,,,SPA-CS,170,SPA-CS00170,"Delgado Alejandro",Cerrado,"2021-05-27 11:50:00","2023-09-07 20:13:28",AT,,"Inspecciones (OCA)",,,,,,,,LO,1909,LO-001909,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2607,WO-2607,,,-,,,,SPA-AV,8434,SPA-AV08434,"System Administrator",Cerrado,"2023-11-14 18:47:08","2023-11-15 12:19:03","2112311712493_AV8434-INSPECCION__OCA_-07-10-2020.PDF","2112311712493_AV8434-INSPECCION__OCA_-07-10-2020.PDF","Inspecciones (OCA)",NO,,,,,,07.10.2023,LO,149,LO-000149,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2986,WO-2986,,,-,,,,SPA-CO,7219,SPA-CO07219,"System Administrator",Cerrado,"2023-11-14 18:55:53","2023-11-15 12:17:21","221112111978_REVISION_VISUAL_CT_CO7219_2021.PDF","221112111978_REVISION_VISUAL_CT_CO7219_2021.PDF","Revision (MTO)",NO,,,,,,,LO,1652,LO-001652,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1056,WO-1056,,,-,,,,SPA-AB,6420,SPA-AB06420,"Delgado Alejandro",Cerrado,,"2023-09-07 20:16:37",Otros,,"Revision (MTO)",,,,,,,,LO,86,LO-000086,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3111,WO-3111,,,-,,,,SPA-CU,8496,SPA-CU08496,"System Administrator",Cerrado,"2023-11-14 18:58:34","2023-11-15 12:09:50",0915395731681_CU8496.PDF,0915395731681_CU8496.PDF,"Inspecciones (OCA)",NO,,,,,,30.07.2024,LO,2019,LO-002019,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,43,WO-043,,,-,,,,SPA-AL,8920,SPA-AL08920,"Delgado Alejandro",Cerrado,"2019-06-20 00:00:00","2023-09-07 20:13:25",Otros,,"Revision (MTO)",,,,,,,,LO,115,LO-000115,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,709,WO-709,,,-,,,,SPA-LE,1734,SPA-LE01734,"Delgado Alejandro",Cerrado,"2020-08-11 00:00:00","2023-09-07 20:15:32",Otros,,"Revision (MTO)",,,,,,,,LO,3486,LO-003486,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,353,WO-353,,,-,,,,SPA-ZA,6913,SPA-ZA06913,"Delgado Alejandro",Cerrado,"2018-07-24 00:00:00","2023-09-07 20:14:25",Otros,,"Revision (MTO)",,,,,,,,LO,7627,LO-007627,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1792,WO-1792,,,-,,,,SPA-CS,109,SPA-CS00109,"Delgado Alejandro",Cerrado,"2022-10-03 17:05:00","2023-09-07 20:18:57","RevisiÃ³n MTO",,"Revision (MTO)",,,,,,,,LO,1892,LO-001892,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,786,WO-786,,,-,,,,SPA-AV,8476,SPA-AV08476,"Delgado Alejandro",Cerrado,,"2023-09-07 20:15:47",Otros,,"Revision (MTO)",,,,,,,,LO,159,LO-000159,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3081,WO-3081,,,-,,,,SPA-SA,5736,SPA-SA05736,"System Administrator",Cerrado,"2023-11-14 18:57:53","2023-11-15 12:07:45","2812554112165_SA5736-CON_DEFECTOS.PDF","2812554112165_SA5736-CON_DEFECTOS.PDF","Revision (MTO)",NO,,,,,,,LO,5705,LO-005705,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,34,WO-034,,,-,,,,SPA-AB,6411,SPA-AB06411,"Delgado Alejandro",Cerrado,"2021-04-07 09:00:00","2023-09-07 20:13:24","RevisiÃ³n MTO",,"Revision (MTO)",,,,,,,,LO,84,LO-000084,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,528,WO-528,,,-,,,,SPA-PO,6380,SPA-PO06380,"Delgado Alejandro",Cerrado,"2019-06-04 00:00:00","2023-09-07 20:14:58",Otros,,"Revision (MTO)",,,,,,,,LO,5569,LO-005569,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,726,WO-726,,,-,,,,SPA-OR,8920,SPA-OR08920,"Delgado Alejandro",Cerrado,"2020-08-06 00:00:00","2023-09-07 20:15:36",Otros,,"Revision (MTO)",,,,,,,,LO,5126,LO-005126,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3594,WO-3594,,,-,,,,SPA-JX,8171,SPA-JX08171,"System Administrator",Cerrado,"2023-11-14 19:09:45","2023-11-15 12:11:36","080720471014_OCA_LAT_JX8171.PDF","080720471014_OCA_LAT_JX8171.PDF","Inspecciones (OCA)",NO,,,,,,30.08.2025,LO,3323,LO-003323,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,437,WO-437,,,-,,,,SPA-GU,9161,SPA-GU09161,"Delgado Alejandro",Cerrado,"2019-03-06 00:00:00","2023-09-07 20:14:41",Otros,,"Revision (MTO)",,,,,,,,LO,2786,LO-002786,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3389,WO-3389,,,-,,,,SPA-LE,1501,SPA-LE01501,"System Administrator",Cerrado,"2023-11-14 19:05:02","2023-11-15 12:04:55","21104750985_PARTE_INCIDENCIA_20-04-2022.PDF","21104750985_PARTE_INCIDENCIA_20-04-2022.PDF","Revision (MTO)",NO,,,,,,,LO,3437,LO-003437,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,216,WO-216,,,-,,,,SPA-AV,8432,SPA-AV08432,"Delgado Alejandro",Cerrado,"2019-08-08 00:00:00","2023-09-07 20:13:59",Otros,,"Revision (MTO)",,,,,,,,LO,147,LO-000147,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2828,WO-2828,,,-,,,,SPA-CU,10,SPA-CU00010,"System Administrator",Cerrado,"2023-11-14 18:52:12","2023-11-15 12:11:34","2112343024557_CU0010-INSPECCION__OCA_-21-03-2018.PDF","2112343024557_CU0010-INSPECCION__OCA_-21-03-2018.PDF","Inspecciones (OCA)",NO,,,,,,21.03.2021,LO,1959,LO-001959,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,478,WO-478,,,-,,,,SPA-LE,1676,SPA-LE01676,"Delgado Alejandro",Cerrado,"2019-06-10 00:00:00","2023-09-07 20:14:49",Otros,,"Revision (MTO)",,,,,,,,LO,3463,LO-003463,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1396,WO-1396,,,-,,,,SPA-CO,6710,SPA-CO06710,"Delgado Alejandro",Cerrado,"2022-08-24 00:00:00","2023-09-07 20:17:42",Otros,,"Revision (MTO)",,,,,,,,LO,1597,LO-001597,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2279,WO-2279,,,-,,,,SPA-LE,1734,SPA-LE01734,"System Administrator",Cerrado,"2023-11-14 18:39:23","2023-11-15 12:17:30","2112304118413_LE1734-REVISION__MTO_-10-06-2019.PDF","2112304118413_LE1734-REVISION__MTO_-10-06-2019.PDF","Revision (MTO)",NO,,,,,,,LO,3486,LO-003486,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3101,WO-3101,,,-,,,,SPA-CU,8325,SPA-CU08325,"System Administrator",Cerrado,"2023-11-14 18:58:20","2023-11-15 12:18:54",0914093420259_CU8325.PDF,0914093420259_CU8325.PDF,"Inspecciones (OCA)",NO,,,,,,02.08.2024,LO,1984,LO-001984,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1047,WO-1047,,,-,,,,SPA-ZA,6982,SPA-ZA06982,"Delgado Alejandro",Cerrado,"2020-09-10 00:00:00","2023-09-07 20:16:36",Otros,,"Revision (MTO)",,,,,,,,LO,7652,LO-007652,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2763,WO-2763,,,-,,,,SPA-SO,9890,SPA-SO09890,"System Administrator",Cerrado,"2023-11-14 18:50:40","2023-11-15 12:18:18","2112342511503_SO9890-INSPECCION__OCA_-18-08-2020.PDF","2112342511503_SO9890-INSPECCION__OCA_-18-08-2020.PDF","Inspecciones (OCA)",NO,,,,,,18.08.2023,LO,6164,LO-006164,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3274,WO-3274,,,-,,,,SPA-LE,1543,SPA-LE01543,"System Administrator",Cerrado,"2023-11-14 19:02:23","2023-11-15 12:24:07",1410374420831_LE1543.PDF,1410374420831_LE1543.PDF,"Revision (MTO)",NO,,,,,,,LO,3446,LO-003446,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2315,WO-2315,,,-,,,,SPA-HX,9477,SPA-HX09477,"System Administrator",Cerrado,"2023-11-14 18:40:17","2023-11-15 12:09:32","211230448044_HX9477-REVISION__MTO_-13-04-2020.PDF","211230448044_HX9477-REVISION__MTO_-13-04-2020.PDF","Revision (MTO)",NO,,,,,,,LO,2932,LO-002932,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3047,WO-3047,,,-,,,,,,,"System Administrator",Cerrado,"2023-11-14 18:57:14","2023-11-15 12:10:36","0412043911538_PX7860-INSPECCION___OCA__-28102014.PDF","0412043911538_PX7860-INSPECCION___OCA__-28102014.PDF","Inspecciones (OCA)",NO,,,,,,28.10.2017,,,-,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3577,WO-3577,,,-,,,,SPA-CU,8322,SPA-CU08322,"System Administrator",Cerrado,"2023-11-14 19:09:22","2023-11-15 12:18:04","0311442526380_CU8322-REV__MTO_08-09-2022.PDF","0311442526380_CU8322-REV__MTO_08-09-2022.PDF","Revision (MTO)",NO,,,,,,,LO,1981,LO-001981,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3432,WO-3432,,,-,,,,SPA-GU,9167,SPA-GU09167,"System Administrator",Cerrado,"2023-11-14 19:06:01","2023-11-15 12:18:08","2711164914083_GU9167-TOTEM.PDF","2711164914083_GU9167-TOTEM.PDF","Revision (MTO)",NO,,,,,,,LO,2789,LO-002789,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1088,WO-1088,,,-,,,,SPA-MX,3505,SPA-MX03505,"Delgado Alejandro",Cerrado,"2020-07-22 00:00:00","2023-09-07 20:16:43","Parte incidencia",,"Revision (MTO)",,,,,,,,LO,4709,LO-004709,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2169,WO-2169,,,-,,,,SPA-BU,4209,SPA-BU04209,"System Administrator",Cerrado,"2023-11-14 18:36:48","2023-11-15 12:16:01","2112302722640_BU4209-REVISION__MTO_-08-08-2019.PDF","2112302722640_BU4209-REVISION__MTO_-08-08-2019.PDF","Revision (MTO)",NO,,,,,,,LO,687,LO-000687,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3095,WO-3095,,,-,,,,SPA-CU,8541,SPA-CU08541,"System Administrator",Cerrado,"2023-11-14 18:58:12","2023-11-15 12:11:48",091546493334_CU8541.PDF,091546493334_CU8541.PDF,"Inspecciones (OCA)",NO,,,,,,29.07.2024,LO,2041,LO-002041,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,458,WO-458,,,-,,,,SPA-HX,9651,SPA-HX09651,"Delgado Alejandro",Cerrado,"2020-03-04 00:00:00","2023-09-07 20:14:45",Otros,,"Revision (MTO)",,,,,,,,LO,2966,LO-002966,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,91,WO-091,,,-,,,,SPA-JX,7952,SPA-JX07952,"Delgado Alejandro",Cerrado,"2021-11-22 13:13:00","2023-09-07 20:13:35","InspecciÃ³n OCA",,"Inspecciones (OCA)",,,,,,,,LO,3304,LO-003304,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3837,WO-3837,SAR,675,SAR-000675,SPA-AL,8937,SPA-AL08937,,,,"Santiago Gonzalez simarro",Abierto,"2024-01-15 12:01:49","2024-01-15 12:02:01","AL8937 INSTALACION RAMA DE BATERIAS","INSTALACION RAMA DE BATERIAS",Obsolescencia,NO,"2024-01-16 08:00:00","2024-01-19 20:00:00",,,,,,,-,false,,,,,,false,2024-01-15,,,,,,,,,,,,
WO,1915,WO-1915,,,-,,,,SPA-AB,6411,SPA-AB06411,"System Administrator",Cerrado,"2023-11-14 18:30:41","2023-11-15 12:11:05","0710041714509_AB6411_INFORME_REVISION_VILLAROBLEDO_MINAYA_2021.DOC","0710041714509_AB6411_INFORME_REVISION_VILLAROBLEDO_MINAYA_2021.DOC","Revision (MTO)",NO,,,,,,,LO,84,LO-000084,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2554,WO-2554,,,-,,,,SPA-LE,991,SPA-LE00991,"System Administrator",Cerrado,"2023-11-14 18:45:56","2023-11-15 12:20:12","21123112675_LE0991-INSPECCION__OCA_-14-08-2020.PDF","21123112675_LE0991-INSPECCION__OCA_-14-08-2020.PDF","Inspecciones (OCA)",NO,,,,,,14.08.2023,LO,3428,LO-003428,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1397,WO-1397,,,-,,,,SPA-CO,6821,SPA-CO06821,"Delgado Alejandro",Cerrado,"2022-04-08 13:46:00","2023-09-07 20:17:42","InspecciÃ³n OCA",,"Inspecciones (OCA)",,,,,,,,LO,1606,LO-001606,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3191,WO-3191,,,-,,,,SPA-HX,9803,SPA-HX09803,"System Administrator",Cerrado,"2023-11-14 19:00:27","2023-11-15 12:13:47","0911210528203_HX9803-INSPECCION__OCA_-20-10-2022_LAT_FAVORABLE.PDF","0911210528203_HX9803-INSPECCION__OCA_-20-10-2022_LAT_FAVORABLE.PDF","Inspecciones (OCA)",NO,,,,,,17.10.2025,LO,2994,LO-002994,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1437,WO-1437,,,-,,,,SPA-CU,15,SPA-CU00015,"Delgado Alejandro",Cerrado,,"2023-09-07 20:17:50",Otros,,"Revision (MTO)",,,,,,,,LO,1960,LO-001960,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2507,WO-2507,,,-,,,,SPA-JX,67,SPA-JX00067,"System Administrator",Cerrado,"2023-11-14 18:44:53","2023-11-15 12:24:51","2112310527809_JX0067-INSPECCION__OCA_-01-07-2020.PDF","2112310527809_JX0067-INSPECCION__OCA_-01-07-2020.PDF","Inspecciones (OCA)",NO,,,,,,01.07.2023,LO,3286,LO-003286,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3415,WO-3415,,,-,,,,SPA-GU,9145,SPA-GU09145,"System Administrator",Cerrado,"2023-11-14 19:05:38","2023-11-15 12:19:51","270856168336_GU9145-TOTEM.PDF","270856168336_GU9145-TOTEM.PDF","Revision (MTO)",NO,,,,,,,LO,2777,LO-002777,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3650,WO-3650,,,-,,,,SPA-BU,4134,SPA-BU04134,"System Administrator",Cerrado,"2023-11-14 19:11:03","2023-11-15 12:16:31","151409172699_BU4134-CON_DEFECTOS.PDF","151409172699_BU4134-CON_DEFECTOS.PDF","Revision (MTO)",NO,,,,,,,LO,648,LO-000648,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2909,WO-2909,,,-,,,,SPA-PX,8234,SPA-PX08234,"System Administrator",Cerrado,"2023-11-14 18:54:05","2023-11-15 12:13:29","2210030231971_PX8234-DEFECTOS_CORREGIDOS.PDF","2210030231971_PX8234-DEFECTOS_CORREGIDOS.PDF","Revision (MTO)",NO,,,,,,,LO,5667,LO-005667,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1958,WO-1958,,,-,,,,SPA-TE,8,SPA-TE00008,"System Administrator",Cerrado,"2023-11-14 18:31:40","2023-11-15 12:21:46","281004411527_500AT001421_ALBENTOSA_FIRMADO__TE0008.PDF","281004411527_500AT001421_ALBENTOSA_FIRMADO__TE0008.PDF","Inspecciones (OCA)",NO,,,,,,11.05.2024,LO,6398,LO-006398,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2268,WO-2268,,,-,,,,SPA-VA,2249,SPA-VA02249,"System Administrator",Cerrado,"2023-11-14 18:39:08","2023-11-15 12:05:46","211230393053_VA2249-REVISION__MTO_-08-10-2019.PDF","211230393053_VA2249-REVISION__MTO_-08-10-2019.PDF","Revision (MTO)",NO,,,,,,,LO,7077,LO-007077,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2023,WO-2023,,,-,,,,SPA-TO,59,SPA-TO00059,"System Administrator",Cerrado,"2023-11-14 18:33:17","2023-11-15 12:15:57","2112300210178_TO0059-INSPECCION__OCA_-16-05-2019.PDF","2112300210178_TO0059-INSPECCION__OCA_-16-05-2019.PDF","Inspecciones (OCA)",NO,,,,,,16.05.2022,LO,6656,LO-006656,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1313,WO-1313,,,-,,,,SPA-SE,1328,SPA-SE01328,"Delgado Alejandro",Cerrado,"2021-10-22 14:27:00","2023-09-07 20:17:26","RevisiÃ³n MTO",,"Revision (MTO)",,,,,,,,LO,5964,LO-005964,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2047,WO-2047,,,-,,,,SPA-JX,67,SPA-JX00067,"System Administrator",Cerrado,"2023-11-14 18:33:51","2023-11-15 12:14:43","211230039815_JX0067-REVISION__MTO_-04-03-2019.PDF","211230039815_JX0067-REVISION__MTO_-04-03-2019.PDF","Revision (MTO)",NO,,,,,,,LO,3286,LO-003286,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2593,WO-2593,,,-,,,,SPA-CX,3821,SPA-CX03821,"System Administrator",Cerrado,"2023-11-14 18:46:49","2023-11-15 12:14:29","2112311727734_CX3821-REVISION__MTO_-11-05-2020.PDF","2112311727734_CX3821-REVISION__MTO_-11-05-2020.PDF","Revision (MTO)",NO,,,,,,,LO,2290,LO-002290,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3416,WO-3416,,,-,,,,SPA-GU,9156,SPA-GU09156,"System Administrator",Cerrado,"2023-11-14 19:05:39","2023-11-15 12:19:15","270857007575_GU9156-TOTEM.PDF","270857007575_GU9156-TOTEM.PDF","Revision (MTO)",NO,,,,,,,LO,2783,LO-002783,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1740,WO-1740,,,-,,,,SPA-AB,6028,SPA-AB06028,"Delgado Alejandro",Cerrado,"2022-09-08 00:00:00","2023-09-07 20:18:47",Otros,,"Revision (MTO)",,,,,,,,LO,51,LO-000051,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,979,WO-979,,,-,,,,SPA-SG,9306,SPA-SG09306,"Delgado Alejandro",Cerrado,"2020-09-17 00:00:00","2023-09-07 20:16:23",Otros,,"Revision (MTO)",,,,,,,,LO,6077,LO-006077,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2121,WO-2121,,,-,,,,SPA-ZA,6993,SPA-ZA06993,"System Administrator",Cerrado,"2023-11-14 18:35:38","2023-11-15 12:16:08","2112302422885_ZA6993-REVISION__MTO_-24-07-2018.PDF","2112302422885_ZA6993-REVISION__MTO_-24-07-2018.PDF","Revision (MTO)",NO,,,,,,,LO,7657,LO-007657,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,792,WO-792,,,-,,,,SPA-AV,8504,SPA-AV08504,"Delgado Alejandro",Cerrado,,"2023-09-07 20:15:48",Otros,,"Revision (MTO)",,,,,,,,LO,172,LO-000172,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2970,WO-2970,,,-,,,,SPA-SS,5622,SPA-SS05622,"System Administrator",Cerrado,"2023-11-14 18:55:30","2023-11-15 12:21:26",0810442119274_SS5622.PDF,0810442119274_SS5622.PDF,"Inspecciones (OCA)",NO,,,,,,15.06.2024,LO,6231,LO-006231,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2260,WO-2260,,,-,,,,SPA-CO,6710,SPA-CO06710,"System Administrator",Cerrado,"2023-11-14 18:38:56","2023-11-15 12:20:11","211230385907_CO6710-REVISION__MTO__-25032014.PDF","211230385907_CO6710-REVISION__MTO__-25032014.PDF","Revision (MTO)",NO,,,,,,,LO,1597,LO-001597,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1869,WO-1869,,,-,,,,SPA-ZX,522,SPA-ZX00522,"Delgado Alejandro",Cerrado,"2022-09-22 09:01:00","2023-09-07 20:19:12","InspecciÃ³n OCA",,"Inspecciones (OCA)",,,,,,,,LO,7778,LO-007778,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1953,WO-1953,,,-,,,,SPA-TE,48,SPA-TE00048,"System Administrator",Cerrado,"2023-11-14 18:31:33","2023-11-15 12:24:44","2810075617045_500AT0019211_VALJUNQUERA_FIRMADO__TE0048.PDF","2810075617045_500AT0019211_VALJUNQUERA_FIRMADO__TE0048.PDF","Inspecciones (OCA)",NO,,,,,,11.05.2024,LO,6416,LO-006416,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2441,WO-2441,,,-,,,,SPA-GU,9113,SPA-GU09113,"System Administrator",Cerrado,"2023-11-14 18:43:16","2023-11-15 12:07:25","2112305432203_GU9113-REVISION__MTO_-06-03-2019.PDF","2112305432203_GU9113-REVISION__MTO_-06-03-2019.PDF","Revision (MTO)",NO,,,,,,,LO,2760,LO-002760,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,362,WO-362,,,-,,,,SPA-ZA,6985,SPA-ZA06985,"Delgado Alejandro",Cerrado,"2018-07-24 00:00:00","2023-09-07 20:14:27",Otros,,"Revision (MTO)",,,,,,,,LO,7653,LO-007653,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2563,WO-2563,,,-,,,,SPA-LE,1718,SPA-LE01718,"System Administrator",Cerrado,"2023-11-14 18:46:08","2023-11-15 12:23:08","211231136125_LE1718-INSPECCION__OCA_-12-08-2020.PDF","211231136125_LE1718-INSPECCION__OCA_-12-08-2020.PDF","Inspecciones (OCA)",NO,,,,,,12.08.2023,LO,3474,LO-003474,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3691,WO-3691,,,-,,,,SPA-ZX,522,SPA-ZX00522,"System Administrator",Cerrado,"2023-11-14 19:12:04","2023-11-15 12:15:34","2208595816612_ZX0522-REV_MTO_18-07-2022.PDF","2208595816612_ZX0522-REV_MTO_18-07-2022.PDF","Revision (MTO)",NO,,,,,,,LO,7778,LO-007778,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1153,WO-1153,,,-,,,,SPA-GU,9112,SPA-GU09112,"Delgado Alejandro",Cerrado,,"2023-09-07 20:16:55",Otros,,"Revision (MTO)",,,,,,,,LO,2759,LO-002759,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1880,WO-1880,,,-,,,,SPA-AV,8476,SPA-AV08476,"System Administrator",Cerrado,"2023-11-14 18:29:51","2023-11-15 12:19:59",2311241013400_AV8476.PDF,2311241013400_AV8476.PDF,"Revision (MTO)",NO,,,,,,,LO,159,LO-000159,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,268,WO-268,,,-,,,,SPA-BU,4244,SPA-BU04244,"Delgado Alejandro",Cerrado,"2019-08-08 00:00:00","2023-09-07 20:14:09",Otros,,"Revision (MTO)",,,,,,,,LO,709,LO-000709,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2463,WO-2463,,,-,,,,SPA-LE,1621,SPA-LE01621,"System Administrator",Cerrado,"2023-11-14 18:43:50","2023-11-15 12:07:11","2112305712118_LE1621-INCIDENCIA-02-06-2020.PDF","2112305712118_LE1621-INCIDENCIA-02-06-2020.PDF","Revision (MTO)",NO,,,,,,,LO,3454,LO-003454,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1661,WO-1661,,,-,,,,SPA-TO,73,SPA-TO00073,"Delgado Alejandro",Cerrado,"2022-07-18 12:18:00","2023-09-01 06:39:23","RevisiÃ³n MTO",,"Revision (MTO)",,,,,,,,LO,6661,LO-006661,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1518,WO-1518,,,-,,,,SPA-JX,8171,SPA-JX08171,"Delgado Alejandro",Cerrado,"2022-09-08 07:34:00","2023-09-07 20:18:05","InspecciÃ³n OCA",,"Inspecciones (OCA)",,,,,,,,LO,3323,LO-003323,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2602,WO-2602,,,-,,,,SPA-AV,8523,SPA-AV08523,"System Administrator",Cerrado,"2023-11-14 18:47:01","2023-11-15 12:10:18","2112311721376_AV8523-INSPECCION__OCA_-09-10-2020.PDF","2112311721376_AV8523-INSPECCION__OCA_-09-10-2020.PDF","Inspecciones (OCA)",NO,,,,,,09.10.2023,LO,176,LO-000176,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3396,WO-3396,,,-,,,,SPA-CU,8325,SPA-CU08325,"System Administrator",Cerrado,"2023-11-14 19:05:12","2023-11-15 12:17:36","2510024620302_CU8325-TOTEM.PDF","2510024620302_CU8325-TOTEM.PDF","Revision (MTO)",NO,,,,,,,LO,1984,LO-001984,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,54,WO-054,,,-,,,,SPA-CS,41,SPA-CS00041,"Delgado Alejandro",Cerrado,"2021-05-27 11:47:00","2023-09-07 20:13:28",AT,,"Inspecciones (OCA)",,,,,,,,LO,1851,LO-001851,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3654,WO-3654,,,-,,,,SPA-BU,4229,SPA-BU04229,"System Administrator",Cerrado,"2023-11-14 19:11:08","2023-11-15 12:23:09","1514131327802_BU4229-CON_DEFECTOS.PDF","1514131327802_BU4229-CON_DEFECTOS.PDF","Revision (MTO)",NO,,,,,,,LO,699,LO-000699,false,,,,,,false,2023-11-14,,,,,,,,,,,,
