"WO - ID - prefix","WO - ID - number","WO - ID","ID Solicitud de Acceso - prefix","ID Solicitud de Acceso - number","ID Solicitud de Acceso","ID Site de trabajo - prefix","ID Site de trabajo - number","ID Site de trabajo","ID Site de trabajo (Descargas Baterias) - prefix","ID Site de trabajo (Descargas Baterias) - number","ID Site de trabajo (Descargas Baterias)",Solicitante,Estado,"Fecha de creaciÃ³n","Ultimo cambio",TÃ­tulo,"DescripciÃ³n del Trabajo",Tipo,"Â¿Impacto en el servicio?","Fecha de inicio del impacto del servicio","Fecha de finalizaciÃ³n del impacto del servicio","Fecha ejecuciÃ³n","Estado Cierre","ID Ocean","Fecha prÃ³xima revisiÃ³n","ID de emplazamiento - prefix","ID de emplazamiento - number","ID de emplazamiento","Trabajo completo","Trabajo realizado","Fin de trabajo (previsto)","Fin del trabajo","Inicio de obra","Inicio de obra (previsto)","Reconocimiento requerido","No empezar antes","coordenadas - Latitude - WGS 84","coordenadas - Longitude - WGS 84","coordenadas - Elevation",RazÃ³n,"Trabajo realizado","Trabajo por hacer","PrÃ³xima visita preventiva en","PrÃ³xima visita PM","Â¿Se requiere acceso al sitio?",Dominio,"Fecha de inicio prevista","Fecha de finalizaciÃ³n prevista"
WO,851,WO-851,,,-,,,,SPA-BU,4230,SPA-BU04230,"Delgado Alejandro",Cerrado,"2020-07-20 00:00:00","2023-09-07 20:15:59",Otros,,"Revision (MTO)",,,,,,,,LO,700,LO-000700,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1253,WO-1253,,,-,,,,SPA-LE,9995,SPA-LE09995,"Delgado Alejandro",Cerrado,,"2023-09-07 20:17:14",Otros,,"Revision (MTO)",,,,,,,,LO,3512,LO-003512,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2115,WO-2115,,,-,,,,SPA-BU,4178,SPA-BU04178,"System Administrator",Cerrado,"2023-11-14 18:35:28","2023-11-15 12:20:54","2112302126653_BU4178-REVISION__MTO_-02-08-2018.PDF","2112302126653_BU4178-REVISION__MTO_-02-08-2018.PDF","Revision (MTO)",NO,,,,,,,LO,677,LO-000677,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,959,WO-959,,,-,,,,SPA-PX,8032,SPA-PX08032,"Delgado Alejandro",Cerrado,"2020-11-11 00:00:00","2023-09-07 20:16:19",Otros,,"Revision (MTO)",,,,,,,,LO,5648,LO-005648,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2820,WO-2820,,,-,,,,SPA-LU,4,SPA-LU00004,"System Administrator",Cerrado,"2023-11-14 18:52:00","2023-11-15 12:08:45","2112342910471_LU0004-INSPECCION__OCA_-24-08-2020.PDF","2112342910471_LU0004-INSPECCION__OCA_-24-08-2020.PDF","Inspecciones (OCA)",NO,,,,,,24.08.2023,LO,3558,LO-003558,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3292,WO-3292,,,-,,,,SPA-MX,1002,SPA-MX01002,"System Administrator",Cerrado,"2023-11-14 19:02:49","2023-11-15 12:15:15","0810583325680_MX1002-REVISION__MTO_-04-02-2019.PDF","0810583325680_MX1002-REVISION__MTO_-04-02-2019.PDF","Revision (MTO)",NO,,,,,,,LO,4523,LO-004523,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,877,WO-877,,,-,,,,SPA-CX,427,SPA-CX00427,"Delgado Alejandro",Cerrado,"2020-09-15 00:00:00","2023-09-07 20:16:04",Otros,,"Revision (MTO)",,,,,,,,LO,2135,LO-002135,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2961,WO-2961,,,-,,,,SPA-HX,9480,SPA-HX09480,"System Administrator",Cerrado,"2023-11-14 18:55:18","2023-11-15 12:12:43","221341247239_REVISION_ANUAL_CT_HX9480_2021.PDF","221341247239_REVISION_ANUAL_CT_HX9480_2021.PDF","Revision (MTO)",NO,,,,,,,LO,2933,LO-002933,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3039,WO-3039,,,-,,,,SPA-GU,9145,SPA-GU09145,"System Administrator",Cerrado,"2023-11-14 18:57:05","2023-11-15 12:14:08","1108270925593_PARTE_INCIDENCIA.PDF","1108270925593_PARTE_INCIDENCIA.PDF","Revision (MTO)",NO,,,,,,,LO,2777,LO-002777,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1410,WO-1410,,,-,,,,SPA-CO,7237,SPA-CO07237,"Delgado Alejandro",Cerrado,"2022-04-11 10:02:00","2023-09-07 20:17:45","InspecciÃ³n OCA",,"Inspecciones (OCA)",,,,,,,,LO,1657,LO-001657,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,261,WO-261,,,-,,,,SPA-BU,4230,SPA-BU04230,"Delgado Alejandro",Cerrado,"2019-08-08 00:00:00","2023-09-07 20:14:07",Otros,,"Revision (MTO)",,,,,,,,LO,700,LO-000700,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,761,WO-761,,,-,,,,SPA-VX,44,SPA-VX00044,"Delgado Alejandro",Cerrado,"2020-06-17 00:00:00","2023-09-07 20:15:42",Otros,,"Revision (MTO)",,,,,,,,LO,7232,LO-007232,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,570,WO-570,,,-,,,,SPA-TO,2123,SPA-TO02123,"Delgado Alejandro",Cerrado,"2019-02-04 00:00:00","2023-09-07 20:15:06",Otros,,"Revision (MTO)",,,,,,,,LO,6786,LO-006786,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3502,WO-3502,,,-,,,,SPA-TO,1510,SPA-TO01510,"System Administrator",Cerrado,"2023-11-14 19:07:38","2023-11-15 12:22:50","181304283274_CERT_AT-TO-021_22_TOTEM_TO1510_LAS_HERENCIAS_CT.PDF","181304283274_CERT_AT-TO-021_22_TOTEM_TO1510_LAS_HERENCIAS_CT.PDF","Inspecciones (OCA)",NO,,,,,,09.06.2025,LO,6766,LO-006766,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1551,WO-1551,,,-,,,,SPA-MX,1002,SPA-MX01002,"Delgado Alejandro",Cerrado,,"2023-09-07 20:18:11",Otros,,"Revision (MTO)",,,,,,,,LO,4523,LO-004523,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,234,WO-234,,,-,,,,SPA-AV,8929,SPA-AV08929,"Delgado Alejandro",Cerrado,"2019-08-08 00:00:00","2023-09-07 20:14:02",Otros,,"Revision (MTO)",,,,,,,,LO,217,LO-000217,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1389,WO-1389,,,-,,,,SPA-VX,1408,SPA-VX01408,"Delgado Alejandro",Cerrado,,"2023-09-07 20:17:41",Otros,,"Revision (MTO)",,,,,,,,LO,7521,LO-007521,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3640,WO-3640,,,-,,,,SPA-HX,9611,SPA-HX09611,"System Administrator",Cerrado,"2023-11-14 19:10:48","2023-11-15 12:17:43","1508234911037_HX9611-REVISION__MTO_-02-09-2022.PDF","1508234911037_HX9611-REVISION__MTO_-02-09-2022.PDF","Revision (MTO)",NO,,,,,,,LO,2952,LO-002952,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1094,WO-1094,,,-,,,,SPA-BU,4155,SPA-BU04155,"Delgado Alejandro",Cerrado,"2020-11-18 00:00:00","2023-09-07 20:16:44","Parte incidencia",,"Revision (MTO)",,,,,,,,LO,664,LO-000664,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,278,WO-278,,,-,,,,SPA-BU,4313,SPA-BU04313,"Delgado Alejandro",Cerrado,"2018-08-11 00:00:00","2023-09-07 20:14:10",Otros,,"Revision (MTO)",,,,,,,,LO,737,LO-000737,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1205,WO-1205,,,-,,,,SPA-IB,417,SPA-IB00417,"Delgado Alejandro",Cerrado,"2021-12-13 11:12:00","2023-09-07 20:17:05","InspecciÃ³n OCA",,"Inspecciones (OCA)",,,,,,,,LO,3215,LO-003215,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3267,WO-3267,,,-,,,,SPA-LE,1718,SPA-LE01718,"System Administrator",Cerrado,"2023-11-14 19:02:13","2023-11-15 12:07:53",1410311712118_LE1718.PDF,1410311712118_LE1718.PDF,"Revision (MTO)",NO,,,,,,,LO,3474,LO-003474,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,551,WO-551,,,-,,,,SPA-TO,46,SPA-TO00046,"Delgado Alejandro",Cerrado,"2019-02-04 00:00:00","2023-09-07 20:15:03",Otros,,"Revision (MTO)",,,,,,,,LO,6648,LO-006648,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,890,WO-890,,,-,,,,SPA-CX,986,SPA-CX00986,"Delgado Alejandro",Cerrado,"2020-09-15 00:00:00","2023-09-07 20:16:06",Otros,,"Revision (MTO)",,,,,,,,LO,2184,LO-002184,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2263,WO-2263,,,-,,,,SPA-SA,5612,SPA-SA05612,"System Administrator",Cerrado,"2023-11-14 18:39:00","2023-11-15 12:07:07","2112303922974_SA5612-REVISION__MTO_-20-09-2018.PDF","2112303922974_SA5612-REVISION__MTO_-20-09-2018.PDF","Revision (MTO)",NO,,,,,,,LO,5693,LO-005693,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1722,WO-1722,,,-,,,,SPA-ZX,621,SPA-ZX00621,"Delgado Alejandro",Cerrado,,"2023-09-07 20:18:43",Otros,,"Revision (MTO)",,,,,,,,LO,7800,LO-007800,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1732,WO-1732,,,-,,,,SPA-AB,27,SPA-AB00027,"Delgado Alejandro",Cerrado,"2022-08-25 00:00:00","2023-09-07 20:18:45",Otros,,"Revision (MTO)",,,,,,,,LO,6,LO-000006,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,651,WO-651,,,-,,,,SPA-BU,4300,SPA-BU04300,"Delgado Alejandro",Cerrado,"2020-07-20 00:00:00","2023-09-07 20:15:22",Otros,,"Revision (MTO)",,,,,,,,LO,730,LO-000730,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3633,WO-3633,,,-,,,,SPA-JX,8511,SPA-JX08511,"System Administrator",Cerrado,"2023-11-14 19:10:38","2023-11-15 12:23:38","1212544014516_JX8511-REVISION__MTO_-29-08-2022.PDF","1212544014516_JX8511-REVISION__MTO_-29-08-2022.PDF","Revision (MTO)",NO,,,,,,,LO,3340,LO-003340,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1017,WO-1017,,,-,,,,SPA-VA,2288,SPA-VA02288,"Delgado Alejandro",Cerrado,"2020-10-05 00:00:00","2023-09-07 20:16:30",Otros,,"Revision (MTO)",,,,,,,,LO,7100,LO-007100,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2766,WO-2766,,,-,,,,SPA-SO,9730,SPA-SO09730,"System Administrator",Cerrado,"2023-11-14 18:50:44","2023-11-15 12:07:02","211234251883_SO9730-INSPECCION__OCA_-17-08-2020.PDF","211234251883_SO9730-INSPECCION__OCA_-17-08-2020.PDF","Inspecciones (OCA)",NO,,,,,,17.08.2023,LO,6114,LO-006114,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2561,WO-2561,,,-,,,,SPA-LE,1621,SPA-LE01621,"System Administrator",Cerrado,"2023-11-14 18:46:05","2023-11-15 12:08:31","2112311319203_LE1621-INSPECCION__OCA_-12-08-2020.PDF","2112311319203_LE1621-INSPECCION__OCA_-12-08-2020.PDF","Inspecciones (OCA)",NO,,,,,,12.08.2023,LO,3454,LO-003454,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2531,WO-2531,,,-,,,,SPA-LE,1725,SPA-LE01725,"System Administrator",Cerrado,"2023-11-14 18:45:25","2023-11-15 12:23:15","2112310920889_LE1725-REVISION__MTO_-23-06-2020.PDF","2112310920889_LE1725-REVISION__MTO_-23-06-2020.PDF","Revision (MTO)",NO,,,,,,,LO,3480,LO-003480,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,552,WO-552,,,-,,,,SPA-TO,55,SPA-TO00055,"Delgado Alejandro",Cerrado,"2019-02-04 00:00:00","2023-09-07 20:15:03",Otros,,"Revision (MTO)",,,,,,,,LO,6654,LO-006654,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,218,WO-218,,,-,,,,SPA-AV,8434,SPA-AV08434,"Delgado Alejandro",Cerrado,"2019-08-08 00:00:00","2023-09-07 20:13:59",Otros,,"Revision (MTO)",,,,,,,,LO,149,LO-000149,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1130,WO-1130,,,-,,,,SPA-CU,8323,SPA-CU08323,"Delgado Alejandro",Cerrado,,"2023-09-07 20:16:51",Otros,,"Revision (MTO)",,,,,,,,LO,1982,LO-001982,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,403,WO-403,,,-,,,,SPA-CU,8323,SPA-CU08323,"Delgado Alejandro",Cerrado,"2019-03-12 00:00:00","2023-09-07 20:14:34",Otros,,"Revision (MTO)",,,,,,,,LO,1982,LO-001982,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3275,WO-3275,,,-,,,,SPA-LE,1546,SPA-LE01546,"System Administrator",Cerrado,"2023-11-14 19:02:24","2023-11-15 12:08:54",141038213408_LE1546.PDF,141038213408_LE1546.PDF,"Revision (MTO)",NO,,,,,,,LO,3449,LO-003449,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3076,WO-3076,,,-,,,,SPA-SA,6411,SPA-SA06411,"System Administrator",Cerrado,"2023-11-14 18:57:47","2023-11-15 12:09:53","281300333580_SA6411-DESFAVORABLE.PDF","281300333580_SA6411-DESFAVORABLE.PDF","Inspecciones (OCA)",NO,,,,,,09.11.2025,LO,5715,LO-005715,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3628,WO-3628,,,-,,,,SPA-ZX,1024,SPA-ZX01024,"System Administrator",Cerrado,"2023-11-14 19:10:31","2023-11-15 12:12:47","1211394825222_ZX1024_-_AT-Z-08-22_VILLARROYA_-_OCA.PDF","1211394825222_ZX1024_-_AT-Z-08-22_VILLARROYA_-_OCA.PDF","Inspecciones (OCA)",NO,,,,,,04.07.2025,LO,7816,LO-007816,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2750,WO-2750,,,-,,,,SPA-ZA,7002,SPA-ZA07002,"System Administrator",Cerrado,"2023-11-14 18:50:21","2023-11-15 12:13:14","2112342327123_ZA7002-INSPECCION__OCA_-11-09-2020.PDF","2112342327123_ZA7002-INSPECCION__OCA_-11-09-2020.PDF","Inspecciones (OCA)",NO,,,,,,11.09.2023,LO,7660,LO-007660,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1944,WO-1944,,,-,,,,SPA-AB,6017,SPA-AB06017,"System Administrator",Cerrado,"2023-11-14 18:31:21","2023-11-15 12:24:54","2610080319362_AB6017_HELLIN_CERTIFICADO_FAVORABLE_2021.PDF","2610080319362_AB6017_HELLIN_CERTIFICADO_FAVORABLE_2021.PDF","Inspecciones (OCA)",NO,,,,,,10.03.2024,LO,48,LO-000048,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3035,WO-3035,,,-,,,,SPA-SO,9921,SPA-SO09921,"System Administrator",Cerrado,"2023-11-14 18:56:59","2023-11-15 12:23:44",1808480331904_SO9921.PDF,1808480331904_SO9921.PDF,"Revision (MTO)",NO,,,,,,,LO,6167,LO-006167,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3212,WO-3212,,,-,,,,SPA-HX,408,SPA-HX00408,"System Administrator",Cerrado,"2023-11-14 19:00:57","2023-11-15 12:14:10","0313330324505_HX0408-INSPECCION__OCA_-19-10-2022.PDF","0313330324505_HX0408-INSPECCION__OCA_-19-10-2022.PDF","Inspecciones (OCA)",NO,,,,,,19.10.2025,LO,2906,LO-002906,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2824,WO-2824,,,-,,,,SPA-VI,8710,SPA-VI08710,"System Administrator",Cerrado,"2023-11-14 18:52:06","2023-11-15 12:05:14","2112343025329_VI8710-REVISION__MTO_-19-01-2021.PDF","2112343025329_VI8710-REVISION__MTO_-19-01-2021.PDF","Revision (MTO)",NO,,,,,,,LO,7164,LO-007164,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1659,WO-1659,,,-,,,,SPA-TO,72,SPA-TO00072,"Delgado Alejandro",Cerrado,"2022-07-18 12:16:00","2023-09-01 06:39:23","RevisiÃ³n MTO",,"Revision (MTO)",,,,,,,,LO,6660,LO-006660,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3572,WO-3572,,,-,,,,SPA-GU,9112,SPA-GU09112,"System Administrator",Cerrado,"2023-11-14 19:09:15","2023-11-15 12:20:09","031155036773_GU9112-REV__MTO_19-08-2022.PDF","031155036773_GU9112-REV__MTO_19-08-2022.PDF","Revision (MTO)",NO,,,,,,,LO,2759,LO-002759,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2342,WO-2342,,,-,,,,SPA-TO,19,SPA-TO00019,"System Administrator",Cerrado,"2023-11-14 18:40:55","2023-11-15 12:11:43","211230466135_TO0019-REVISION__MTO_-04-02-2019.PDF","211230466135_TO0019-REVISION__MTO_-04-02-2019.PDF","Revision (MTO)",NO,,,,,,,LO,6638,LO-006638,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,687,WO-687,,,-,,,,SPA-LE,991,SPA-LE00991,"Delgado Alejandro",Cerrado,"2020-08-14 00:00:00","2023-09-07 20:15:28",Otros,,"Revision (MTO)",,,,,,,,LO,3428,LO-003428,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3607,WO-3607,,,-,,,,SPA-ZX,374,SPA-ZX00374,"System Administrator",Cerrado,"2023-11-14 19:10:03","2023-11-15 12:19:39","1210552125466_ZX0374-REV_MTO_05-07-2022.PDF","1210552125466_ZX0374-REV_MTO_05-07-2022.PDF","Revision (MTO)",NO,,,,,,,LO,7759,LO-007759,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2685,WO-2685,,,-,,,,SPA-VI,8712,SPA-VI08712,"System Administrator",Cerrado,"2023-11-14 18:48:53","2023-11-15 12:09:14","2112312420654_VI8712-INSPECCION__OCA_-09-10-2020.PDF","2112312420654_VI8712-INSPECCION__OCA_-09-10-2020.PDF","Inspecciones (OCA)",NO,,,,,,09.10.2023,LO,7165,LO-007165,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3208,WO-3208,,,-,,,,SPA-HX,9605,SPA-HX09605,"System Administrator",Cerrado,"2023-11-14 19:00:52","2023-11-15 12:11:58","03134636470_HX9605-INSPECCION__OCA_-18-10-2022.PDF","03134636470_HX9605-INSPECCION__OCA_-18-10-2022.PDF","Inspecciones (OCA)",NO,,,,,,18.10.2025,LO,2949,LO-002949,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,731,WO-731,,,-,,,,SPA-OR,9125,SPA-OR09125,"Delgado Alejandro",Cerrado,"2020-04-20 00:00:00","2023-09-07 20:15:37",Otros,,"Revision (MTO)",,,,,,,,LO,5140,LO-005140,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3768,WO-3768,,,-,,,,SPA-VA,2179,SPA-VA02179,"System Administrator",Cerrado,"2023-11-14 19:13:54","2023-11-15 12:15:45",2508374016543_VA2179.PDF,2508374016543_VA2179.PDF,"Revision (MTO)",NO,,,,,,,LO,7034,LO-007034,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,569,WO-569,,,-,,,,SPA-TO,1510,SPA-TO01510,"Delgado Alejandro",Cerrado,"2019-02-04 00:00:00","2023-09-07 20:15:06",Otros,,"Revision (MTO)",,,,,,,,LO,6766,LO-006766,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2610,WO-2610,,,-,,,,SPA-AV,8921,SPA-AV08921,"System Administrator",Cerrado,"2023-11-14 18:47:12","2023-11-15 12:05:52","211231179102_AV8921-INSPECCION__OCA_-08-10-2020.PDF","211231179102_AV8921-INSPECCION__OCA_-08-10-2020.PDF","Inspecciones (OCA)",NO,,,,,,08.10.2023,LO,215,LO-000215,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3412,WO-3412,,,-,,,,SPA-GU,9148,SPA-GU09148,"System Administrator",Cerrado,"2023-11-14 19:05:34","2023-11-15 12:12:09","2708525818212_GU9148-TOTEM.PDF","2708525818212_GU9148-TOTEM.PDF","Revision (MTO)",NO,,,,,,,LO,2780,LO-002780,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2018,WO-2018,,,-,,,,SPA-TO,115,SPA-TO00115,"System Administrator",Cerrado,"2023-11-14 18:33:10","2023-11-15 12:18:00","2112300229621_TO0115-INSPECCION__OCA_-16-05-2019.PDF","2112300229621_TO0115-INSPECCION__OCA_-16-05-2019.PDF","Inspecciones (OCA)",NO,,,,,,16.05.2022,LO,6681,LO-006681,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2520,WO-2520,,,-,,,,SPA-OR,8920,SPA-OR08920,"System Administrator",Cerrado,"2023-11-14 18:45:10","2023-11-15 12:06:04","2112310617651_OR8920-REVISION__MTO_-20-04-2020.PDF","2112310617651_OR8920-REVISION__MTO_-20-04-2020.PDF","Revision (MTO)",NO,,,,,,,LO,5126,LO-005126,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,947,WO-947,,,-,,,,SPA-MX,2063,SPA-MX02063,"Delgado Alejandro",Cerrado,,"2023-09-07 20:16:17",Otros,,"Revision (MTO)",,,,,,,,LO,4619,LO-004619,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3089,WO-3089,,,-,,,,SPA-BA,412,SPA-BA00412,"System Administrator",Cerrado,"2023-11-14 18:58:04","2023-11-15 12:13:59","2407101027682_BA0412-OCA_1_-06AT-23836__1__18-11-2022.PDF","2407101027682_BA0412-OCA_1_-06AT-23836__1__18-11-2022.PDF","Inspecciones (OCA)",NO,,,,,,18.11.2025,LO,429,LO-000429,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1877,WO-1877,,,-,,,,SPA-MX,1047,SPA-MX01047,"Oscar Camps Solaesa",Cerrado,,"2023-09-07 20:19:16",Otros,,"Revision (MTO)",,,,,,,,LO,4538,LO-004538,false,,,,,,false,2023-09-07,,,,,,,,,,,,
WO,1198,WO-1198,,,-,,,,SPA-HX,9628,SPA-HX09628,"Delgado Alejandro",Cerrado,"2022-10-19 00:00:00","2023-09-07 20:17:04",Otros,,"Revision (MTO)",,,,,,,,LO,2961,LO-002961,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2559,WO-2559,,,-,,,,SPA-LE,1501,SPA-LE01501,"System Administrator",Cerrado,"2023-11-14 18:46:03","2023-11-15 12:22:46","2112311211238_LE1501-INSPECCION__OCA_-13-08-2020.PDF","2112311211238_LE1501-INSPECCION__OCA_-13-08-2020.PDF","Inspecciones (OCA)",NO,,,,,,13.08.2023,LO,3437,LO-003437,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1416,WO-1416,,,-,,,,SPA-CR,3041,SPA-CR03041,"Delgado Alejandro",Cerrado,,"2023-09-07 20:17:46",Otros,,"Revision (MTO)",,,,,,,,LO,1714,LO-001714,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2477,WO-2477,,,-,,,,SPA-AB,5925,SPA-AB05925,"System Administrator",Cerrado,"2023-11-14 18:44:11","2023-11-15 12:10:30","2112310116193_AB5925-REVISION__MTO_-27-04-2020.DOC","2112310116193_AB5925-REVISION__MTO_-27-04-2020.DOC","Revision (MTO)",NO,,,,,,,LO,37,LO-000037,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1994,WO-1994,,,-,,,,SPA-SA,5750,SPA-SA05750,"System Administrator",Cerrado,"2023-11-14 18:32:35","2023-11-15 12:12:19","2112300112074_SA5750-INSPECCION__OCA_-11-11-2019.PDF","2112300112074_SA5750-INSPECCION__OCA_-11-11-2019.PDF","Inspecciones (OCA)",NO,,,,,,11.11.2022,LO,5706,LO-005706,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3780,WO-3780,,,-,,,,SPA-VA,2225,SPA-VA02225,"System Administrator",Cerrado,"2023-11-14 19:14:11","2023-11-15 12:10:50",250845522963_VA2225.PDF,250845522963_VA2225.PDF,"Revision (MTO)",NO,,,,,,,LO,7065,LO-007065,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1673,WO-1673,,,-,,,,SPA-TO,411,SPA-TO00411,"Delgado Alejandro",Cerrado,"2022-06-07 00:00:00","2023-09-07 20:18:33",Otros,,"Revision (MTO)",,,,,,,,LO,6717,LO-006717,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3539,WO-3539,,,-,,,,SPA-PO,6610,SPA-PO06610,"System Administrator",Cerrado,"2023-11-14 19:08:29","2023-11-15 12:06:11",0813270013451_PO6610.PDF,0813270013451_PO6610.PDF,"Revision (MTO)",NO,,,,,,,LO,5596,LO-005596,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1277,WO-1277,,,-,,,,SPA-MX,3505,SPA-MX03505,"Delgado Alejandro",Cerrado,,"2023-09-07 20:17:19",Otros,,"Revision (MTO)",,,,,,,,LO,4709,LO-004709,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3418,WO-3418,,,-,,,,SPA-GU,9179,SPA-GU09179,"System Administrator",Cerrado,"2023-11-14 19:05:42","2023-11-15 12:05:45","2708582624816_GU9179-TOTEM.PDF","2708582624816_GU9179-TOTEM.PDF","Revision (MTO)",NO,,,,,,,LO,2795,LO-002795,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,241,WO-241,,,-,,,,SPA-BU,4136,SPA-BU04136,"Delgado Alejandro",Cerrado,"2019-08-08 00:00:00","2023-09-07 20:14:03",Otros,,"Revision (MTO)",,,,,,,,LO,650,LO-000650,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3242,WO-3242,,,-,,,,SPA-CX,427,SPA-CX00427,"System Administrator",Cerrado,"2023-11-14 19:01:39","2023-11-15 12:19:54","100844504369_PARTE_INCIDENCIA.PDF","100844504369_PARTE_INCIDENCIA.PDF","Revision (MTO)",NO,,,,,,,LO,2135,LO-002135,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,505,WO-505,,,-,,,,SPA-MX,2063,SPA-MX02063,"Delgado Alejandro",Cerrado,"2019-02-04 00:00:00","2023-09-07 20:14:54",Otros,,"Revision (MTO)",,,,,,,,LO,4619,LO-004619,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3231,WO-3231,,,-,,,,SPA-VA,2148,SPA-VA02148,"System Administrator",Cerrado,"2023-11-14 19:01:23","2023-11-15 12:07:09",0213444427338_VA2148.PDF,0213444427338_VA2148.PDF,"Revision (MTO)",NO,,,,,,,LO,7014,LO-007014,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,757,WO-757,,,-,,,,SPA-PO,7117,SPA-PO07117,"Delgado Alejandro",Cerrado,"2020-08-28 00:00:00","2023-09-07 20:15:41",Otros,,"Revision (MTO)",,,,,,,,LO,5615,LO-005615,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,663,WO-663,,,-,,,,SPA-CS,40,SPA-CS00040,"Delgado Alejandro",Cerrado,"2020-06-02 00:00:00","2023-09-07 20:15:24",Otros,,"Revision (MTO)",,,,,,,,LO,1850,LO-001850,false,,,,,,false,2023-05-08,,,,,,,,,,,,
