"Id Emplazamiento - prefix","Id Emplazamiento - number","Id Emplazamiento","Id Site - prefix","Id Site - number","Id Site",Estado,Autor,"Fecha de Creación","Ultimo cambio",Nombre,"Coordinates - Latitude - WGS 84","Coordinates - Longitude - WGS 84","Coordinates - Elevation",Tags,"Referencia Catastral","Plot/Terrace azimuth","Wind zone","Plot / terrace length","Plot / terrace width","Mobile performed","Mobile username","Date of mobile report","Uso del Terreno","Clasificación del terreno","Tipología Propiedad","Tipo de Propiedad","24x7 Access","Dirección Catastral","Access Control","Tipo de Instalación","Causa Rechazo Candidato","Infrastructure type","Non-Feasibility Reason","Fiber Feasibility","Photo report raw"
LO,4370,LO-004370,SPA-MX,403,SPA-MX00403,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:38:10",MX0403,40.430429,-3.715714,650.0,,9459901VK3795G,,,,,,,,Residencial,Urbano,"Acuerdo Marco",Privado,No,,Restringido,Existente,,AZOTEA,,,
LO,4166,LO-004166,SPA-MU,2190,SPA-MU02190,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:50:30",MU2190,,,,,,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,,"No Restringido",Existente,,TORRE,,,
LO,3868,LO-003868,SPA-MA,2666,SPA-MA02666,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:07:03",MA2666,36.884362,-4.843956,388.0,,29018A02300087,,,,,,,,Residencial,Urbano,"Land Agg (On Tower)",Privado,Si,"Polígono 23 Parcela 86 LA GALEOTA","No Restringido",Existente,,TORRE,,,
LO,7144,LO-007144,SPA-VI,8605,SPA-VI08605,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:03:42",VI8605,42.851507,-2.669513,532.0,,39005A00600059,,,,,,,,Residencial,Urbano,"Propietario único",Privado,No,,"No Restringido",Existente,,AZOTEA,,,
LO,5245,LO-005245,SPA-OX,274,SPA-OX00274,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:59:26",OX0274,43.373777,-5.850148,220.0,,9264301TP6096S,,,,,,,,,,"Propietario único",Privado,Si,"CL ERNESTO WINTER BLANCO M6-T OVIEDO",Restringido,Existente,,AZOTEA,,,
LO,3964,LO-003964,SPA-MA,3037,SPA-MA03037,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:07:27",MA3037,36.547993,-4.632108,13.0,,4061101UF5446S,,,,,,,,Residencial,Urbano,"Acuerdo Marco",Privado,Si,"CL SANTA LAURA 13",Restringido,Existente,,AZOTEA,,,
LO,226,LO-000226,SPA-AX,9,SPA-AX00009,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:42:35",AX0009,38.250645,-0.661632,54.0,,03065A10500070,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"Polígono 105 Parcela 70, ALZABARES A","No Restringido",Existente,,TORRE,,,
LO,7926,LO-007926,SPA-CX,1066,SPA-CX01066,Activo,"Oscar Camps Solaesa",2023-07-25,"2024-01-10 15:40:35",CX1066,,,,,,,,,,,,,Residencial,Urbano,"Comunidad Propietario",,,,"No Restringido",Existente,,AZOTEA,,,
LO,8666,LO-008666,SPA-PO,4166,SPA-PO04166,Reservado,"Alexandre GOMBA",2024-01-18,"2024-01-18 21:26:56",PO4166,,,,,,,,,,,,,,,,,,,,Nuevo,,,,,
LO,4543,LO-004543,SPA-MX,1056,SPA-MX01056,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:38:59",MX1056,40.697965,-3.583458,833.0,,001600300VL50E,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"DS FUENTE CARDE CM 513","No Restringido",Existente,,TORRE,,,
LO,7600,LO-007600,SPA-VX,5331,SPA-VX05331,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:53:23",VX5331,39.48494,-0.396671,0.0,,4040701YJ2744A,,,,,,,,Residencial,Urbano,"Acuerdo Marco",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,6873,LO-006873,SPA-TX,7662,SPA-TX07662,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:51:14",TX7662,40.67429,0.52297,127.0,,43063A00800174,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"Polígono 8 Parcela 174, BOCHETS.","No Restringido",Existente,,TORRE,,,
LO,541,LO-000541,SPA-BI,551,SPA-BI00551,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:55:01",BI0551,43.371198,-2.707513,0.0,,46251A01000106,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,Si,,,Existente,,,,,
LO,1471,LO-001471,SPA-CA,4214,SPA-CA04214,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:04:42",CA4214,36.568943,-6.221391,5.0,,11027A01200006,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,"CL PASEO MARITIMO 37","No Restringido",Existente,,AZOTEA,,,
LO,5252,LO-005252,SPA-OX,309,SPA-OX00309,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:59:28",OX0309,43.531969,-5.902672,82.0,,33020A00700055,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 7 Parcela 55 MONTICO.","No Restringido",Existente,,TORRE,,,
LO,429,LO-000429,SPA-BA,412,SPA-BA00412,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:04:32",BA0412,38.388101,-6.815759,738.0,,,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,"Polígono 2 Parcela 120 BUJARDO DE SAN MIGUEL. JEREZ DE LOS CABALLEROS (BADAJOZ)","No Restringido",Existente,,TORRE,,,
LO,3615,LO-003615,SPA-LU,7810,SPA-LU07810,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:58:13",LU7810,42.627163,-7.475145,402.0,,27008A01609027,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 16 Parcela 198
VILABOA. BOVEDA ","No Restringido",Existente,,TORRE,,,
LO,4571,LO-004571,SPA-MX,1350,SPA-MX01350,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:39:06",MX1350,40.429967,-3.66443,681.0,,28900A90009000,,,,,,,,Residencial,Urbano,"Land Agg (On Tower)",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,754,LO-000754,SPA-BU,4903,SPA-BU04903,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:55:52",BU4903,42.895722,-3.461716,585.0,,09214B50400229,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Público,Si,"Polígono 504 Parcela 227 CP AFORADOS DE MONEO. MEDINA DE POMAR (AFORADOS DE MONEO) (BURGOS)","No Restringido",Existente,,TORRE,,,
LO,876,LO-000876,SPA-BX,365,SPA-BX00365,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:43:49",BX0365,41.382006,2.176447,10.0,,08900A01209000,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"CL FERRAN 42","No Restringido",Existente,,AZOTEA,,,
LO,1832,LO-001832,SPA-CS,8,SPA-CS00008,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:46:37",CS0008,39.850791,-0.157601,14.0,,12082A03209000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,7135,LO-007135,SPA-VA,7777,SPA-VA07777,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:03:39",VA7777,41.696942,-4.821139,770.0,,8579102UM4187N,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Público,Si,"LG SECTOR 3 Suelo Parcela 11 47620 VILLANUBLA (VALLADOLID)","No Restringido",Existente,,TORRE,,,
LO,4701,LO-004701,SPA-MX,3318,SPA-MX03318,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:39:39",MX3318,40.417295,-3.703396,650.0,,28900A90009000,,,,,,,,Residencial,Urbano,"Propietario único",Privado,No,,Restringido,Existente,,AZOTEA,,,
LO,1258,LO-001258,SPA-BX,2066,SPA-BX02066,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:45:39",BX2066,41.751193,1.839328,0.0,,08212A00100083,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"Polígono 1 Parcela 83 S ACISCLO.","No Restringido",Existente,,TORRE,,,
LO,5125,LO-005125,SPA-OR,8850,SPA-OR08850,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:58:55",OR8850,42.436197,-8.141448,422.0,,32014A02600154,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 26 Parcela 154 COTIÑO.","No Restringido",Existente,,TORRE,,,
LO,6131,LO-006131,SPA-SO,9794,SPA-SO09794,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:01:56",SO9794,41.300455,-2.476114,0.0,,42015B01120842,,,,,,,,Residencial,Urbano,"AAPP Privativo",Público,Si,"Polígono 61 Parcela 5035","No Restringido",Existente,,TORRE,,,
LO,8468,LO-008468,SPA-AX,4426,SPA-AX04426,Reservado,"Alexandre GOMBA",2024-01-10,"2024-01-10 15:34:30",AX4426,,,,,,,,,,,,,,,,,,,,Nuevo,,,,,
LO,144,LO-000144,SPA-AV,8413,SPA-AV08413,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:54:16",AV8413,40.655355,-4.700513,1080.0,,6321013UL5062S,,,,,,,,Residencial,Urbano,"Land Agg (Telecom Ib.)",Privado,Si,"CL CABALLEROS 14","No Restringido",Existente,,AZOTEA,,,
LO,279,LO-000279,SPA-AX,5401,SPA-AX05401,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:42:49",AX5401,38.342476,-0.488391,15.0,,03900A05409000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,5139,LO-005139,SPA-OR,9120,SPA-OR09120,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:58:58",OR9120,42.063189,-7.466133,500.0,,32040A06600074,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"LG LAZA Polígono 66 Parcela 74 SOBRE CANELLA.","No Restringido",Existente,,TORRE,,,
LO,4018,LO-004018,SPA-MA,9763,SPA-MA09763,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:07:41",MA9763,36.509721,-4.907326,7.0,,9223104UF2492S,,,,,,,,Residencial,Urbano,"Land Agg (On Tower)",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,1831,LO-001831,SPA-CS,7,SPA-CS00007,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:46:37",CS0007,39.970722,-0.073118,48.0,,12900A16309000,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,,,Existente,,TORRE,,,
LO,3865,LO-003865,SPA-MA,2637,SPA-MA02637,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:07:03",MA2637,36.985978,-4.436497,782.0,,29015A12400056,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,"Polígono 124 Parcela 56 DEHESA YEGUAS","No Restringido",Existente,,TORRE,,,
LO,6384,LO-006384,SPA-SX,9002,SPA-SX09002,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:02:57",SX9002,43.459469,-3.809674,0.0,,4624501VP3142D,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"CL NAVAS TOLOSA 2",Restringido,Existente,,AZOTEA,,,
LO,731,LO-000731,SPA-BU,4301,SPA-BU04301,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:55:46",BU4301,42.932621,-3.486164,595.0,,09214A50709000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,"AV BILBAO 1 MEDINA DE POMAR (Medina de Pomar) (BURGOS)","No Restringido",Existente,,AZOTEA,,,
LO,1474,LO-001474,SPA-CA,4234,SPA-CA04234,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:04:43",CA4234,36.734977,-6.423933,4.0,,11016A02009000,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"CL L (UA-9) 2 Suelo","No Restringido",Existente,,TORRE,,,
LO,551,LO-000551,SPA-BI,613,SPA-BI00613,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:55:03",BI0613,43.352252,-2.483464,0.0,,45201A02309003,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,"No Restringido",Existente,,,,,
LO,2360,LO-002360,SPA-GC,50,SPA-GC00050,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-10-02 20:55:12",GC0050,28.116323,-15.431977,106.0,,7700101DS5079N,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"CL DOCTOR EUSTASIO QUEVEDO 106",Restringido,Existente,,AZOTEA,,,
LO,5044,LO-005044,SPA-NA,66,SPA-NA00066,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:58:34",NA0066,41.986897,-1.512202,265.0,,208040271C,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,"No Restringido",Existente,,TORRE,,,
LO,1039,LO-001039,SPA-BX,888,SPA-BX00888,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:44:35",BX0888,41.393636,2.168552,0.0,,08900A01209000,,,,,,,,Residencial,Urbano,"Propietario único",Privado,No,,Restringido,Existente,,AZOTEA,,,
LO,7191,LO-007191,SPA-VI,8824,SPA-VI08824,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:03:53",VI8824,42.565584,-2.519983,600.0,,0132080394,,,,,,,,Residencial,Urbano,"AAPP Privativo",Privado,Si,,"No Restringido",Existente,,TORRE,,,
LO,7076,LO-007076,SPA-VA,2246,SPA-VA02246,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:03:25",VA2246,41.513483,-4.318457,886.0,,47055A00405189,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 4 Parcela 7 BARCO DE LA LIEBRE. COGECES DEL MONTE (VALLADOLID)","No Restringido",Existente,,TORRE,,,
LO,355,LO-000355,SPA-AX,6346,SPA-AX06346,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:43:11",AX6346,38.534702,-0.159019,27.0,,03031A01809000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,7666,LO-007666,SPA-ZA,7512,SPA-ZA07512,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:04:08",ZA7512,41.225418,-6.149756,801.0,,49041A02400016,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 501 Parcela 9001 CAMINO","No Restringido",Existente,,TORRE,,,
LO,5400,LO-005400,SPA-OX,9018,SPA-OX09018,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:00:04",OX9018,43.41918,-5.683597,200.0,,33059K00100010,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 30 Parcela 9006 AUTOVIA.",Restringido,Existente,,TORRE,,,
LO,5164,LO-005164,SPA-OR,9580,SPA-OR09580,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:59:05",OR9580,42.381027,-7.571899,691.0,,32058A00400017,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 4 Parcela 17 ROLLO.","No Restringido",Existente,,TORRE,,,
LO,195,LO-000195,SPA-AV,8709,SPA-AV08709,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:54:29",AV8709,40.249546,-5.006749,800.0,,05221A01100181,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"Polígono 11 Parcela 181 MAJADILLAS.","No Restringido",Existente,,TORRE,,,
LO,3063,LO-003063,SPA-IB,97,SPA-IB00097,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:48:24",IB0097,39.74476,3.429875,55.0,,6997204ED3969N,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,"AV MARIAN-C.MSQ 49","No Restringido",Existente,,AZOTEA,,,
LO,6574,LO-006574,SPA-TF,6281,SPA-TF06281,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:41:36",TF6281,28.296315,-16.373538,9.0,,5308101CS6350N,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,1812,LO-001812,SPA-CR,4008,SPA-CR04008,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-10-02 20:54:20",CR4008,38.418194,-4.450721,0.0,,13024A03300023,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"Polígono 33 Parcela 23 Q. DE BRAZATORTAS",Restringido,Existente,,TORRE,,,
LO,4344,LO-004344,SPA-MX,355,SPA-MX00355,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:38:03",MX0355,40.427177,-3.67484,678.0,,2855720VK4725F,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,5354,LO-005354,SPA-OX,6604,SPA-OX06604,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:59:52",OX6604,43.567035,-6.214481,122.0,,52024A04400071,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 41 Parcela 387 BALSERA.","No Restringido",Existente,,TORRE,,,
LO,5724,LO-005724,SPA-SA,6707,SPA-SA06707,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:01:27",SA6707,40.983081,-5.724886,782.0,,37117A00100014,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 1 Parcela 14. SANTIBAÑEZ DEL RIO.","No Restringido",Existente,,TORRE,,,
LO,5763,LO-005763,SPA-SE,40,SPA-SE00040,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:07:52",SE0040,37.409494,-5.951275,23.0,,8845301TG3484N,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"CL AVIACION 93","No Restringido",Existente,,TORRE,,,
LO,5660,LO-005660,SPA-PX,8080,SPA-PX08080,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:01:11",PX8080,42.388183,-4.46997,831.0,,34211A51400014,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 514 Parcela 12 QUINTANA","No Restringido",Existente,,TORRE,,,
LO,3400,LO-003400,SPA-LE,481,SPA-LE00481,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:57:22",LE0481,42.852522,-5.193952,1572.0,,24140A01000004,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,Si,"Polígono 10 Parcela 4 COTOS.","No Restringido",Existente,,TORRE,,,
LO,4318,LO-004318,SPA-MX,303,SPA-MX00303,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:37:55",MX0303,40.433487,-3.691021,682.0,,1563807VK4716D,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,4751,LO-004751,SPA-MX,3858,SPA-MX03858,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:39:53",MX3858,40.326421,-3.714439,626.0,,9443701VK3694S,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,Restringido,Existente,,TORRE,,,
LO,6227,LO-006227,SPA-SS,5616,SPA-SS05616,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:02:18",SS5616,43.187503,-2.06284,136.0,,39070A00209001,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,Si,,"No Restringido",Existente,,TORRE,,,
LO,4364,LO-004364,SPA-MX,389,SPA-MX00389,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:38:08",MX0389,40.454199,-3.69882,708.0,,0886504VK4708F,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,No,,Restringido,Existente,,AZOTEA,,,
LO,8455,LO-008455,SPA-MX,6053,SPA-MX06053,Reservado,"Alexandre GOMBA",2024-01-10,"2024-01-10 15:34:13",MX6053,,,,,,,,,,,,,,,,,,,,Nuevo,,,,,
LO,4575,LO-004575,SPA-MX,1604,SPA-MX01604,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:39:07",MX1604,40.461189,-3.490699,598.0,,,,,,,,,,Residencial,Urbano,"AAPP Privativo",Privado,Si,,"No Restringido",Existente,,TORRE,,,
LO,4994,LO-004994,SPA-MX,9537,SPA-MX09537,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:41:02",MX9537,40.448444,-3.645102,688.0,,5779104VK4757H,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,,"No Restringido",Existente,,CASETA,,,
LO,113,LO-000113,SPA-AL,8908,SPA-AL08908,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:04:15",AL8908,36.841212,-2.453888,30.0,,04900A01309000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,,,,Existente,,AZOTEA,,,
LO,2508,LO-002508,SPA-GC,9238,SPA-GC09238,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-10-02 20:55:59",GC9238,27.914918,-15.401377,33.0,,35012A00109000,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"CL MEXICO 24","No Restringido",Existente,,AZOTEA,,,
LO,6489,LO-006489,SPA-TF,77,SPA-TF00077,Caído,"Oscar Camps Solaesa",2023-05-24,"2023-10-27 20:19:51",TF0077,28.053847,-16.706025,0.0,,,,,,,,,,Residencial,Urbano,"Propietario único",,No,,"No Restringido",Existente,,AZOTEA,,,
LO,2636,LO-002636,SPA-GI,8763,SPA-GI08763,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:47:44",GI8763,41.960407,2.828055,85.0,,17085A01309000,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"AV MONTILIVI 141","No Restringido",Existente,,TORRE,,,
LO,5669,LO-005669,SPA-PX,8302,SPA-PX08302,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:01:14",PX8302,42.242467,-4.745079,840.0,,34228A00905014,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,Si,,"No Restringido",Existente,,TORRE,,,
LO,4963,LO-004963,SPA-MX,7373,SPA-MX07373,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:40:53",MX7373,40.431426,-3.601019,682.0,,9160302VK4796A,,,,,,,,,,"AAPP Privativo",Privado,Si,,,Existente,,AZOTEA,,,
LO,7199,LO-007199,SPA-VI,8869,SPA-VI08869,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:03:54",VI8869,42.838965,-2.731512,533.0,,33036A10110138,,,,,,,,Residencial,Urbano,"Land Agg (Telecom Ib.)",Privado,Si,,"No Restringido",Existente,,TORRE,,,
LO,291,LO-000291,SPA-AX,5416,SPA-AX05416,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:42:53",AX5416,38.367082,-0.469074,62.0,,03900A05409000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,No,"CL JOSE GARCIA SELLES 2 CENTRO COMERCIAL GRAN VIA",Restringido,Existente,,AZOTEA,,,
LO,5259,LO-005259,SPA-OX,503,SPA-OX00503,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:59:30",OX0503,43.293908,-5.665752,370.0,,33031A02700157,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"CS ARTOSA 8 Polígono 27 Parcela 157 E009008 00TN89E LA COROÑA.","No Restringido",Existente,,TORRE,,,
LO,8164,LO-008164,SPA-IB,4478,SPA-IB04478,Activo,"Oscar Camps Solaesa",2023-08-03,"2023-11-15 14:36:48",IB4478,,,,,,,,,,,,,Agrícola,Rústico,,,,,,Nuevo,,TORRE,,,
LO,2649,LO-002649,SPA-GI,9001,SPA-GI09001,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:47:49",GI9001,41.970995,2.814162,0.0,,4769901DG8446H,,,,,,,,Residencial,Urbano,"Acuerdo Marco",Privado,Si,"CL BARCELONA 106",Restringido,Existente,,AZOTEA,,,
LO,808,LO-000808,SPA-BX,111,SPA-BX00111,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:43:30",BX0111,41.543104,2.154585,133.0,,9594301DF2999N,,,,,,,,Residencial,Urbano,"AAPP Privativo",Privado,Si,"PZ PLAÇA DE LA VILA 1","No Restringido",Existente,,TORRE,,,
LO,3922,LO-003922,SPA-MA,2911,SPA-MA02911,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:07:17",MA2911,36.473663,-5.001801,29.0,,29069A00109000,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,"No Restringido",Existente,,TORRE,,,
LO,5266,LO-005266,SPA-OX,702,SPA-OX00702,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:59:31",OX0702,43.561146,-5.974314,28.0,,0077901TP5297N,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,"AV ALCALDE JOSE FERNANDIN 16 CASTRILLON","No Restringido",Existente,,AZOTEA,,,
LO,3647,LO-003647,SPA-LU,8084,SPA-LU08084,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:58:21",LU8084,43.535381,-7.055927,38.0,,33010A01700238,,,,,,,,Residencial,Urbano,"Acuerdo Marco",Privado,Si,"LG COBO - PQ OBE","No Restringido",Existente,,TORRE,,,
LO,8647,LO-008647,SPA-SE,8181,SPA-SE08181,Reservado,"Alexandre GOMBA",2024-01-10,"2024-01-10 15:38:18",SE8181,,,,,,,,,,,,,,,,,,,,Nuevo,,,,,
LO,5566,LO-005566,SPA-PO,6375,SPA-PO06375,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:00:47",PO6375,42.249968,-8.612113,171.0,,,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 31 Parcela 390 MOURAS","No Restringido",Existente,,TORRE,,,
LO,4698,LO-004698,SPA-MX,3304,SPA-MX03304,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:39:39",MX3304,40.263623,-3.413625,743.0,,28014A01900061,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,"No Restringido",Existente,,TORRE,,,
LO,2546,LO-002546,SPA-GI,8519,SPA-GI08519,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:47:19",GI8519,41.972933,2.786328,87.0,,2369502DG8426G,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,"CL ANGEL GUIMERA 111","No Restringido",Existente,,AZOTEA,,,
LO,7695,LO-007695,SPA-ZX,47,SPA-ZX00047,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:53:37",ZX0047,41.658389,-0.930007,208.0,,2441801XM7124A,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,,,Restringido,Existente,,AZOTEA,,,
LO,3610,LO-003610,SPA-LU,7750,SPA-LU07750,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:58:12",LU7750,43.551248,-7.43579,115.0,,6536008PJ2263N,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"TN S. APTO PARA URBANIZAR
O VALADOURO (","No Restringido",Existente,,TORRE,,,
